 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.54357999999999995       eV
 efermi =   -8.9810551200000006       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1432526839E+001  -0.1280472768E-002   0.5850763336E-004   0.9942330681E+000  -0.1287900000E-002   0.5884700000E-004
  -0.1428851908E+001  -0.1269809846E-002   0.5770516229E-004   0.9942137850E+000  -0.1277200000E-002   0.5804100000E-004
  -0.1425176977E+001  -0.1259246592E-002   0.5691961621E-004   0.9941943724E+000  -0.1266600000E-002   0.5725200000E-004
  -0.1421502046E+001  -0.1248783003E-002   0.5615198853E-004   0.9941748292E+000  -0.1256100000E-002   0.5648100000E-004
  -0.1417827116E+001  -0.1238518491E-002   0.5539929596E-004   0.9941551540E+000  -0.1245800000E-002   0.5572500000E-004
  -0.1414152185E+001  -0.1228353633E-002   0.5466352610E-004   0.9941353455E+000  -0.1235600000E-002   0.5498600000E-004
  -0.1410477254E+001  -0.1218387837E-002   0.5394368407E-004   0.9941154022E+000  -0.1225600000E-002   0.5426300000E-004
  -0.1406802323E+001  -0.1208521684E-002   0.5323877501E-004   0.9940953228E+000  -0.1215700000E-002   0.5355500000E-004
  -0.1403127392E+001  -0.1198755170E-002   0.5254780418E-004   0.9940751060E+000  -0.1205900000E-002   0.5286100000E-004
  -0.1399452461E+001  -0.1189187698E-002   0.5187176498E-004   0.9940547503E+000  -0.1196300000E-002   0.5218200000E-004
  -0.1395777530E+001  -0.1179620449E-002   0.5120966267E-004   0.9940342542E+000  -0.1186700000E-002   0.5151700000E-004
  -0.1392102599E+001  -0.1170252231E-002   0.5056149661E-004   0.9940136163E+000  -0.1177300000E-002   0.5086600000E-004
  -0.1388427668E+001  -0.1160983632E-002   0.4992627213E-004   0.9939928352E+000  -0.1168000000E-002   0.5022800000E-004
  -0.1384752737E+001  -0.1151814649E-002   0.4930398862E-004   0.9939719093E+000  -0.1158800000E-002   0.4960300000E-004
  -0.1381077807E+001  -0.1142844673E-002   0.4869464546E-004   0.9939508371E+000  -0.1149800000E-002   0.4899100000E-004
