 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.18815000000000001       eV
 efermi =   -6.5417524699999996       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1342884154E+001  -0.2403093092E-002   0.2551795642E-004   0.9980036927E+000  -0.2407900000E-002   0.2556900000E-004
  -0.1339209223E+001  -0.2389404456E-002   0.2540900403E-004   0.9979970162E+000  -0.2394200000E-002   0.2546000000E-004
  -0.1335534292E+001  -0.2375815696E-002   0.2530005197E-004   0.9979902950E+000  -0.2380600000E-002   0.2535100000E-004
  -0.1331859361E+001  -0.2362227012E-002   0.2519309619E-004   0.9979835285E+000  -0.2367000000E-002   0.2524400000E-004
  -0.1328184431E+001  -0.2348638404E-002   0.2508614072E-004   0.9979767163E+000  -0.2353400000E-002   0.2513700000E-004
  -0.1324509500E+001  -0.2335149670E-002   0.2498118148E-004   0.9979698579E+000  -0.2339900000E-002   0.2503200000E-004
  -0.1320834569E+001  -0.2321760810E-002   0.2487821845E-004   0.9979629528E+000  -0.2326500000E-002   0.2492900000E-004
  -0.1317159638E+001  -0.2308372025E-002   0.2477525567E-004   0.9979560006E+000  -0.2313100000E-002   0.2482600000E-004
  -0.1313484707E+001  -0.2295083112E-002   0.2467329110E-004   0.9979490008E+000  -0.2299800000E-002   0.2472400000E-004
  -0.1309809776E+001  -0.2281894070E-002   0.2457332265E-004   0.9979419529E+000  -0.2286600000E-002   0.2462400000E-004
  -0.1306134845E+001  -0.2268605309E-002   0.2447435235E-004   0.9979348564E+000  -0.2273300000E-002   0.2452500000E-004
  -0.1302459914E+001  -0.2255516212E-002   0.2437638019E-004   0.9979277108E+000  -0.2260200000E-002   0.2442700000E-004
  -0.1298784983E+001  -0.2242427190E-002   0.2427840822E-004   0.9979205155E+000  -0.2247100000E-002   0.2432900000E-004
  -0.1295110052E+001  -0.2229338245E-002   0.2418343019E-004   0.9979132701E+000  -0.2234000000E-002   0.2423400000E-004
  -0.1291435122E+001  -0.2216349168E-002   0.2408845231E-004   0.9979059741E+000  -0.2221000000E-002   0.2413900000E-004
  -0.1287760191E+001  -0.2203459958E-002   0.2399447248E-004   0.9978986268E+000  -0.2208100000E-002   0.2404500000E-004
  -0.1284085260E+001  -0.2190570823E-002   0.2390149069E-004   0.9978912279E+000  -0.2195200000E-002   0.2395200000E-004
  -0.1280410329E+001  -0.2177681766E-002   0.2381050479E-004   0.9978837766E+000  -0.2182300000E-002   0.2386100000E-004
  -0.1276735398E+001  -0.2164892573E-002   0.2371951900E-004   0.9978762725E+000  -0.2169500000E-002   0.2377000000E-004
  -0.1273060467E+001  -0.2152203244E-002   0.2363052904E-004   0.9978687149E+000  -0.2156800000E-002   0.2368100000E-004
  -0.1269385536E+001  -0.2139513992E-002   0.2354153915E-004   0.9978611034E+000  -0.2144100000E-002   0.2359200000E-004
  -0.1265710605E+001  -0.2126824816E-002   0.2345454505E-004   0.9978534374E+000  -0.2131400000E-002   0.2350500000E-004
  -0.1262035674E+001  -0.2114235503E-002   0.2336755098E-004   0.9978457162E+000  -0.2118800000E-002   0.2341800000E-004
  -0.1258360743E+001  -0.2101746051E-002   0.2328255264E-004   0.9978379392E+000  -0.2106300000E-002   0.2333300000E-004
  -0.1254685813E+001  -0.2089156893E-002   0.2319755430E-004   0.9978301059E+000  -0.2093700000E-002   0.2324800000E-004
  -0.1251010882E+001  -0.2076767377E-002   0.2311455162E-004   0.9978222156E+000  -0.2081300000E-002   0.2316500000E-004
  -0.1247335951E+001  -0.2064278157E-002   0.2303254674E-004   0.9978142677E+000  -0.2068800000E-002   0.2308300000E-004
  -0.1243661020E+001  -0.2051988577E-002   0.2295054182E-004   0.9978062617E+000  -0.2056500000E-002   0.2300100000E-004
  -0.1239986089E+001  -0.2039599294E-002   0.2287053247E-004   0.9977981967E+000  -0.2044100000E-002   0.2292100000E-004
  -0.1236311158E+001  -0.2027309869E-002   0.2279152083E-004   0.9977900722E+000  -0.2031800000E-002   0.2284200000E-004
  -0.1232636227E+001  -0.2015120300E-002   0.2271250911E-004   0.9977818876E+000  -0.2019600000E-002   0.2276300000E-004
  -0.1228961296E+001  -0.2002930809E-002   0.2263549284E-004   0.9977736421E+000  -0.2007400000E-002   0.2268600000E-004
  -0.1225286365E+001  -0.1990741396E-002   0.2255847646E-004   0.9977653350E+000  -0.1995200000E-002   0.2260900000E-004
  -0.1221611434E+001  -0.1978651839E-002   0.2248345547E-004   0.9977569658E+000  -0.1983100000E-002   0.2253400000E-004
  -0.1217936504E+001  -0.1966562360E-002   0.2240843432E-004   0.9977485336E+000  -0.1971000000E-002   0.2245900000E-004
  -0.1214261573E+001  -0.1954572734E-002   0.2233441075E-004   0.9977400378E+000  -0.1959000000E-002   0.2238500000E-004
  -0.1210586642E+001  -0.1942483414E-002   0.2226238246E-004   0.9977314776E+000  -0.1946900000E-002   0.2231300000E-004
  -0.1206911711E+001  -0.1930593719E-002   0.2219035396E-004   0.9977228523E+000  -0.1935000000E-002   0.2224100000E-004
  -0.1203236780E+001  -0.1918704103E-002   0.2211932295E-004   0.9977141612E+000  -0.1923100000E-002   0.2217000000E-004
  -0.1199561849E+001  -0.1906814567E-002   0.2204928942E-004   0.9977054035E+000  -0.1911200000E-002   0.2210000000E-004
  -0.1195886918E+001  -0.1894925111E-002   0.2198025332E-004   0.9976965785E+000  -0.1899300000E-002   0.2203100000E-004
