  atom Z =           32
       -1.86072E-01       -1.05977E-01 total energy part of fprime - 5/3*E_tot/mc**2
           5
  2.00000    -411.072   1
  0.00203     -47.336   3
  0.00396     -46.148   4
  0.00023      -5.332   6
  0.00045      -5.155   7
  0.0   32.0000
  0.5   31.5310
  1.0   30.3172
  1.5   28.7513
  2.0   27.1370
  2.5   25.6061
  3.0   24.1792
  3.5   22.8357
  4.0   21.5514
  4.5   20.3111
  5.0   19.1094
  5.5   17.9486
  6.0   16.8345
  6.5   15.7744
  7.0   14.7749
  7.5   13.8413
  8.0   12.9766
  8.5   12.1824
  9.0   11.4579
  9.5   10.8014
 10.0   10.2096
 10.5    9.6787
 11.0    9.2041
 11.5    8.7809
 12.0    8.4042
 12.5    8.0691
 13.0    7.7707
 13.5    7.5045
 14.0    7.2664
 14.5    7.0522
 15.0    6.8588
 15.5    6.6827
 16.0    6.5209
 16.5    6.3715
 17.0    6.2321
 17.5    6.1002
 18.0    5.9750
 18.5    5.8555
 19.0    5.7398
 19.5    5.6264
 20.0    5.5160
 20.5    5.4085
 21.0    5.3017
 21.5    5.1948
 22.0    5.0892
 22.5    4.9860
 23.0    4.8832
 23.5    4.7793
 24.0    4.6753
 24.5    4.5735
 25.0    4.4742
 25.5    4.3749
 26.0    4.2742
 26.5    4.1739
 27.0    4.0764
 27.5    3.9827
 28.0    3.8901
 28.5    3.7965
 29.0    3.7026
 29.5    3.6108
 30.0    3.5235
 30.5    3.4404
 31.0    3.3583
 31.5    3.2752
 32.0    3.1921
 32.5    3.1113
 33.0    3.0350
 33.5    2.9641
 34.0    2.8959
 34.5    2.8270
 35.0    2.7574
 35.5    2.6887
 36.0    2.6227
 36.5    2.5614
 37.0    2.5057
 37.5    2.4530
 38.0    2.3995
 38.5    2.3447
 39.0    2.2904
 39.5    2.2378
 40.0    2.1881
