 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    3.2364999999999998E-002  eV
 efermi =   -16.395697999999999       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1705009842E+001   0.7030484880E-002   0.6349418840E-005   0.9996565968E+000   0.7032900000E-002   0.6351600000E-005
  -0.1701334911E+001   0.7045971462E-002   0.6379601140E-005   0.9996554483E+000   0.7048400000E-002   0.6381800000E-005
  -0.1697659980E+001   0.7061657885E-002   0.6410083217E-005   0.9996542921E+000   0.7064100000E-002   0.6412300000E-005
  -0.1693985049E+001   0.7077344216E-002   0.6440865070E-005   0.9996531281E+000   0.7079800000E-002   0.6443100000E-005
  -0.1690310119E+001   0.7093130421E-002   0.6471946695E-005   0.9996519562E+000   0.7095600000E-002   0.6474200000E-005
  -0.1686635188E+001   0.7109016497E-002   0.6503328091E-005   0.9996507764E+000   0.7111500000E-002   0.6505600000E-005
  -0.1682960257E+001   0.7125002443E-002   0.6535009256E-005   0.9996495886E+000   0.7127500000E-002   0.6537300000E-005
  -0.1679285326E+001   0.7140988293E-002   0.6566990186E-005   0.9996483927E+000   0.7143500000E-002   0.6569300000E-005
  -0.1675610395E+001   0.7157173976E-002   0.6599370844E-005   0.9996471885E+000   0.7159700000E-002   0.6601700000E-005
  -0.1671935464E+001   0.7173459525E-002   0.6631951299E-005   0.9996459761E+000   0.7176000000E-002   0.6634300000E-005
  -0.1668260533E+001   0.7189744974E-002   0.6665031442E-005   0.9996447553E+000   0.7192300000E-002   0.6667400000E-005
  -0.1664585602E+001   0.7206230251E-002   0.6698311375E-005   0.9996435261E+000   0.7208800000E-002   0.6700700000E-005
  -0.1660910671E+001   0.7222715426E-002   0.6731991027E-005   0.9996422884E+000   0.7225300000E-002   0.6734400000E-005
  -0.1657235740E+001   0.7239400426E-002   0.6766070393E-005   0.9996410420E+000   0.7242000000E-002   0.6768500000E-005
  -0.1653560810E+001   0.7256085321E-002   0.6800449506E-005   0.9996397869E+000   0.7258700000E-002   0.6802900000E-005
  -0.1649885879E+001   0.7272970038E-002   0.6835128365E-005   0.9996385230E+000   0.7275600000E-002   0.6837600000E-005
  -0.1646210948E+001   0.7289854647E-002   0.6870306893E-005   0.9996372502E+000   0.7292500000E-002   0.6872800000E-005
  -0.1642536017E+001   0.7306939074E-002   0.6905785160E-005   0.9996359684E+000   0.7309600000E-002   0.6908300000E-005
  -0.1638861086E+001   0.7324023392E-002   0.6941563164E-005   0.9996346775E+000   0.7326700000E-002   0.6944100000E-005
  -0.1635186155E+001   0.7341307524E-002   0.6977840828E-005   0.9996333774E+000   0.7344000000E-002   0.6980400000E-005
  -0.1631511224E+001   0.7358591542E-002   0.7014418221E-005   0.9996320680E+000   0.7361300000E-002   0.7017000000E-005
  -0.1627836293E+001   0.7376075373E-002   0.7051495269E-005   0.9996307493E+000   0.7378800000E-002   0.7054100000E-005
  -0.1624161362E+001   0.7393659050E-002   0.7088872039E-005   0.9996294210E+000   0.7396400000E-002   0.7091500000E-005
  -0.1620486431E+001   0.7411342572E-002   0.7126748457E-005   0.9996280832E+000   0.7414100000E-002   0.7129400000E-005
