parent_dir,m00,m01,m02,m10,m11,m12,m20,m21,m22
LaScSb_Sc,0.0,0.03791151342280162,0.0432595457281147,0.03791151342280162,0.0,0.02530037189945904,0.0432595457281147,0.02530037189945904,0.0
SrTiN2_Ti,0.0,1.4606835227802734e-06,0.5092342772404213,1.4606835227802734e-06,0.0,0.5092343727015954,0.5092342772404213,0.5092343727015954,0.0
TiNiAs_Ti,0.0,0.06206495049659368,0.16049088048895227,0.06206495049659368,0.0,0.13557393120429742,0.16049088048895227,0.13557393120429742,0.0
CsBaVS4_V,0.0,0.07956517616169533,0.09371390304446145,0.07956517616169533,0.0,0.055887518810074296,0.09371390304446145,0.055887518810074296,0.0
ErVO4_V,0.0,1.653252401616987e-06,0.3215190468138521,1.653252401616987e-06,0.0,0.32151918033469407,0.3215190468138521,0.32151918033469407,0.0
VPO5_V,0.0,3.5532156769931917e-06,0.8595598247224984,3.5532156769931917e-06,0.0,0.8595598004100523,0.8595598247224984,0.8595598004100523,0.0
CrB_Cr,0.0,0.23297859747647712,0.17902891002340193,0.23297859747647712,0.0,0.1662884103168388,0.17902891002340193,0.1662884103168388,0.0
CrF4_Cr,0.0,0.0623200061868478,0.387313218195216,0.0623200061868478,0.0,0.4476100256848277,0.387313218195216,0.4476100256848277,0.0
MgCrO4_Cr,0.0,0.1635924943459672,0.10808161776018851,0.1635924943459672,0.0,0.2558100474197611,0.10808161776018851,0.2558100474197611,0.0
SrCrF4_Cr,0.0,2.064114205089546e-06,0.46820914484103254,2.064114205089546e-06,0.0,0.46820818075458004,0.46820914484103254,0.46820818075458004,0.0
MnBr2_Mn,0.0,4.218630667219623e-06,0.1133894981693552,4.218630667219623e-06,0.0,0.11338999494698132,0.1133894981693552,0.11338999494698132,0.0
MnPO4_Mn,0.0,0.1703678288590637,0.2860995067446372,0.1703678288590637,0.0,0.16818097912481486,0.2860995067446372,0.16818097912481486,0.0
NaFeF4_Fe,0.0,0.07283413985231435,0.23292774010057474,0.07283413985231435,0.0,0.28521254129864737,0.23292774010057474,0.28521254129864737,0.0
NdFeO3_Fe,0.0,0.07677056630917183,0.05080093918574081,0.07677056630917183,0.0,0.05806063509186435,0.05080093918574081,0.05806063509186435,0.0
NbCoSi_Co,0.0,0.16475105530084544,0.11093390294443761,0.16475105530084544,0.0,0.08542222177276752,0.11093390294443761,0.08542222177276752,0.0
TbCoGe2_Co,0.0,0.1998662472331026,0.203007310542945,0.1998662472331026,0.0,0.016604964642753104,0.203007310542945,0.016604964642753104,0.0
LaNiAs_Ni,0.0,2.8686798756457793e-06,0.5432638420292196,2.8686798756457793e-06,0.0,0.5432618123131255,0.5432638420292196,0.5432618123131255,0.0
Na3NiF6_Ni,0.0,0.14963993794794103,0.2675845695417963,0.14963993794794103,0.0,0.11794463159385532,0.2675845695417963,0.11794463159385532,0.0
NdNiP_Ni,0.0,2.9454730259031136e-06,0.5429444541601619,2.9454730259031136e-06,0.0,0.5429444783728482,0.5429444541601619,0.5429444783728482,0.0
TiNiAs_Ni,0.0,0.11976578155825499,0.056676758957792554,0.11976578155825499,0.0,0.1220235909219993,0.056676758957792554,0.1220235909219993,0.0
AlCuS2_Cu,0.0,6.546321643489554e-07,0.04825579268565088,6.546321643489554e-07,0.0,0.048255756795179905,0.04825579268565088,0.048255756795179905,0.0
CuH2SO5_Cu,0.0,0.33934332964172725,0.17533975979978134,0.33934332964172725,0.0,0.19458134335598848,0.17533975979978134,0.19458134335598848,0.0
Li3CuO3_Cu,0.0,3.5802373399067836e-06,0.8209633287099546,3.5802373399067836e-06,0.0,0.8209625747718221,0.8209633287099546,0.8209625747718221,0.0
K2ZnF4_Zn,0.0,1.3217247032125071e-06,0.3013854334797166,1.3217247032125071e-06,0.0,0.3013858292822023,0.3013854334797166,0.3013858292822023,0.0
KZnSb_Zn,0.0,4.413838793974969e-06,0.659091521262536,4.413838793974969e-06,0.0,0.6590873222581919,0.659091521262536,0.6590873222581919,0.0
ZnBr2_Zn,0.0,0.04582710994086197,0.006313839935235059,0.04582710994086197,0.0,0.04466014688139983,0.006313839935235059,0.04466014688139983,0.0
