# Once                                                             FEFF 10.0.0
# POT  SCF  30  3.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z= 5 Rmt= 1.414 Rnm= 1.434 K  shell
# Pot 1 Z=12 Rmt= 1.644 Rnm= 1.691
# Pot 2 Z=12 Rmt= 1.666 Rnm= 1.721
# Pot 3 Z=12 Rmt= 1.644 Rnm= 1.699
# Pot 4 Z=12 Rmt= 1.646 Rnm= 1.697
# Pot 5 Z=26 Rmt= 1.638 Rnm= 1.690
# Pot 6 Z= 5 Rmt= 1.414 Rnm= 1.434
# Gam_ch=6.473E-02 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-9.684E+00eV kf=1.505E+00 Vint=-1.628E+01eV Rs_int= 2.410
#  -----------------------------------------------------------------------
#   0.99706E+00  0.69296E+00  0.46801E+00 -0.3558788E+00  0.7100069E+01 method to calculate xsect
#   6.4730000E-02    351    301
#       em              xsnorm            xsec  
 -0.396839580E+02  0.32365E-01  0.25362E-02  0.71234E-02  0.60156E-05
 -0.395839580E+02  0.32365E-01  0.25382E-02  0.71377E-02  0.60400E-05
 -0.394839580E+02  0.32365E-01  0.25402E-02  0.71520E-02  0.60646E-05
 -0.393839580E+02  0.32365E-01  0.25423E-02  0.71664E-02  0.60894E-05
 -0.392839580E+02  0.32365E-01  0.25444E-02  0.71809E-02  0.61144E-05
 -0.391839580E+02  0.32365E-01  0.25464E-02  0.71954E-02  0.61397E-05
 -0.390839580E+02  0.32365E-01  0.25486E-02  0.72100E-02  0.61651E-05
 -0.389839580E+02  0.32365E-01  0.25507E-02  0.72247E-02  0.61907E-05
 -0.388839580E+02  0.32365E-01  0.25529E-02  0.72395E-02  0.62166E-05
 -0.387839580E+02  0.32365E-01  0.25550E-02  0.72543E-02  0.62426E-05
 -0.386839580E+02  0.32365E-01  0.25572E-02  0.72692E-02  0.62689E-05
 -0.385839580E+02  0.32365E-01  0.25595E-02  0.72842E-02  0.62954E-05
 -0.384839580E+02  0.32365E-01  0.25617E-02  0.72992E-02  0.63222E-05
 -0.383839580E+02  0.32365E-01  0.25640E-02  0.73143E-02  0.63491E-05
 -0.382839580E+02  0.32365E-01  0.25663E-02  0.73296E-02  0.63763E-05
 -0.381839580E+02  0.32365E-01  0.25686E-02  0.73448E-02  0.64037E-05
 -0.380839580E+02  0.32365E-01  0.25709E-02  0.73602E-02  0.64314E-05
 -0.379839580E+02  0.32365E-01  0.25733E-02  0.73757E-02  0.64593E-05
 -0.378839580E+02  0.32365E-01  0.25756E-02  0.73912E-02  0.64875E-05
 -0.377839580E+02  0.32365E-01  0.25780E-02  0.74068E-02  0.65159E-05
 -0.376839580E+02  0.32365E-01  0.25804E-02  0.74225E-02  0.65445E-05
 -0.375839580E+02  0.32365E-01  0.25829E-02  0.74382E-02  0.65734E-05
 -0.374839580E+02  0.32365E-01  0.25853E-02  0.74541E-02  0.66025E-05
 -0.373839580E+02  0.32365E-01  0.25877E-02  0.74700E-02  0.66319E-05
 -0.372839580E+02  0.32365E-01  0.25902E-02  0.74860E-02  0.66616E-05
