 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.71811000000000003       eV
 efermi =   -12.159248500000000       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1549323250E+001  -0.5971262159E-003   0.2143743750E-004   0.9923820710E+000  -0.6017100000E-003   0.2160200000E-004
  -0.1545648320E+001  -0.5941338216E-003   0.2131185040E-004   0.9923566028E+000  -0.5987100000E-003   0.2147600000E-004
  -0.1541973389E+001  -0.5911514017E-003   0.2118825074E-004   0.9923309637E+000  -0.5957200000E-003   0.2135200000E-004
  -0.1538298458E+001  -0.5881888789E-003   0.2106564607E-004   0.9923051521E+000  -0.5927500000E-003   0.2122900000E-004
  -0.1534623527E+001  -0.5852462522E-003   0.2094502864E-004   0.9922791661E+000  -0.5898000000E-003   0.2110800000E-004
  -0.1530948596E+001  -0.5823235205E-003   0.2082540605E-004   0.9922530041E+000  -0.5868700000E-003   0.2098800000E-004
  -0.1527273665E+001  -0.5794107606E-003   0.2070777048E-004   0.9922266643E+000  -0.5839500000E-003   0.2087000000E-004
  -0.1523598734E+001  -0.5765178941E-003   0.2059112960E-004   0.9922001447E+000  -0.5810500000E-003   0.2075300000E-004
  -0.1519923803E+001  -0.5736349982E-003   0.2047548336E-004   0.9921734436E+000  -0.5781600000E-003   0.2063700000E-004
  -0.1516248872E+001  -0.5707719940E-003   0.2036182383E-004   0.9921465591E+000  -0.5752900000E-003   0.2052300000E-004
  -0.1512573941E+001  -0.5679288805E-003   0.2024915878E-004   0.9921194893E+000  -0.5724400000E-003   0.2041000000E-004
  -0.1508899011E+001  -0.5650957355E-003   0.2013848022E-004   0.9920922323E+000  -0.5696000000E-003   0.2029900000E-004
  -0.1505224080E+001  -0.5622725589E-003   0.2002780390E-004   0.9920647862E+000  -0.5667700000E-003   0.2018800000E-004
  -0.1501549149E+001  -0.5594692705E-003   0.1991911391E-004   0.9920371488E+000  -0.5639600000E-003   0.2007900000E-004
  -0.1497874218E+001  -0.5566858692E-003   0.1981241011E-004   0.9920093184E+000  -0.5611700000E-003   0.1997200000E-004
  -0.1494199287E+001  -0.5539124341E-003   0.1970670036E-004   0.9919812927E+000  -0.5583900000E-003   0.1986600000E-004
  -0.1490524356E+001  -0.5511588842E-003   0.1960099266E-004   0.9919530699E+000  -0.5556300000E-003   0.1976000000E-004
  -0.1486849425E+001  -0.5484152992E-003   0.1949826280E-004   0.9919246477E+000  -0.5528800000E-003   0.1965700000E-004
