 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    10.500000000000000       eV
 efermi =   -10.963901699999999       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1505395082E+001   0.2942867104E-004   0.4245956979E-004   0.8928330766E+000   0.3296100000E-004   0.4755600000E-004
  -0.1501720151E+001   0.2947663901E-004   0.4279900528E-004   0.8925012570E+000   0.3302700000E-004   0.4795400000E-004
  -0.1498045220E+001   0.2952182111E-004   0.4314164949E-004   0.8921674557E+000   0.3309000000E-004   0.4835600000E-004
  -0.1494370289E+001   0.2956332755E-004   0.4348749519E-004   0.8918316555E+000   0.3314900000E-004   0.4876200000E-004
  -0.1490695358E+001   0.2960116144E-004   0.4383564357E-004   0.8914938393E+000   0.3320400000E-004   0.4917100000E-004
  -0.1487020427E+001   0.2963532592E-004   0.4418697942E-004   0.8911539895E+000   0.3325500000E-004   0.4958400000E-004
  -0.1483345496E+001   0.2966671499E-004   0.4454149524E-004   0.8908120886E+000   0.3330300000E-004   0.5000100000E-004
  -0.1479670565E+001   0.2969354988E-004   0.4489829301E-004   0.8904681186E+000   0.3334600000E-004   0.5042100000E-004
  -0.1475995634E+001   0.2971761515E-004   0.4525825623E-004   0.8901220617E+000   0.3338600000E-004   0.5084500000E-004
  -0.1472320703E+001   0.2973713350E-004   0.4562137715E-004   0.8897738995E+000   0.3342100000E-004   0.5127300000E-004
  -0.1468645773E+001   0.2975210930E-004   0.4598675852E-004   0.8894236137E+000   0.3345100000E-004   0.5170400000E-004
  -0.1464970842E+001   0.2976343608E-004   0.4635439347E-004   0.8890711855E+000   0.3347700000E-004   0.5213800000E-004
  -0.1461295911E+001   0.2977111726E-004   0.4672605248E-004   0.8887165962E+000   0.3349900000E-004   0.5257700000E-004
  -0.1457620980E+001   0.2977426795E-004   0.4709906129E-004   0.8883598267E+000   0.3351600000E-004   0.5301800000E-004
  -0.1453946049E+001   0.2977289276E-004   0.4747607786E-004   0.8880008577E+000   0.3352800000E-004   0.5346400000E-004
  -0.1450271118E+001   0.2976699633E-004   0.4785442988E-004   0.8876396698E+000   0.3353500000E-004   0.5391200000E-004
  -0.1446596187E+001   0.2975569609E-004   0.4823588569E-004   0.8872762433E+000   0.3353600000E-004   0.5436400000E-004
  -0.1442921256E+001   0.2974077175E-004   0.4862043680E-004   0.8869105581E+000   0.3353300000E-004   0.5482000000E-004
  -0.1439246325E+001   0.2972045393E-004   0.4900630153E-004   0.8865425943E+000   0.3352400000E-004   0.5527800000E-004
  -0.1435571394E+001   0.2969563482E-004   0.4939524575E-004   0.8861723314E+000   0.3351000000E-004   0.5574000000E-004
  -0.1431896464E+001   0.2966543359E-004   0.4978726068E-004   0.8857997488E+000   0.3349000000E-004   0.5620600000E-004
  -0.1428221533E+001   0.2963074179E-004   0.5018056657E-004   0.8854248256E+000   0.3346500000E-004   0.5667400000E-004
  -0.1424546602E+001   0.2959067948E-004   0.5057604173E-004   0.8850475409E+000   0.3343400000E-004   0.5714500000E-004
  -0.1420871671E+001   0.2954436830E-004   0.5097456286E-004   0.8846678733E+000   0.3339600000E-004   0.5762000000E-004
