 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    7.7929999999999999E-002  eV
 efermi =   -10.970480200000001       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1505636837E+001   0.6467347976E-002   0.1377260255E-004   0.9991731389E+000   0.6472700000E-002   0.1378400000E-004
  -0.1501961906E+001   0.6483816388E-002   0.1386049142E-004   0.9991703735E+000   0.6489200000E-002   0.1387200000E-004
  -0.1498286975E+001   0.6500284587E-002   0.1395037788E-004   0.9991675895E+000   0.6505700000E-002   0.1396200000E-004
  -0.1494612044E+001   0.6516952405E-002   0.1404126275E-004   0.9991647868E+000   0.6522400000E-002   0.1405300000E-004
  -0.1490937113E+001   0.6533719922E-002   0.1413214683E-004   0.9991619651E+000   0.6539200000E-002   0.1414400000E-004
  -0.1487262182E+001   0.6550587135E-002   0.1422502845E-004   0.9991591243E+000   0.6556100000E-002   0.1423700000E-004
  -0.1483587251E+001   0.6567554040E-002   0.1431790927E-004   0.9991562642E+000   0.6573100000E-002   0.1433000000E-004
  -0.1479912321E+001   0.6584720551E-002   0.1441278757E-004   0.9991533846E+000   0.6590300000E-002   0.1442500000E-004
  -0.1476237390E+001   0.6601886831E-002   0.1450866420E-004   0.9991504853E+000   0.6607500000E-002   0.1452100000E-004
  -0.1472562459E+001   0.6619252710E-002   0.1460453997E-004   0.9991475660E+000   0.6624900000E-002   0.1461700000E-004
  -0.1468887528E+001   0.6636718267E-002   0.1470241318E-004   0.9991446266E+000   0.6642400000E-002   0.1471500000E-004
  -0.1465212597E+001   0.6654283501E-002   0.1480128465E-004   0.9991416668E+000   0.6660000000E-002   0.1481400000E-004
  -0.1461537666E+001   0.6672048321E-002   0.1490215351E-004   0.9991386865E+000   0.6677800000E-002   0.1491500000E-004
  -0.1457862735E+001   0.6689912809E-002   0.1500302145E-004   0.9991356854E+000   0.6695700000E-002   0.1501600000E-004
  -0.1454187804E+001   0.6707876962E-002   0.1510488760E-004   0.9991326634E+000   0.6713700000E-002   0.1511800000E-004
  -0.1450512873E+001   0.6725940776E-002   0.1520875108E-004   0.9991296201E+000   0.6731800000E-002   0.1522200000E-004
  -0.1446837942E+001   0.6744204161E-002   0.1531361271E-004   0.9991265554E+000   0.6750100000E-002   0.1532700000E-004
  -0.1443163012E+001   0.6762567200E-002   0.1541947250E-004   0.9991234690E+000   0.6768500000E-002   0.1543300000E-004
