natx =      229
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      1.49341     -1.21184     -1.47747   1      2.42524
     -1.49341      1.21184     -1.47747   1      2.42524
     -2.97551      2.60911     -0.19519   4      3.96222
      2.97551     -2.60911     -0.19519   4      3.96222
     -0.27375     -3.13588      2.43916   2      3.98224
      0.27375      3.13588      2.43916   2      3.98224
     -0.27375      2.81514     -2.82954   2      4.00079
      0.27375     -2.81514     -2.82954   2      4.00079
     -3.13588     -0.27375      2.50481   2      4.02278
      3.13588      0.27375      2.50481   2      4.02278
     -2.81514     -0.27375     -2.89519   2      4.04748
      2.81514      0.27375     -2.89519   2      4.04748
     -2.97551     -3.34192     -0.19519   4      4.47886
      2.97551      3.34192     -0.19519   4      4.47886
     -1.21184     -1.49341     -4.24727   1      4.66242
      1.21184      1.49341     -4.24727   1      4.66242
     -4.45761      1.21184      1.08709   1      4.74559
      4.45761     -1.21184      1.08709   1      4.74559
      0.00000      0.00000      4.94397   3      4.94397
     -1.49341     -4.73919      1.08709   1      5.08645
      1.49341      4.73919      1.08709   1      5.08645
      0.00000      0.00000     -5.72474   3      5.72474
     -5.95103      0.00000     -0.39038   3      5.96382
      0.00000     -5.95103     -0.39038   3      5.96382
      5.95103      0.00000     -0.39038   3      5.96382
     -0.00000      5.95103     -0.39038   3      5.96382
     -1.21184      4.45761      3.85688   1      6.01784
      1.21184     -4.45761      3.85688   1      6.01784
     -4.73919     -1.49341      3.85688   1      6.29013
      4.73919      1.49341      3.85688   1      6.29013
      2.60911     -2.97551      5.13916   4      6.48630
     -2.60911      2.97551      5.13916   4      6.48630
     -4.45761     -4.73919     -1.47747   1      6.67181
      4.45761      4.73919     -1.47747   1      6.67181
     -1.21184      1.49341      6.42144   1      6.70327
      1.21184     -1.49341      6.42144   1      6.70327
     -5.67727      2.81514      2.43916   2      6.79014
      5.67727     -2.81514      2.43916   2      6.79014
      2.60911      2.97551     -5.52955   4      6.79978
     -2.60911     -2.97551     -5.52955   4      6.79978
     -2.81514      5.67727      2.50481   2      6.81400
      2.81514     -5.67727      2.50481   2      6.81400
     -3.34192     -2.97551      5.13916   4      6.81419
      3.34192      2.97551      5.13916   4      6.81419
      5.67727      3.13588     -2.82954   2      7.07612
     -5.67727     -3.13588     -2.82954   2      7.07612
     -3.13588      5.67727     -2.89519   2      7.10263
      3.13588     -5.67727     -2.89519   2      7.10263
     -3.34192      2.97551     -5.52955   4      7.11323
      3.34192     -2.97551     -5.52955   4      7.11323
     -6.22478     -2.81514      2.43916   2      7.25413
      6.22478      2.81514      2.43916   2      7.25413
     -2.81514     -6.22478      2.50481   2      7.27647
      2.81514      6.22478      2.50481   2      7.27647
