 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    8.5287000000000006       eV
 efermi =   -10.164292500000000       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1476009996E+001   0.3110173816E-004   0.3421291499E-004   0.9118337728E+000   0.3410900000E-004   0.3752100000E-004
  -0.1472335065E+001   0.3129090813E-004   0.3451598556E-004   0.9115538243E+000   0.3432700000E-004   0.3786500000E-004
  -0.1468660134E+001   0.3147989603E-004   0.3482244224E-004   0.9112721388E+000   0.3454500000E-004   0.3821300000E-004
  -0.1464985203E+001   0.3166778920E-004   0.3513410121E-004   0.9109887004E+000   0.3476200000E-004   0.3856700000E-004
  -0.1461310272E+001   0.3185367609E-004   0.3544913348E-004   0.9107034933E+000   0.3497700000E-004   0.3892500000E-004
  -0.1457635341E+001   0.3203937751E-004   0.3576844350E-004   0.9104165013E+000   0.3519200000E-004   0.3928800000E-004
  -0.1453960411E+001   0.3222307150E-004   0.3609202439E-004   0.9101277080E+000   0.3540500000E-004   0.3965600000E-004
  -0.1450285480E+001   0.3240657772E-004   0.3641895932E-004   0.9098370969E+000   0.3561800000E-004   0.4002800000E-004
  -0.1446610549E+001   0.3258807531E-004   0.3675106118E-004   0.9095446513E+000   0.3582900000E-004   0.4040600000E-004
  -0.1442935618E+001   0.3276847352E-004   0.3708832195E-004   0.9092503543E+000   0.3603900000E-004   0.4079000000E-004
  -0.1439260687E+001   0.3294777143E-004   0.3742891558E-004   0.9089541887E+000   0.3624800000E-004   0.4117800000E-004
  -0.1435585756E+001   0.3312505948E-004   0.3777374428E-004   0.9086561371E+000   0.3645500000E-004   0.4157100000E-004
  -0.1431910825E+001   0.3330033764E-004   0.3812370896E-004   0.9083561821E+000   0.3666000000E-004   0.4197000000E-004
  -0.1428235894E+001   0.3347451393E-004   0.3847789316E-004   0.9080543060E+000   0.3686400000E-004   0.4237400000E-004
  -0.1424560963E+001   0.3364667968E-004   0.3883719699E-004   0.9077504906E+000   0.3706600000E-004   0.4278400000E-004
  -0.1420886032E+001   0.3381683486E-004   0.3920070437E-004   0.9074447179E+000   0.3726600000E-004   0.4319900000E-004
  -0.1417211102E+001   0.3398588656E-004   0.3956931460E-004   0.9071369694E+000   0.3746500000E-004   0.4362000000E-004
  -0.1413536171E+001   0.3415202018E-004   0.3994301884E-004   0.9068272265E+000   0.3766100000E-004   0.4404700000E-004
  -0.1409861240E+001   0.3431614313E-004   0.4032090160E-004   0.9065154703E+000   0.3785500000E-004   0.4447900000E-004
  -0.1406186309E+001   0.3447825539E-004   0.4070386094E-004   0.9062016818E+000   0.3804700000E-004   0.4491700000E-004
  -0.1402511378E+001   0.3463745104E-004   0.4109188766E-004   0.9058858416E+000   0.3823600000E-004   0.4536100000E-004
  -0.1398836447E+001   0.3479463658E-004   0.4148497245E-004   0.9055679302E+000   0.3842300000E-004   0.4581100000E-004
  -0.1395161516E+001   0.3494981200E-004   0.4188220063E-004   0.9052479278E+000   0.3860800000E-004   0.4626600000E-004
  -0.1391486585E+001   0.3510116741E-004   0.4228537345E-004   0.9049258143E+000   0.3878900000E-004   0.4672800000E-004
  -0.1387811654E+001   0.3525051396E-004   0.4269357567E-004   0.9046015694E+000   0.3896800000E-004   0.4719600000E-004
  -0.1384136723E+001   0.3539604308E-004   0.4310679748E-004   0.9042751726E+000   0.3914300000E-004   0.4767000000E-004
  -0.1380461793E+001   0.3553956465E-004   0.4352502894E-004   0.9039466031E+000   0.3931600000E-004   0.4815000000E-004
  -0.1376786862E+001   0.3567927143E-004   0.4394916360E-004   0.9036158398E+000   0.3948500000E-004   0.4863700000E-004
  -0.1373111931E+001   0.3581606874E-004   0.4437738370E-004   0.9032828614E+000   0.3965100000E-004   0.4912900000E-004
  -0.1369437000E+001   0.3594905464E-004   0.4481238874E-004   0.9029476463E+000   0.3981300000E-004   0.4962900000E-004
  -0.1365762069E+001   0.3607823121E-004   0.4525145840E-004   0.9026101727E+000   0.3997100000E-004   0.5013400000E-004
  -0.1362087138E+001   0.3620450281E-004   0.4569638761E-004   0.9022704184E+000   0.4012600000E-004   0.5064600000E-004
  -0.1358412207E+001   0.3632606667E-004   0.4614716459E-004   0.9019283610E+000   0.4027600000E-004   0.5116500000E-004
  -0.1354737276E+001   0.3644382755E-004   0.4660287581E-004   0.9015839777E+000   0.4042200000E-004   0.5169000000E-004
  -0.1351062345E+001   0.3655778764E-004   0.4706351021E-004   0.9012372457E+000   0.4056400000E-004   0.5222100000E-004
