 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    2.0000000000000000E-002  eV
 efermi =   -9.5813281099999994       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1454586457E+001   0.9341217312E-003   0.7001813854E-004   0.9997877934E+000   0.9343200000E-003   0.7003300000E-004
  -0.1450911526E+001   0.1271629192E-002   0.6656782361E-004   0.9997870837E+000   0.1271900000E-002   0.6658200000E-004
  -0.1447236595E+001   0.1591359964E-002   0.6330947226E-004   0.9997863692E+000   0.1591700000E-002   0.6332300000E-004
  -0.1443561664E+001   0.1894193892E-002   0.6023108670E-004   0.9997856499E+000   0.1894600000E-002   0.6024400000E-004
  -0.1439886733E+001   0.2180930837E-002   0.5732566807E-004   0.9997849258E+000   0.2181400000E-002   0.5733800000E-004
  -0.1436211803E+001   0.2452770570E-002   0.5458421800E-004   0.9997841967E+000   0.2453300000E-002   0.5459600000E-004
  -0.1432536872E+001   0.2710412967E-002   0.5199373898E-004   0.9997834627E+000   0.2711000000E-002   0.5200500000E-004
  -0.1428861941E+001   0.2954457927E-002   0.4955323092E-004   0.9997827237E+000   0.2955100000E-002   0.4956400000E-004
  -0.1425187010E+001   0.3186005234E-002   0.4724669701E-004   0.9997819796E+000   0.3186700000E-002   0.4725700000E-004
  -0.1421512079E+001   0.3405654783E-002   0.4507213743E-004   0.9997812304E+000   0.3406400000E-002   0.4508200000E-004
  -0.1417837148E+001   0.3614006465E-002   0.4302055388E-004   0.9997804760E+000   0.3614800000E-002   0.4303000000E-004
  -0.1414162217E+001   0.3811760147E-002   0.4108494766E-004   0.9997797164E+000   0.3812600000E-002   0.4109400000E-004
  -0.1410487286E+001   0.3999415740E-002   0.3926031965E-004   0.9997789515E+000   0.4000300000E-002   0.3926900000E-004
  -0.1406812355E+001   0.4177773086E-002   0.3753967115E-004   0.9997781813E+000   0.4178700000E-002   0.3754800000E-004
  -0.1403137424E+001   0.4347132138E-002   0.3591700330E-004   0.9997774057E+000   0.4348100000E-002   0.3592500000E-004
  -0.1399462494E+001   0.4508192756E-002   0.3438731701E-004   0.9997766247E+000   0.4509200000E-002   0.3439500000E-004
  -0.1395787563E+001   0.4661354868E-002   0.3294661297E-004   0.9997758381E+000   0.4662400000E-002   0.3295400000E-004
  -0.1392112632E+001   0.4807018399E-002   0.3158789258E-004   0.9997750461E+000   0.4808100000E-002   0.3159500000E-004
  -0.1388437701E+001   0.4945683252E-002   0.3030815634E-004   0.9997742483E+000   0.4946800000E-002   0.3031500000E-004
  -0.1384762770E+001   0.5077749350E-002   0.2910340498E-004   0.9997734450E+000   0.5078900000E-002   0.2911000000E-004
  -0.1381087839E+001   0.5203616615E-002   0.2796763971E-004   0.9997726358E+000   0.5204800000E-002   0.2797400000E-004
  -0.1377412908E+001   0.5323684969E-002   0.2689886084E-004   0.9997718209E+000   0.5324900000E-002   0.2690500000E-004
  -0.1373737977E+001   0.5438154378E-002   0.2589206936E-004   0.9997710001E+000   0.5439400000E-002   0.2589800000E-004
  -0.1370063046E+001   0.5547424761E-002   0.2494526560E-004   0.9997701734E+000   0.5548700000E-002   0.2495100000E-004
  -0.1366388115E+001   0.5651896037E-002   0.2405345057E-004   0.9997693407E+000   0.5653200000E-002   0.2405900000E-004
  -0.1362713185E+001   0.5751668192E-002   0.2321462462E-004   0.9997685019E+000   0.5753000000E-002   0.2322000000E-004
  -0.1359038254E+001   0.5847241119E-002   0.2242578832E-004   0.9997676571E+000   0.5848600000E-002   0.2243100000E-004
  -0.1355363323E+001   0.5938614828E-002   0.2168394226E-004   0.9997668060E+000   0.5940000000E-002   0.2168900000E-004
  -0.1351688392E+001   0.6026289209E-002   0.2098608703E-004   0.9997659487E+000   0.6027700000E-002   0.2099100000E-004
  -0.1348013461E+001   0.6110264270E-002   0.2033022300E-004   0.9997650850E+000   0.6111700000E-002   0.2033500000E-004
  -0.1344338530E+001   0.6190939925E-002   0.1971335079E-004   0.9997642149E+000   0.6192400000E-002   0.1971800000E-004
  -0.1340663599E+001   0.6268316179E-002   0.1913447053E-004   0.9997633384E+000   0.6269800000E-002   0.1913900000E-004
  -0.1336988668E+001   0.6342792945E-002   0.1859058286E-004   0.9997624554E+000   0.6344300000E-002   0.1859500000E-004
  -0.1333313737E+001   0.6414470205E-002   0.1808068792E-004   0.9997615657E+000   0.6416000000E-002   0.1808500000E-004
  -0.1329638806E+001   0.6483547917E-002   0.1760078658E-004   0.9997606693E+000   0.6485100000E-002   0.1760500000E-004
  -0.1325963876E+001   0.6550126060E-002   0.1715087879E-004   0.9997597662E+000   0.6551700000E-002   0.1715500000E-004
  -0.1322288945E+001   0.6614404593E-002   0.1672896494E-004   0.9997588562E+000   0.6616000000E-002   0.1673300000E-004
  -0.1318614014E+001   0.6676483494E-002   0.1633404521E-004   0.9997579393E+000   0.6678100000E-002   0.1633800000E-004
  -0.1314939083E+001   0.6736462745E-002   0.1596312026E-004   0.9997570154E+000   0.6738100000E-002   0.1596700000E-004
  -0.1311264152E+001   0.6794642277E-002   0.1561519028E-004   0.9997560844E+000   0.6796300000E-002   0.1561900000E-004
  -0.1307589221E+001   0.6850922115E-002   0.1529025521E-004   0.9997551463E+000   0.6852600000E-002   0.1529400000E-004
  -0.1303914290E+001   0.6905602192E-002   0.1498531572E-004   0.9997542009E+000   0.6907300000E-002   0.1498900000E-004
  -0.1300239359E+001   0.6958682509E-002   0.1470037176E-004   0.9997532482E+000   0.6960400000E-002   0.1470400000E-004
  -0.1296564428E+001   0.7010263044E-002   0.1443442354E-004   0.9997522881E+000   0.7012000000E-002   0.1443800000E-004
  -0.1292889497E+001   0.7060443775E-002   0.1418447173E-004   0.9997513205E+000   0.7062200000E-002   0.1418800000E-004
  -0.1289214567E+001   0.7109424655E-002   0.1395251582E-004   0.9997503452E+000   0.7111200000E-002   0.1395600000E-004
  -0.1285539636E+001   0.7157105710E-002   0.1373555649E-004   0.9997493623E+000   0.7158900000E-002   0.1373900000E-004
