# Once                                                             FEFF 10.0.0
# POT  SCF  30  3.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z= 3 Rmt= 1.156 Rnm= 1.241 K  shell
# Pot 1 Z= 3 Rmt= 1.156 Rnm= 1.241
# Pot 2 Z= 3 Rmt= 1.167 Rnm= 1.232
# Pot 3 Z=29 Rmt= 1.114 Rnm= 1.234
# Pot 4 Z= 8 Rmt= 1.023 Rnm= 1.112
# Pot 5 Z= 8 Rmt= 1.034 Rnm= 1.096
# Gam_ch=3.603E-02 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-9.581E+00eV kf=2.045E+00 Vint=-1.767E+01eV Rs_int= 1.774
#  -----------------------------------------------------------------------
#   0.99094E+00  0.38951E+00  0.75173E+00 -0.3521072E+00  0.2155832E+01 method to calculate xsect
#   3.6030000E-02    351    301
#       em              xsnorm            xsec  
 -0.395813281E+02  0.20000E-01  0.10945E+01  0.93432E-03  0.70033E-04
 -0.394813281E+02  0.20000E-01  0.10523E+01  0.12719E-02  0.66582E-04
 -0.393813281E+02  0.20000E-01  0.10118E+01  0.15917E-02  0.63323E-04
 -0.392813281E+02  0.20000E-01  0.97306E+00  0.18946E-02  0.60244E-04
 -0.391813281E+02  0.20000E-01  0.93589E+00  0.21814E-02  0.57338E-04
 -0.390813281E+02  0.20000E-01  0.90027E+00  0.24533E-02  0.54596E-04
 -0.389813281E+02  0.20000E-01  0.86612E+00  0.27110E-02  0.52005E-04
 -0.388813281E+02  0.20000E-01  0.83340E+00  0.29551E-02  0.49564E-04
 -0.387813281E+02  0.20000E-01  0.80202E+00  0.31867E-02  0.47257E-04
 -0.386813281E+02  0.20000E-01  0.77195E+00  0.34064E-02  0.45082E-04
 -0.385813281E+02  0.20000E-01  0.74311E+00  0.36148E-02  0.43030E-04
 -0.384813281E+02  0.20000E-01  0.71546E+00  0.38126E-02  0.41094E-04
 -0.383813281E+02  0.20000E-01  0.68894E+00  0.40003E-02  0.39269E-04
 -0.382813281E+02  0.20000E-01  0.66351E+00  0.41787E-02  0.37548E-04
 -0.381813281E+02  0.20000E-01  0.63912E+00  0.43481E-02  0.35925E-04
 -0.380813281E+02  0.20000E-01  0.61573E+00  0.45092E-02  0.34395E-04
 -0.379813281E+02  0.20000E-01  0.59329E+00  0.46624E-02  0.32954E-04
 -0.378813281E+02  0.20000E-01  0.57177E+00  0.48081E-02  0.31595E-04
 -0.377813281E+02  0.20000E-01  0.55111E+00  0.49468E-02  0.30315E-04
 -0.376813281E+02  0.20000E-01  0.53129E+00  0.50789E-02  0.29110E-04
 -0.375813281E+02  0.20000E-01  0.51228E+00  0.52048E-02  0.27974E-04
 -0.374813281E+02  0.20000E-01  0.49402E+00  0.53249E-02  0.26905E-04
 -0.373813281E+02  0.20000E-01  0.47650E+00  0.54394E-02  0.25898E-04
 -0.372813281E+02  0.20000E-01  0.45969E+00  0.55487E-02  0.24951E-04
 -0.371813281E+02  0.20000E-01  0.44354E+00  0.56532E-02  0.24059E-04
 -0.370813281E+02  0.20000E-01  0.42804E+00  0.57530E-02  0.23220E-04
 -0.369813281E+02  0.20000E-01  0.41316E+00  0.58486E-02  0.22431E-04
 -0.368813281E+02  0.20000E-01  0.39886E+00  0.59400E-02  0.21689E-04
 -0.367813281E+02  0.20000E-01  0.38513E+00  0.60277E-02  0.20991E-04
 -0.366813281E+02  0.20000E-01  0.37194E+00  0.61117E-02  0.20335E-04
 -0.365813281E+02  0.20000E-01  0.35927E+00  0.61924E-02  0.19718E-04
 -0.364813281E+02  0.20000E-01  0.34710E+00  0.62698E-02  0.19139E-04
 -0.363813281E+02  0.20000E-01  0.33540E+00  0.63443E-02  0.18595E-04
 -0.362813281E+02  0.20000E-01  0.32416E+00  0.64160E-02  0.18085E-04
 -0.361813281E+02  0.20000E-01  0.31335E+00  0.64851E-02  0.17605E-04
 -0.360813281E+02  0.20000E-01  0.30296E+00  0.65517E-02  0.17155E-04
 -0.359813281E+02  0.20000E-01  0.29298E+00  0.66160E-02  0.16733E-04
 -0.358813281E+02  0.20000E-01  0.28337E+00  0.66781E-02  0.16338E-04
 -0.357813281E+02  0.20000E-01  0.27413E+00  0.67381E-02  0.15967E-04
 -0.356813281E+02  0.20000E-01  0.26525E+00  0.67963E-02  0.15619E-04
 -0.355813281E+02  0.20000E-01  0.25670E+00  0.68526E-02  0.15294E-04
 -0.354813281E+02  0.20000E-01  0.24848E+00  0.69073E-02  0.14989E-04
 -0.353813281E+02  0.20000E-01  0.24057E+00  0.69604E-02  0.14704E-04
 -0.352813281E+02  0.20000E-01  0.23295E+00  0.70120E-02  0.14438E-04
 -0.351813281E+02  0.20000E-01  0.22562E+00  0.70622E-02  0.14188E-04
 -0.350813281E+02  0.20000E-01  0.21857E+00  0.71112E-02  0.13956E-04
 -0.349813281E+02  0.20000E-01  0.21177E+00  0.71589E-02  0.13739E-04
 -0.348813281E+02  0.20000E-01  0.20523E+00  0.72056E-02  0.13536E-04
 -0.347813281E+02  0.20000E-01  0.19893E+00  0.72511E-02  0.13347E-04
 -0.346813281E+02  0.20000E-01  0.19286E+00  0.72957E-02  0.13171E-04
 -0.345813281E+02  0.20000E-01  0.18701E+00  0.73394E-02  0.13008E-04
 -0.344813281E+02  0.20000E-01  0.18137E+00  0.73822E-02  0.12855E-04
 -0.343813281E+02  0.20000E-01  0.17594E+00  0.74243E-02  0.12714E-04
 -0.342813281E+02  0.20000E-01  0.17070E+00  0.74655E-02  0.12583E-04
 -0.341813281E+02  0.20000E-01  0.16565E+00  0.75061E-02  0.12462E-04
 -0.340813281E+02  0.20000E-01  0.16078E+00  0.75461E-02  0.12350E-04
 -0.339813281E+02  0.20000E-01  0.15608E+00  0.75855E-02  0.12246E-04
 -0.338813281E+02  0.20000E-01  0.15155E+00  0.76243E-02  0.12150E-04
 -0.337813281E+02  0.20000E-01  0.14718E+00  0.76626E-02  0.12062E-04
 -0.336813281E+02  0.20000E-01  0.14296E+00  0.77005E-02  0.11981E-04
 -0.335813281E+02  0.20000E-01  0.13888E+00  0.77379E-02  0.11907E-04
 -0.334813281E+02  0.20000E-01  0.13495E+00  0.77749E-02  0.11839E-04
 -0.333813281E+02  0.20000E-01  0.13115E+00  0.78116E-02  0.11778E-04
 -0.332813281E+02  0.20000E-01  0.12749E+00  0.78479E-02  0.11722E-04
 -0.331813281E+02  0.20000E-01  0.12394E+00  0.78839E-02  0.11671E-04
 -0.330813281E+02  0.20000E-01  0.12052E+00  0.79196E-02  0.11626E-04
 -0.329813281E+02  0.20000E-01  0.11721E+00  0.79551E-02  0.11585E-04
 -0.328813281E+02  0.20000E-01  0.11402E+00  0.79904E-02  0.11548E-04
 -0.327813281E+02  0.20000E-01  0.11093E+00  0.80254E-02  0.11516E-04
 -0.326813281E+02  0.20000E-01  0.10794E+00  0.80603E-02  0.11488E-04
 -0.325813281E+02  0.20000E-01  0.10505E+00  0.80950E-02  0.11464E-04
 -0.324813281E+02  0.20000E-01  0.10225E+00  0.81295E-02  0.11443E-04
 -0.323813281E+02  0.20000E-01  0.99544E-01  0.81639E-02  0.11426E-04
 -0.322813281E+02  0.20000E-01  0.96925E-01  0.81983E-02  0.11412E-04
 -0.321813281E+02  0.20000E-01  0.94390E-01  0.82325E-02  0.11401E-04
 -0.320813281E+02  0.20000E-01  0.91936E-01  0.82666E-02  0.11393E-04
 -0.319813281E+02  0.20000E-01  0.89559E-01  0.83007E-02  0.11387E-04
 -0.318813281E+02  0.20000E-01  0.87257E-01  0.83347E-02  0.11385E-04
 -0.317813281E+02  0.20000E-01  0.85026E-01  0.83687E-02  0.11384E-04
 -0.316813281E+02  0.20000E-01  0.82865E-01  0.84026E-02  0.11386E-04
 -0.315813281E+02  0.20000E-01  0.80769E-01  0.84366E-02  0.11390E-04
 -0.314813281E+02  0.20000E-01  0.78738E-01  0.84705E-02  0.11397E-04
 -0.313813281E+02  0.20000E-01  0.76768E-01  0.85045E-02  0.11405E-04
 -0.312813281E+02  0.20000E-01  0.74858E-01  0.85384E-02  0.11415E-04
 -0.311813281E+02  0.20000E-01  0.73004E-01  0.85724E-02  0.11427E-04
 -0.310813281E+02  0.20000E-01  0.71205E-01  0.86065E-02  0.11441E-04
 -0.309813281E+02  0.20000E-01  0.69459E-01  0.86405E-02  0.11457E-04
 -0.308813281E+02  0.20000E-01  0.67764E-01  0.86746E-02  0.11474E-04
 -0.307813281E+02  0.20000E-01  0.66119E-01  0.87088E-02  0.11492E-04
 -0.306813281E+02  0.20000E-01  0.64520E-01  0.87431E-02  0.11512E-04
 -0.305813281E+02  0.20000E-01  0.62967E-01  0.87774E-02  0.11534E-04
 -0.304813281E+02  0.20000E-01  0.61458E-01  0.88118E-02  0.11557E-04
 -0.303813281E+02  0.20000E-01  0.59991E-01  0.88463E-02  0.11581E-04
 -0.302813281E+02  0.20000E-01  0.58565E-01  0.88809E-02  0.11606E-04
 -0.301813281E+02  0.20000E-01  0.57178E-01  0.89156E-02  0.11633E-04
 -0.300813281E+02  0.20000E-01  0.55829E-01  0.89504E-02  0.11661E-04
 -0.299813281E+02  0.20000E-01  0.54517E-01  0.89853E-02  0.11690E-04
 -0.298813281E+02  0.20000E-01  0.53240E-01  0.90203E-02  0.11720E-04
 -0.297813281E+02  0.20000E-01  0.51997E-01  0.90555E-02  0.11751E-04
 -0.296813281E+02  0.20000E-01  0.50787E-01  0.90907E-02  0.11783E-04
 -0.295813281E+02  0.20000E-01  0.49609E-01  0.91261E-02  0.11817E-04
 -0.294813281E+02  0.20000E-01  0.48461E-01  0.91617E-02  0.11851E-04
 -0.293813281E+02  0.20000E-01  0.47343E-01  0.91974E-02  0.11886E-04
 -0.292813281E+02  0.20000E-01  0.46253E-01  0.92332E-02  0.11923E-04
 -0.291813281E+02  0.20000E-01  0.45192E-01  0.92692E-02  0.11960E-04
 -0.290813281E+02  0.20000E-01  0.44156E-01  0.93054E-02  0.11998E-04
 -0.289813281E+02  0.20000E-01  0.43147E-01  0.93417E-02  0.12037E-04
 -0.288813281E+02  0.20000E-01  0.42162E-01  0.93782E-02  0.12078E-04
 -0.287813281E+02  0.20000E-01  0.41201E-01  0.94148E-02  0.12119E-04
 -0.286813281E+02  0.20000E-01  0.40264E-01  0.94516E-02  0.12161E-04
 -0.285813281E+02  0.20000E-01  0.39349E-01  0.94886E-02  0.12204E-04
 -0.284813281E+02  0.20000E-01  0.38456E-01  0.95258E-02  0.12247E-04
 -0.283813281E+02  0.20000E-01  0.37583E-01  0.95632E-02  0.12292E-04
 -0.282813281E+02  0.20000E-01  0.36731E-01  0.96008E-02  0.12338E-04
 -0.281813281E+02  0.20000E-01  0.35899E-01  0.96385E-02  0.12384E-04
 -0.280813281E+02  0.20000E-01  0.35086E-01  0.96765E-02  0.12432E-04
 -0.279813281E+02  0.20000E-01  0.34291E-01  0.97147E-02  0.12480E-04
 -0.278813281E+02  0.20000E-01  0.33515E-01  0.97530E-02  0.12529E-04
 -0.277813281E+02  0.20000E-01  0.32755E-01  0.97916E-02  0.12579E-04
 -0.276813281E+02  0.20000E-01  0.32012E-01  0.98304E-02  0.12630E-04
 -0.275813281E+02  0.20000E-01  0.31286E-01  0.98695E-02  0.12682E-04
 -0.274813281E+02  0.20000E-01  0.30575E-01  0.99087E-02  0.12735E-04
 -0.273813281E+02  0.20000E-01  0.29880E-01  0.99482E-02  0.12789E-04
