 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    7.7929999999999999E-002  eV
 efermi =   -5.7042440699999997       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1312106299E+001   0.6621920061E-002   0.1428517837E-004   0.9991731389E+000   0.6627400000E-002   0.1429700000E-004
  -0.1308431368E+001   0.6638987547E-002   0.1437806167E-004   0.9991703735E+000   0.6644500000E-002   0.1439000000E-004
  -0.1304756437E+001   0.6656154731E-002   0.1447194337E-004   0.9991675895E+000   0.6661700000E-002   0.1448400000E-004
  -0.1301081506E+001   0.6673421611E-002   0.1456682343E-004   0.9991647868E+000   0.6679000000E-002   0.1457900000E-004
  -0.1297406576E+001   0.6690788183E-002   0.1466370100E-004   0.9991619651E+000   0.6696400000E-002   0.1467600000E-004
  -0.1293731645E+001   0.6708354361E-002   0.1476057774E-004   0.9991591243E+000   0.6714000000E-002   0.1477300000E-004
  -0.1290056714E+001   0.6726020224E-002   0.1485945196E-004   0.9991562642E+000   0.6731700000E-002   0.1487200000E-004
  -0.1286381783E+001   0.6743785769E-002   0.1495832532E-004   0.9991533846E+000   0.6749500000E-002   0.1497100000E-004
  -0.1282706852E+001   0.6761650994E-002   0.1505919611E-004   0.9991504853E+000   0.6767400000E-002   0.1507200000E-004
  -0.1279031921E+001   0.6779615894E-002   0.1516106517E-004   0.9991475660E+000   0.6785400000E-002   0.1517400000E-004
  -0.1275356990E+001   0.6797780381E-002   0.1526393246E-004   0.9991446266E+000   0.6803600000E-002   0.1527700000E-004
  -0.1271682059E+001   0.6816044537E-002   0.1536779798E-004   0.9991416668E+000   0.6821900000E-002   0.1538100000E-004
  -0.1268007128E+001   0.6834408357E-002   0.1547366084E-004   0.9991386865E+000   0.6840300000E-002   0.1548700000E-004
  -0.1264332197E+001   0.6852971753E-002   0.1558052188E-004   0.9991356854E+000   0.6858900000E-002   0.1559400000E-004
  -0.1260657267E+001   0.6871634805E-002   0.1568838108E-004   0.9991326634E+000   0.6877600000E-002   0.1570200000E-004
  -0.1256982336E+001   0.6890497425E-002   0.1579723842E-004   0.9991296201E+000   0.6896500000E-002   0.1581100000E-004
  -0.1253307405E+001   0.6909359781E-002   0.1590809301E-004   0.9991265554E+000   0.6915400000E-002   0.1592200000E-004
  -0.1249632474E+001   0.6928421696E-002   0.1601994570E-004   0.9991234690E+000   0.6934500000E-002   0.1603400000E-004
  -0.1245957543E+001   0.6947683165E-002   0.1613279647E-004   0.9991203608E+000   0.6953800000E-002   0.1614700000E-004
