natx =      521
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      1.53782      0.78644     -0.23930   6      1.74375
     -1.04421      1.33176     -0.42284   3      1.74435
     -0.03306     -0.67147     -1.81958  10      1.93980
     -0.03306      0.53941      1.86515  11      1.94187
     -1.53376     -1.14126      0.36441   5      1.94620
      0.97933     -1.63213      0.50512   4      1.96929
      0.97808      1.33176     -3.21632   3      3.61593
     -0.06613      0.00000     -3.63916   1      3.63976
      2.60017     -1.96286     -1.66116   7      3.65694
     -1.04546     -3.52077     -0.45955   4      3.70135
      2.68650     -2.55890      0.18833   2      3.71493
     -0.06613      0.00000      3.73030   1      3.73089
      3.52471     -1.10348      0.64643   9      3.74955
     -1.04546     -1.63213      3.22518   4      3.76280
      0.97808      3.62482      0.46841   3      3.78357
     -2.75262     -2.59400     -0.14276   2      3.78499
     -1.60395      0.78644     -3.39986   6      3.84059
      1.46763     -1.14126      3.36589   5      3.84521
     -2.66630     -1.96286     -1.97800   7      3.85674
     -3.34306      1.45868      1.52620   8      3.95387
      3.27693      1.45868      2.20410   8      4.21000
     -3.86535      1.00532     -1.37658   9      4.22452
      1.46763     -4.01164     -0.31884   5      4.28355
     -1.60395      0.78644      3.96961   6      4.35303
     -4.11313     -1.55684      0.18109   8      4.40164
      1.46763     -1.14126     -4.00357   5      4.41418
      0.97808      1.33176      4.15314   3      4.46977
     -1.60395      4.17013      0.28487   6      4.47703
     -2.66630     -3.19004      1.70673   7      4.49427
      3.79923      1.00532     -2.26258   9      4.53476
     -1.04546     -1.63213     -4.14428   4      4.57514
      2.60017     -3.19004      2.02357   7      4.58608
     -0.03306      4.41716     -1.81958  11      4.77737
      0.97933     -3.52077     -3.17961   4      4.84405
     -0.03306     -4.48143      1.86515  10      4.85418
     -3.59084     -1.10348      3.08388   9      4.86026
     -0.06613      4.95658      0.04557   1      4.95723
     -1.04421      3.62482      3.26189   3      4.98694
      3.27693      3.49790     -1.48063   8      5.01656
      4.72377      1.86470      0.04501   7      5.07869
      2.68650     -2.59400     -3.49641   2      5.11576
     -0.06613     -5.15290      0.04557   1      5.15353
     -2.75262     -2.55890      3.54198   2      5.16435
     -3.34306      3.49790     -2.15853   8      5.29817
     -2.75262     -2.55890     -3.82749   2      5.36419
      2.68650     -2.59400      3.87306   2      5.38021
      4.04701     -3.59606     -0.13552   8      5.41556
     -1.53376     -4.01164     -3.32032   5      5.42865
     -3.59084     -4.04942     -0.60086   9      5.44545
     -0.03306      0.53941     -5.50431  11      5.53078
      4.63744      2.46074     -1.80448   2      5.55133
      0.97933     -3.52077      4.18985   4      5.55965
     -1.04421      3.62482     -4.10757   3      5.57690
     -0.03306     -0.67147      5.54988  10      5.59045
      4.63744      2.49584      1.88025   2      5.59200
