# Once                                                             FEFF 10.0.0
# POT  SCF  30  3.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=33 Rmt= 1.405 Rnm= 1.472 K  shell
# Pot 1 Z= 3 Rmt= 1.233 Rnm= 1.254
# Pot 2 Z=26 Rmt= 1.381 Rnm= 1.449
# Pot 3 Z=33 Rmt= 1.405 Rnm= 1.472
# Gam_ch=2.507E+00 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-1.201E+01eV kf=2.011E+00 Vint=-2.082E+01eV Rs_int= 1.804
#  -----------------------------------------------------------------------
#   0.90227E+00  0.29012E+01  0.71362E+00 -0.4413232E+00  0.4364741E+03 method to calculate xsect
#   2.5065600E+00    351    301
#       em              xsnorm            xsec  
 -0.420090205E+02  0.12533E+01  0.47124E-04 -0.88387E-04  0.73197E-05
 -0.419090205E+02  0.12533E+01  0.47274E-04 -0.87803E-04  0.73333E-05
 -0.418090205E+02  0.12533E+01  0.47424E-04 -0.87217E-04  0.73472E-05
 -0.417090205E+02  0.12533E+01  0.47575E-04 -0.86630E-04  0.73613E-05
 -0.416090205E+02  0.12533E+01  0.47727E-04 -0.86043E-04  0.73755E-05
 -0.415090205E+02  0.12533E+01  0.47879E-04 -0.85454E-04  0.73900E-05
 -0.414090205E+02  0.12533E+01  0.48031E-04 -0.84864E-04  0.74048E-05
 -0.413090205E+02  0.12533E+01  0.48185E-04 -0.84273E-04  0.74197E-05
 -0.412090205E+02  0.12533E+01  0.48338E-04 -0.83680E-04  0.74349E-05
 -0.411090205E+02  0.12533E+01  0.48493E-04 -0.83086E-04  0.74503E-05
 -0.410090205E+02  0.12533E+01  0.48647E-04 -0.82492E-04  0.74659E-05
 -0.409090205E+02  0.12533E+01  0.48803E-04 -0.81895E-04  0.74818E-05
 -0.408090205E+02  0.12533E+01  0.48959E-04 -0.81298E-04  0.74979E-05
 -0.407090205E+02  0.12533E+01  0.49115E-04 -0.80699E-04  0.75142E-05
 -0.406090205E+02  0.12533E+01  0.49272E-04 -0.80100E-04  0.75308E-05
 -0.405090205E+02  0.12533E+01  0.49429E-04 -0.79498E-04  0.75476E-05
 -0.404090205E+02  0.12533E+01  0.49587E-04 -0.78896E-04  0.75647E-05
 -0.403090205E+02  0.12533E+01  0.49746E-04 -0.78292E-04  0.75820E-05
 -0.402090205E+02  0.12533E+01  0.49905E-04 -0.77687E-04  0.75996E-05
 -0.401090205E+02  0.12533E+01  0.50064E-04 -0.77080E-04  0.76174E-05
 -0.400090205E+02  0.12533E+01  0.50225E-04 -0.76472E-04  0.76355E-05
 -0.399090205E+02  0.12533E+01  0.50385E-04 -0.75862E-04  0.76539E-05
 -0.398090205E+02  0.12533E+01  0.50546E-04 -0.75251E-04  0.76725E-05
 -0.397090205E+02  0.12533E+01  0.50708E-04 -0.74639E-04  0.76914E-05
 -0.396090205E+02  0.12533E+01  0.50870E-04 -0.74025E-04  0.77106E-05
 -0.395090205E+02  0.12533E+01  0.51033E-04 -0.73409E-04  0.77300E-05
 -0.394090205E+02  0.12533E+01  0.51196E-04 -0.72792E-04  0.77498E-05
 -0.393090205E+02  0.12533E+01  0.51359E-04 -0.72174E-04  0.77698E-05
 -0.392090205E+02  0.12533E+01  0.51523E-04 -0.71553E-04  0.77901E-05
 -0.391090205E+02  0.12533E+01  0.51688E-04 -0.70932E-04  0.78107E-05
 -0.390090205E+02  0.12533E+01  0.51853E-04 -0.70308E-04  0.78316E-05
 -0.389090205E+02  0.12533E+01  0.52019E-04 -0.69683E-04  0.78528E-05
 -0.388090205E+02  0.12533E+01  0.52185E-04 -0.69056E-04  0.78744E-05
 -0.387090205E+02  0.12533E+01  0.52351E-04 -0.68428E-04  0.78962E-05
 -0.386090205E+02  0.12533E+01  0.52518E-04 -0.67798E-04  0.79184E-05
 -0.385090205E+02  0.12533E+01  0.52685E-04 -0.67166E-04  0.79409E-05
 -0.384090205E+02  0.12533E+01  0.52853E-04 -0.66532E-04  0.79637E-05
 -0.383090205E+02  0.12533E+01  0.53022E-04 -0.65897E-04  0.79868E-05
 -0.382090205E+02  0.12533E+01  0.53190E-04 -0.65259E-04  0.80103E-05
 -0.381090205E+02  0.12533E+01  0.53359E-04 -0.64620E-04  0.80341E-05
 -0.380090205E+02  0.12533E+01  0.53529E-04 -0.63979E-04  0.80583E-05
 -0.379090205E+02  0.12533E+01  0.53699E-04 -0.63336E-04  0.80828E-05
