natx =      607
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      0.00000     -2.05226     -0.26648   3      2.06949
     -0.00000      2.05226      0.26648   3      2.06949
     -1.35816     -0.22195      1.58419   4      2.09845
     -1.35816      0.22195     -1.58419   4      2.09845
      1.35816     -0.22195      1.58419   4      2.09845
      1.35816      0.22195     -1.58419   4      2.09845
      0.00000      0.00000     -3.16837   1      3.16837
      0.00000      0.00000      3.16837   1      3.16837
     -2.74319     -1.17773      1.58419   2      3.37961
     -2.74319      1.17773     -1.58419   2      3.37961
      2.74319     -1.17773      1.58419   2      3.37961
      2.74319      1.17773     -1.58419   2      3.37961
      0.00000     -2.98631     -1.58419   2      3.38048
     -0.00000      2.98631      1.58419   2      3.38048
     -2.74319     -2.11177      0.26648   3      3.47213
     -2.74319      2.11177     -0.26648   3      3.47213
      2.74319     -2.11177      0.26648   3      3.47213
      2.74319      2.11177     -0.26648   3      3.47213
      0.00000     -2.05226     -2.90189   3      3.55426
     -0.00000      2.05226      2.90189   3      3.55426
      0.00000     -2.05226      3.43486   3      4.00125
     -0.00000      2.05226     -3.43486   3      4.00125
     -4.12822     -0.22195      1.58419   4      4.42731
      4.12822      0.22195     -1.58419   4      4.42731
     -4.12822      0.22195     -1.58419   4      4.42731
      4.12822     -0.22195      1.58419   4      4.42731
     -1.38503     -3.94208     -1.58419   4      4.46856
      1.38503      3.94208      1.58419   4      4.46856
     -1.38503      3.94208      1.58419   4      4.46856
      1.38503     -3.94208     -1.58419   4      4.46856
     -2.74319     -2.11177      2.90189   3      4.51726
      2.74319      2.11177     -2.90189   3      4.51726
     -2.74319      2.11177     -2.90189   3      4.51726
      2.74319     -2.11177      2.90189   3      4.51726
     -1.38503     -4.38599      1.58419   4      4.86466
     -1.38503      4.38599     -1.58419   4      4.86466
      1.38503     -4.38599      1.58419   4      4.86466
      1.38503      4.38599     -1.58419   4      4.86466
     -2.74319     -2.11177     -3.43486   3      4.87677
     -2.74319      2.11177      3.43486   3      4.87677
      2.74319     -2.11177     -3.43486   3      4.87677
      2.74319      2.11177      3.43486   3      4.87677
     -1.35816      0.22195      4.75256   4      4.94780
      1.35816     -0.22195     -4.75256   4      4.94780
     -1.35816     -0.22195     -4.75256   4      4.94780
      1.35816      0.22195      4.75256   4      4.94780
     -2.74319     -4.16404     -0.00000   1      4.98641
     -2.74319      4.16404      0.00000   1      4.98641
      2.74319     -4.16404     -0.00000   1      4.98641
      2.74319      4.16404      0.00000   1      4.98641
     -5.48638      0.00000     -0.00000   1      5.48638
      5.48638      0.00000      0.00000   1      5.48638
      0.00000     -5.34177      1.58419   2      5.57173
     -0.00000      5.34177     -1.58419   2      5.57173
     -2.74319      1.17773      4.75256   2      5.61239
      2.74319     -1.17773     -4.75256   2      5.61239
     -2.74319     -1.17773     -4.75256   2      5.61239
      2.74319      1.17773      4.75256   2      5.61239
      0.00000     -2.98631      4.75256   2      5.61292
     -0.00000      2.98631     -4.75256   2      5.61292
     -5.48638     -2.05226     -0.26648   3      5.86371
     -5.48638      2.05226      0.26648   3      5.86371
      5.48638     -2.05226     -0.26648   3      5.86371
      5.48638      2.05226      0.26648   3      5.86371
     -4.10135     -3.94208     -1.58419   4      5.90514
     -4.10135      3.94208      1.58419   4      5.90514
      4.10135     -3.94208     -1.58419   4      5.90514
      4.10135      3.94208      1.58419   4      5.90514
     -2.74319     -4.16404      3.16837   1      5.90787
      2.74319      4.16404     -3.16837   1      5.90787
     -2.74319     -4.16404     -3.16837   1      5.90787
     -2.74319      4.16404     -3.16837   1      5.90787
     -2.74319      4.16404      3.16837   1      5.90787
      2.74319     -4.16404     -3.16837   1      5.90787
      2.74319     -4.16404      3.16837   1      5.90787
      2.74319      4.16404      3.16837   1      5.90787
     -4.10135     -4.38599      1.58419   4      6.21029
     -4.10135      4.38599     -1.58419   4      6.21029
      4.10135     -4.38599      1.58419   4      6.21029
      4.10135      4.38599     -1.58419   4      6.21029
      0.00000     -6.27581      0.26648   3      6.28147
     -0.00000      6.27581     -0.26648   3      6.28147
     -4.12822      0.22195      4.75256   4      6.29907
      4.12822     -0.22195     -4.75256   4      6.29907
     -4.12822     -0.22195     -4.75256   4      6.29907
      4.12822      0.22195      4.75256   4      6.29907
     -1.38503     -3.94208      4.75256   4      6.32813
      1.38503      3.94208     -4.75256   4      6.32813
     -1.38503      3.94208     -4.75256   4      6.32813
      1.38503     -3.94208      4.75256   4      6.32813
     -5.48638      0.00000      3.16837   1      6.33553
      5.48638      0.00000     -3.16837   1      6.33553
     -5.48638      0.00000     -3.16837   1      6.33553
      5.48638      0.00000      3.16837   1      6.33553
      0.00000      0.00000     -6.33675   1      6.33675
      0.00000      0.00000      6.33675   1      6.33675
      0.00000     -2.05226      6.07026   3      6.40780
     -0.00000      2.05226     -6.07026   3      6.40780
     -5.48638     -2.98631     -1.58419   2      6.44422
     -5.48638      2.98631      1.58419   2      6.44422
      5.48638     -2.98631     -1.58419   2      6.44422
      5.48638      2.98631      1.58419   2      6.44422
     -5.48638      2.05226      2.90189   3      6.53706
      5.48638     -2.05226     -2.90189   3      6.53706
     -5.48638     -2.05226     -2.90189   3      6.53706
      5.48638      2.05226      2.90189   3      6.53706
     -1.38503     -4.38599     -4.75256   4      6.61378
     -1.38503      4.38599      4.75256   4      6.61378
      1.38503     -4.38599     -4.75256   4      6.61378
      1.38503      4.38599      4.75256   4      6.61378
     -5.48638     -2.05226      3.43486   3      6.79046
      5.48638      2.05226     -3.43486   3      6.79046
     -5.48638      2.05226     -3.43486   3      6.79046
      5.48638     -2.05226      3.43486   3      6.79046
     -2.74319     -6.21630     -0.26648   3      6.79989
     -2.74319      6.21630      0.26648   3      6.79989
      2.74319     -6.21630     -0.26648   3      6.79989
      2.74319      6.21630      0.26648   3      6.79989
      0.00000     -6.27581      2.90189   3      6.91425
     -0.00000      6.27581     -2.90189   3      6.91425
      0.00000     -2.05226     -6.60323   3      6.91480
     -0.00000      2.05226      6.60323   3      6.91480
     -2.74319     -2.11177     -6.07026   3      6.98805
     -2.74319      2.11177      6.07026   3      6.98805
      2.74319     -2.11177     -6.07026   3      6.98805
      2.74319      2.11177      6.07026   3      6.98805
     -6.84454     -0.22195      1.58419   4      7.02898
     -6.84454      0.22195     -1.58419   4      7.02898
      6.84454     -0.22195      1.58419   4      7.02898
      6.84454      0.22195     -1.58419   4      7.02898
      0.00000     -5.34177     -4.75256   2      7.14992
     -0.00000      5.34177      4.75256   2      7.14992
      0.00000     -6.27581     -3.43486   3      7.15430
     -0.00000      6.27581      3.43486   3      7.15430
     -2.74319     -6.21630     -2.90189   3      7.38840
     -2.74319      6.21630      2.90189   3      7.38840
      2.74319     -6.21630     -2.90189   3      7.38840
      2.74319      6.21630      2.90189   3      7.38840
     -4.10135     -3.94208      4.75256   4      7.41269
     -4.10135      3.94208     -4.75256   4      7.41269
      4.10135     -3.94208      4.75256   4      7.41269
      4.10135      3.94208     -4.75256   4      7.41269
     -2.74319     -2.11177      6.60323   3      7.45569
     -2.74319      2.11177     -6.60323   3      7.45569
      2.74319     -2.11177      6.60323   3      7.45569
      2.74319      2.11177     -6.60323   3      7.45569
     -2.74319     -6.21630      3.43486   3      7.61353
     -2.74319      6.21630     -3.43486   3      7.61353
      2.74319     -6.21630      3.43486   3      7.61353
      2.74319      6.21630     -3.43486   3      7.61353
     -4.10135     -4.38599     -4.75256   4      7.65799
     -4.10135      4.38599      4.75256   4      7.65799
      4.10135     -4.38599     -4.75256   4      7.65799
      4.10135      4.38599      4.75256   4      7.65799
     -5.48638     -5.34177      1.58419   2      7.81950
     -5.48638      5.34177     -1.58419   2      7.81950
      5.48638     -5.34177      1.58419   2      7.81950
      5.48638      5.34177     -1.58419   2      7.81950
     -2.74319     -7.15034     -1.58419   2      7.82062
     -2.74319      7.15034      1.58419   2      7.82062
      2.74319     -7.15034     -1.58419   2      7.82062
      2.74319      7.15034      1.58419   2      7.82062
     -5.48638     -2.98631      4.75256   2      7.84890
     -5.48638      2.98631     -4.75256   2      7.84890
      5.48638     -2.98631      4.75256   2      7.84890
      5.48638      2.98631     -4.75256   2      7.84890
     -1.35816     -0.22195      7.92093   4      8.03959
     -1.35816      0.22195     -7.92093   4      8.03959
      1.35816     -0.22195      7.92093   4      8.03959
      1.35816      0.22195     -7.92093   4      8.03959
     -2.74319     -4.16404     -6.33675   1      8.06342
     -2.74319     -4.16404      6.33675   1      8.06342
     -2.74319      4.16404     -6.33675   1      8.06342
     -2.74319      4.16404      6.33675   1      8.06342
      2.74319     -4.16404     -6.33675   1      8.06342
      2.74319     -4.16404      6.33675   1      8.06342
