 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.78795999999999999       eV
 efermi =   -10.066791500000001       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1472426902E+001  -0.4832070246E-003   0.1648802167E-004   0.9916414065E+000  -0.4872800000E-003   0.1662700000E-004
  -0.1468751971E+001  -0.4811011044E-003   0.1641219445E-004   0.9916134642E+000  -0.4851700000E-003   0.1655100000E-004
  -0.1465077040E+001  -0.4790051276E-003   0.1633735997E-004   0.9915853346E+000  -0.4830700000E-003   0.1647600000E-004
  -0.1461402109E+001  -0.4769190934E-003   0.1626351817E-004   0.9915570157E+000  -0.4809800000E-003   0.1640200000E-004
  -0.1457727178E+001  -0.4748430013E-003   0.1619066897E-004   0.9915285055E+000  -0.4789000000E-003   0.1632900000E-004
  -0.1454052247E+001  -0.4727768507E-003   0.1611782078E-004   0.9914998022E+000  -0.4768300000E-003   0.1625600000E-004
  -0.1450377316E+001  -0.4707206410E-003   0.1604596511E-004   0.9914709038E+000  -0.4747700000E-003   0.1618400000E-004
  -0.1446702385E+001  -0.4686644572E-003   0.1597510186E-004   0.9914418082E+000  -0.4727100000E-003   0.1611300000E-004
  -0.1443027454E+001  -0.4666281278E-003   0.1590523095E-004   0.9914125135E+000  -0.4706700000E-003   0.1604300000E-004
  -0.1439352523E+001  -0.4645918236E-003   0.1583536094E-004   0.9913830177E+000  -0.4686300000E-003   0.1597300000E-004
  -0.1435677593E+001  -0.4625753720E-003   0.1576648318E-004   0.9913533185E+000  -0.4666100000E-003   0.1590400000E-004
  -0.1432002662E+001  -0.4605589449E-003   0.1569859758E-004   0.9913234140E+000  -0.4645900000E-003   0.1583600000E-004
  -0.1428327731E+001  -0.4585524556E-003   0.1563071279E-004   0.9912933020E+000  -0.4625800000E-003   0.1576800000E-004
  -0.1424652800E+001  -0.4565559034E-003   0.1556382005E-004   0.9912629803E+000  -0.4605800000E-003   0.1570100000E-004
  -0.1420977869E+001  -0.4545692877E-003   0.1549791930E-004   0.9912324467E+000  -0.4585900000E-003   0.1563500000E-004
  -0.1417302938E+001  -0.4525826957E-003   0.1543301045E-004   0.9912016990E+000  -0.4566000000E-003   0.1557000000E-004
  -0.1413628007E+001  -0.4506159512E-003   0.1536810224E-004   0.9911707349E+000  -0.4546300000E-003   0.1550500000E-004
  -0.1409953076E+001  -0.4486492297E-003   0.1530418582E-004   0.9911395522E+000  -0.4526600000E-003   0.1544100000E-004
  -0.1406278145E+001  -0.4466924425E-003   0.1524027000E-004   0.9911081484E+000  -0.4507000000E-003   0.1537700000E-004
  -0.1402603214E+001  -0.4447455890E-003   0.1517734585E-004   0.9910765214E+000  -0.4487500000E-003   0.1531400000E-004
  -0.1398928284E+001  -0.4428086684E-003   0.1511541329E-004   0.9910446686E+000  -0.4468100000E-003   0.1525200000E-004
  -0.1395253353E+001  -0.4408717699E-003   0.1505447222E-004   0.9910125877E+000  -0.4448700000E-003   0.1519100000E-004
  -0.1391578422E+001  -0.4389448035E-003   0.1499353158E-004   0.9909802761E+000  -0.4429400000E-003   0.1513000000E-004
  -0.1387903491E+001  -0.4370277685E-003   0.1493358231E-004   0.9909477315E+000  -0.4410200000E-003   0.1507000000E-004
  -0.1384228560E+001  -0.4351206642E-003   0.1487363342E-004   0.9909149512E+000  -0.4391100000E-003   0.1501000000E-004
  -0.1380553629E+001  -0.4332234898E-003   0.1481467578E-004   0.9908819327E+000  -0.4372100000E-003   0.1495100000E-004
  -0.1376878698E+001  -0.4313263360E-003   0.1475670929E-004   0.9908486733E+000  -0.4353100000E-003   0.1489300000E-004
  -0.1373203767E+001  -0.4294391112E-003   0.1469874306E-004   0.9908151706E+000  -0.4334200000E-003   0.1483500000E-004
  -0.1369528836E+001  -0.4275519069E-003   0.1464176785E-004   0.9907814217E+000  -0.4315300000E-003   0.1477800000E-004
  -0.1365853905E+001  -0.4256845381E-003   0.1458479283E-004   0.9907474239E+000  -0.4296600000E-003   0.1472100000E-004
  -0.1362178975E+001  -0.4238171889E-003   0.1452880870E-004   0.9907131745E+000  -0.4277900000E-003   0.1466500000E-004
  -0.1358504044E+001  -0.4219597662E-003   0.1447381538E-004   0.9906786707E+000  -0.4259300000E-003   0.1461000000E-004
  -0.1354829113E+001  -0.4201122692E-003   0.1441882210E-004   0.9906439096E+000  -0.4240800000E-003   0.1455500000E-004
  -0.1351154182E+001  -0.4182647909E-003   0.1436481949E-004   0.9906088883E+000  -0.4222300000E-003   0.1450100000E-004
  -0.1347479251E+001  -0.4164272374E-003   0.1431081686E-004   0.9905736040E+000  -0.4203900000E-003   0.1444700000E-004
  -0.1343804320E+001  -0.4145897023E-003   0.1425780474E-004   0.9905380536E+000  -0.4185500000E-003   0.1439400000E-004
  -0.1340129389E+001  -0.4127719960E-003   0.1420578304E-004   0.9905022341E+000  -0.4167300000E-003   0.1434200000E-004
  -0.1336454458E+001  -0.4109543072E-003   0.1415376118E-004   0.9904661425E+000  -0.4149100000E-003   0.1429000000E-004
  -0.1332779527E+001  -0.4091366360E-003   0.1410173915E-004   0.9904297756E+000  -0.4130900000E-003   0.1423800000E-004
  -0.1329104596E+001  -0.4073288866E-003   0.1405070734E-004   0.9903931303E+000  -0.4112800000E-003   0.1418700000E-004
  -0.1325429666E+001  -0.4055310582E-003   0.1400066565E-004   0.9903562034E+000  -0.4094800000E-003   0.1413700000E-004
  -0.1321754735E+001  -0.4037431497E-003   0.1395062363E-004   0.9903189916E+000  -0.4076900000E-003   0.1408700000E-004
  -0.1318079804E+001  -0.4019552574E-003   0.1390157158E-004   0.9902814915E+000  -0.4059000000E-003   0.1403800000E-004
  -0.1314404873E+001  -0.4001772840E-003   0.1385350936E-004   0.9902437000E+000  -0.4041200000E-003   0.1399000000E-004
  -0.1310729942E+001  -0.3983993265E-003   0.1380445646E-004   0.9902056134E+000  -0.4023400000E-003   0.1394100000E-004
  -0.1307055011E+001  -0.3966312867E-003   0.1375738347E-004   0.9901672284E+000  -0.4005700000E-003   0.1389400000E-004
