natx =      247
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
      1.27470     -1.73130     -0.13070   4      2.15391
      1.27470      1.73130     -0.13070   4      2.15391
     -1.11639      0.00000      1.84667   6      2.15790
     -1.32080      0.00000     -1.71162   5      2.16198
      2.20093      0.00000     -2.90585   2      3.64528
     -3.87647      0.00000      0.24669   2      3.88431
      3.21043      0.00000      2.56151   1      4.10709
     -0.24206     -3.47945      2.17221   2      4.10898
     -0.24206      3.47945      2.17221   2      4.10898
     -1.25157     -3.47945     -2.51656   1      4.47281
     -1.25157      3.47945     -2.51656   1      4.47281
     -3.00214     -3.47945      0.57224   6      4.63108
     -3.00214      3.47945      0.57224   6      4.63108
      4.75660      0.00000     -0.94754   5      4.85006
      0.68417     -1.74815      4.94737   4      5.29155
      0.68417      1.74815      4.94737   4      5.29155
      1.27470     -5.22760     -0.13070   4      5.38236
      1.27470      5.22760     -0.13070   4      5.38236
      0.68417     -1.74815     -5.20876   4      5.53673
      0.68417      1.74815     -5.20876   4      5.53673
      3.07526     -3.47945     -3.23140   6      5.65736
      3.07526      3.47945     -3.23140   6      5.65736
     -4.80270     -1.73130     -2.52846   4      5.69705
     -4.80270      1.73130     -2.52846   4      5.69705
     -2.86696      0.00000      4.93546   1      5.70774
      3.27967     -3.47945      3.36644   5      5.84771
      3.27967      3.47945      3.36644   5      5.84771
     -4.11853     -3.47945      2.41891   3      5.90931
     -4.11853      3.47945      2.41891   3      5.90931
      4.82583     -3.47945     -0.14260   1      5.95110
      4.82583      3.47945     -0.14260   1      5.95110
     -2.86696      0.00000     -5.22067   1      5.95608
     -2.79773     -3.47945      4.13053   5      6.08236
     -2.79773      3.47945      4.13053   5      6.08236
     -5.39323     -1.74815      2.54961   4      6.21638
     -5.39323      1.74815      2.54961   4      6.21638
      1.95887     -3.47945     -5.07806   3      6.45991
      1.95887     -3.47945      5.07806   3      6.45991
      1.95887      3.47945     -5.07806   3      6.45991
      1.95887      3.47945      5.07806   3      6.45991
     -6.07740      0.00000     -2.65916   3      6.63369
      6.07740      0.00000     -2.65916   3      6.63369
      4.96100      0.00000     -4.50583   6      6.70179
      0.00000     -6.95890     -0.00000   3      6.95890
     -0.00000      6.95890      0.00000   3      6.95890
      0.68417     -5.21075      4.94737   4      7.21779
      0.68417      5.21075      4.94737   4      7.21779
