 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    5.6268000000000002       eV
 efermi =   -7.6135677700000004       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1382272626E+001  -0.4335675415E-004   0.1219420473E-004   0.9409834654E+000  -0.4607600000E-004   0.1295900000E-004
  -0.1378597695E+001  -0.4313618980E-004   0.1219735013E-004   0.9407906000E+000  -0.4585100000E-004   0.1296500000E-004
  -0.1374922764E+001  -0.4291565521E-004   0.1220047700E-004   0.9405964846E+000  -0.4562600000E-004   0.1297100000E-004
  -0.1371247833E+001  -0.4269609107E-004   0.1220452557E-004   0.9404011071E+000  -0.4540200000E-004   0.1297800000E-004
  -0.1367572902E+001  -0.4247561668E-004   0.1220761465E-004   0.9402044555E+000  -0.4517700000E-004   0.1298400000E-004
  -0.1363897971E+001  -0.4225517296E-004   0.1221162466E-004   0.9400065172E+000  -0.4495200000E-004   0.1299100000E-004
  -0.1360223040E+001  -0.4203476021E-004   0.1221655483E-004   0.9398072799E+000  -0.4472700000E-004   0.1299900000E-004
  -0.1356548109E+001  -0.4181437873E-004   0.1222146475E-004   0.9396067307E+000  -0.4450200000E-004   0.1300700000E-004
  -0.1352873179E+001  -0.4159402885E-004   0.1222635421E-004   0.9394048570E+000  -0.4427700000E-004   0.1301500000E-004
  -0.1349198248E+001  -0.4137277169E-004   0.1223122303E-004   0.9392016457E+000  -0.4405100000E-004   0.1302300000E-004
  -0.1345523317E+001  -0.4115248618E-004   0.1223700999E-004   0.9389970836E+000  -0.4382600000E-004   0.1303200000E-004
  -0.1341848386E+001  -0.4093223325E-004   0.1224277548E-004   0.9387911573E+000  -0.4360100000E-004   0.1304100000E-004
  -0.1338173455E+001  -0.4071107464E-004   0.1224851929E-004   0.9385838535E+000  -0.4337500000E-004   0.1305000000E-004
