  atom Z =           51
       -5.74759E-01       -3.19849E-01 total energy part of fprime - 5/3*E_tot/mc**2
           7
  2.00000   -1127.110   1
  0.00565    -163.188   3
  0.01069    -153.893   4
  0.00085     -30.947   6
  0.00169     -29.180   7
  0.00014      -4.766  11
  0.00029      -4.429  12
  0.0   51.0000
  0.5   50.2983
  1.0   48.4555
  1.5   46.0258
  2.0   43.4713
  2.5   41.0181
  3.0   38.7227
  3.5   36.5732
  4.0   34.5479
  4.5   32.6356
  5.0   30.8365
  5.5   29.1570
  6.0   27.6042
  6.5   26.1829
  7.0   24.8935
  7.5   23.7320
  8.0   22.6905
  8.5   21.7585
  9.0   20.9235
  9.5   20.1724
 10.0   19.4921
 10.5   18.8701
 11.0   18.2952
 11.5   17.7574
 12.0   17.2481
 12.5   16.7606
 13.0   16.2892
 13.5   15.8299
 14.0   15.3794
 14.5   14.9359
 15.0   14.4982
 15.5   14.0659
 16.0   13.6386
 16.5   13.2174
 17.0   12.8029
 17.5   12.3952
 18.0   11.9960
 18.5   11.6070
 19.0   11.2280
 19.5   10.8592
 20.0   10.5034
 20.5   10.1614
 21.0    9.8319
 21.5    9.5147
 22.0    9.2122
 22.5    8.9260
 23.0    8.6537
 23.5    8.3932
 24.0    8.1458
 24.5    7.9143
 25.0    7.6982
 25.5    7.4938
 26.0    7.2987
 26.5    7.1144
 27.0    6.9439
 27.5    6.7873
 28.0    6.6406
 28.5    6.4996
 29.0    6.3648
 29.5    6.2388
 30.0    6.1244
 30.5    6.0203
 31.0    5.9214
 31.5    5.8241
 32.0    5.7293
 32.5    5.6396
 33.0    5.5580
 33.5    5.4850
 34.0    5.4165
 34.5    5.3473
 35.0    5.2767
 35.5    5.2066
 36.0    5.1398
 36.5    5.0789
 37.0    5.0247
 37.5    4.9733
 38.0    4.9194
 38.5    4.8619
 39.0    4.8030
 39.5    4.7445
 40.0    4.6885
