parent_dir	m00	m01	m02	m10	m11	m12	m20	m21	m22
NiO_stretch_-0_Ni	0.0	0.02234340371072497	1.7111202545008757e-07	0.02234340371072497	0.0	0.022343232598699518	1.7111202545008757e-07	0.022343232598699518	0.0
NiO_stretch_-1_Ni	0.0	0.044991306620366316	2.98049204524418e-07	0.044991306620366316	0.0	0.04499100857116179	2.98049204524418e-07	0.04499100857116179	0.0
NiO_stretch_-1_Ni	0.0	0.06794982948890343	2.243420790793381e-08	0.06794982948890343	0.0	0.06794985192311134	2.243420790793381e-08	0.06794985192311134	0.0
NiO_stretch_-10_Ni	0.0	0.39623447507031356	2.723756384301339e-07	0.39623447507031356	0.0	0.396234747445952	2.723756384301339e-07	0.396234747445952	0.0
NiO_stretch_-10_Ni	0.0	0.41889625810401643	5.773896748181675e-07	0.41889625810401643	0.0	0.4188968354936912	5.773896748181675e-07	0.4188968354936912	0.0
NiO_stretch_-11_Ni	0.0	0.4417452605881598	1.9431698099834025e-07	0.4417452605881598	0.0	0.4417450662711788	1.9431698099834025e-07	0.4417450662711788	0.0
NiO_stretch_-11_Ni	0.0	0.46466138234943594	1.3518010257675042e-07	0.46466138234943594	0.0	0.46466151752953855	1.3518010257675042e-07	0.46466151752953855	0.0
NiO_stretch_-12_Ni	0.0	0.48755371044671336	2.6758129135646676e-07	0.48755371044671336	0.0	0.4875539780280047	2.6758129135646676e-07	0.4875539780280047	0.0
NiO_stretch_-12_Ni	0.0	0.5104832648430984	2.3504044383348803e-07	0.5104832648430984	0.0	0.5104830298026546	2.3504044383348803e-07	0.5104830298026546	0.0
NiO_stretch_-13_Ni	0.0	0.5333070441348594	3.446673783533205e-07	0.5333070441348594	0.0	0.5333073888022377	3.446673783533205e-07	0.5333073888022377	0.0
NiO_stretch_-13_Ni	0.0	0.5509803458334604	3.754498995389545e-07	0.5509803458334604	0.0	0.55098072128336	3.754498995389545e-07	0.55098072128336	0.0
NiO_stretch_-14_Ni	0.0	0.5730677253455551	2.594660532372711e-07	0.5730677253455551	0.0	0.5730679848116084	2.594660532372711e-07	0.5730679848116084	0.0
NiO_stretch_-14_Ni	0.0	0.5954381281318298	3.889497581902226e-08	0.5954381281318298	0.0	0.5954381670268056	3.889497581902226e-08	0.5954381670268056	0.0
NiO_stretch_-15_Ni	0.0	0.617847474235886	2.7309194225365997e-07	0.617847474235886	0.0	0.6178472011439438	2.7309194225365997e-07	0.6178472011439438	0.0
NiO_stretch_-2_Ni	0.0	0.0912232639377003	2.5099613311073475e-07	0.0912232639377003	0.0	0.09122351493383342	2.5099613311073475e-07	0.09122351493383342	0.0
NiO_stretch_-2_Ni	0.0	0.11477190992443996	6.274861225497149e-07	0.11477190992443996	0.0	0.11477128243831741	6.274861225497149e-07	0.11477128243831741	0.0
NiO_stretch_-3_Ni	0.0	0.13859039834224407	2.207435114375053e-07	0.13859039834224407	0.0	0.13859017759873263	2.207435114375053e-07	0.13859017759873263	0.0
NiO_stretch_-3_Ni	0.0	0.16187755765919168	1.404039837987213e-07	0.16187755765919168	0.0	0.16187741725520788	1.404039837987213e-07	0.16187741725520788	0.0
NiO_stretch_-4_Ni	0.0	0.18613822340427943	1.4851511554559803e-07	0.18613822340427943	0.0	0.1861380748891639	1.4851511554559803e-07	0.1861380748891639	0.0
NiO_stretch_-4_Ni	0.0	0.210657483925705	2.4079247609260273e-07	0.210657483925705	0.0	0.2106572431332289	2.4079247609260273e-07	0.2106572431332289	0.0
NiO_stretch_-5_Ni	0.0	0.23542313727527964	1.4411091163151786e-07	0.23542313727527964	0.0	0.23542299316436802	1.4411091163151786e-07	0.23542299316436802	0.0
NiO_stretch_-5_Ni	0.0	0.19823077597723	7.601440587245674e-08	0.19823077597723	0.0	0.19823085199163587	7.601440587245674e-08	0.19823085199163587	0.0
NiO_stretch_-6_Ni	0.0	0.2175784477834093	1.428953896661331e-07	0.2175784477834093	0.0	0.21757859067879895	1.428953896661331e-07	0.21757859067879895	0.0
NiO_stretch_-6_Ni	0.0	0.23958294118692847	2.6708741103844662e-08	0.23958294118692847	0.0	0.23958296789566957	2.6708741103844662e-08	0.23958296789566957	0.0
NiO_stretch_-7_Ni	0.0	0.26170525839509357	3.308121722950274e-07	0.26170525839509357	0.0	0.26170558920726583	3.308121722950274e-07	0.26170558920726583	0.0
NiO_stretch_-7_Ni	0.0	0.28390751982435153	3.7691703575805776e-07	0.28390751982435153	0.0	0.2839071429073157	3.7691703575805776e-07	0.2839071429073157	0.0
NiO_stretch_-8_Ni	0.0	0.3062149584306477	2.0896479445308522e-07	0.3062149584306477	0.0	0.30621474946585325	2.0896479445308522e-07	0.30621474946585325	0.0
NiO_stretch_-8_Ni	0.0	0.32859250165856807	1.0483362986541937e-07	0.32859250165856807	0.0	0.32859260649219796	1.0483362986541937e-07	0.32859260649219796	0.0
NiO_stretch_-9_Ni	0.0	0.35106502113990873	4.4723869599848165e-07	0.35106502113990873	0.0	0.3510645739012127	4.4723869599848165e-07	0.3510645739012127	0.0
NiO_stretch_-9_Ni	0.0	0.37359865300455264	1.2992267262890393e-07	0.37359865300455264	0.0	0.37359852308188	1.2992267262890393e-07	0.37359852308188	0.0
NiO_stretch_0_Ni	0.0	2.404137126710812e-08	2.3295728339585133e-07	2.404137126710812e-08	0.0	2.569986546629594e-07	2.3295728339585133e-07	2.569986546629594e-07	0.0
NiO_stretch_0_Ni	0.0	0.022029808661557244	2.755614099645719e-07	0.022029808661557244	0.0	0.02203008422296721	2.755614099645719e-07	0.02203008422296721	0.0
NiO_stretch_1_Ni	0.0	0.04374067637211579	2.563846160307341e-07	0.04374067637211579	0.0	0.04374093275673182	2.563846160307341e-07	0.04374093275673182	0.0
NiO_stretch_1_Ni	0.0	0.06227122180081367	2.1085311976293533e-07	0.06227122180081367	0.0	0.06227143265393343	2.1085311976293533e-07	0.06227143265393343	0.0
NiO_stretch_10_Ni	0.0	0.3580325926471041	6.661758253085029e-07	0.3580325926471041	0.0	0.3580319264712788	6.661758253085029e-07	0.3580319264712788	0.0
NiO_stretch_10_Ni	0.0	0.3725325096758959	8.152988066022006e-07	0.3725325096758959	0.0	0.3725316943770893	8.152988066022006e-07	0.3725316943770893	0.0
NiO_stretch_11_Ni	0.0	0.38644353225683026	8.730977170609343e-07	0.38644353225683026	0.0	0.38644265915911324	8.730977170609343e-07	0.38644265915911324	0.0
NiO_stretch_11_Ni	0.0	0.4005449161937396	7.89117301537591e-07	0.4005449161937396	0.0	0.4005441270764381	7.89117301537591e-07	0.4005441270764381	0.0
NiO_stretch_12_Ni	0.0	0.41404251724884816	1.438245785089346e-06	0.41404251724884816	0.0	0.4140410790030631	1.438245785089346e-06	0.4140410790030631	0.0
NiO_stretch_12_Ni	0.0	0.4272922700955393	3.3232088977263666e-07	0.4272922700955393	0.0	0.42729193777464947	3.3232088977263666e-07	0.42729193777464947	0.0
NiO_stretch_13_Ni	0.0	0.4402952358978629	4.146681059721453e-07	0.4402952358978629	0.0	0.44029482122975694	4.146681059721453e-07	0.44029482122975694	0.0
NiO_stretch_13_Ni	0.0	0.4529251959682491	2.3312015610050546e-07	0.4529251959682491	0.0	0.45292496284809297	2.3312015610050546e-07	0.45292496284809297	0.0
NiO_stretch_14_Ni	0.0	0.4652007924309552	4.883485758234173e-07	0.4652007924309552	0.0	0.4652003040823794	4.883485758234173e-07	0.4652003040823794	0.0
NiO_stretch_14_Ni	0.0	0.47717439053791977	9.822414632183476e-07	0.47717439053791977	0.0	0.47717340829645655	9.822414632183476e-07	0.47717340829645655	0.0
NiO_stretch_15_Ni	0.0	0.4888192039997065	2.7066564121207417e-07	0.4888192039997065	0.0	0.4888189333340653	2.7066564121207417e-07	0.4888189333340653	0.0
NiO_stretch_2_Ni	0.0	0.0824245494978754	1.0019344018858221e-07	0.0824245494978754	0.0	0.08242444930443521	1.0019344018858221e-07	0.08242444930443521	0.0
NiO_stretch_2_Ni	0.0	0.10223521783345367	1.7377379809874944e-07	0.10223521783345367	0.0	0.10223504405965557	1.7377379809874944e-07	0.10223504405965557	0.0
NiO_stretch_3_Ni	0.0	0.1217272916572374	6.588336285023165e-07	0.1217272916572374	0.0	0.1217266328236089	6.588336285023165e-07	0.1217266328236089	0.0
NiO_stretch_3_Ni	0.0	0.14088186296482313	6.050879648378318e-07	0.14088186296482313	0.0	0.14088246805278798	6.050879648378318e-07	0.14088246805278798	0.0
NiO_stretch_4_Ni	0.0	0.15974897907918595	5.181836374052213e-07	0.15974897907918595	0.0	0.15974949726282336	5.181836374052213e-07	0.15974949726282336	0.0
NiO_stretch_4_Ni	0.0	0.1782141982373323	2.184010798632012e-07	0.1782141982373323	0.0	0.17821397983625242	2.184010798632012e-07	0.17821397983625242	0.0
NiO_stretch_5_Ni	0.0	0.1965044163982066	4.900509860901906e-07	0.1965044163982066	0.0	0.1965049064491927	4.900509860901906e-07	0.1965049064491927	0.0
NiO_stretch_5_Ni	0.0	0.21436630634015105	1.9336902258800784e-08	0.21436630634015105	0.0	0.2143663256770533	1.9336902258800784e-08	0.2143663256770533	0.0
NiO_stretch_6_Ni	0.0	0.23189735997131464	2.7993471048592003e-08	0.23189735997131464	0.0	0.23189738796478568	2.7993471048592003e-08	0.23189738796478568	0.0
NiO_stretch_6_Ni	0.0	0.24909447463922763	7.503227790999927e-07	0.24909447463922763	0.0	0.24909372431644852	7.503227790999927e-07	0.24909372431644852	0.0
NiO_stretch_7_Ni	0.0	0.2659628603975122	2.9959504559024875e-07	0.2659628603975122	0.0	0.2659625608024666	2.9959504559024875e-07	0.2659625608024666	0.0
NiO_stretch_7_Ni	0.0	0.2824796354932247	9.725709381015451e-07	0.2824796354932247	0.0	0.2824786629222866	9.725709381015451e-07	0.2824786629222866	0.0
NiO_stretch_8_Ni	0.0	0.29866391107328066	3.1308202649942745e-07	0.29866391107328066	0.0	0.29866422415530713	3.1308202649942745e-07	0.29866422415530713	0.0
NiO_stretch_8_Ni	0.0	0.3126888445795973	9.05564270158093e-07	0.3126888445795973	0.0	0.3126897501438674	9.05564270158093e-07	0.3126897501438674	0.0
NiO_stretch_9_Ni	0.0	0.32811108942499595	4.591020824708666e-07	0.32811108942499595	0.0	0.32811063032291343	4.591020824708666e-07	0.32811063032291343	0.0
NiO_stretch_9_Ni	0.0	0.34322849310415676	1.3882887197623238e-07	0.34322849310415676	0.0	0.34322863193302877	1.3882887197623238e-07	0.34322863193302877	0.0
