parent_dir,m00,m01,m02,m10,m11,m12,m20,m21,m22
mp-18961_Sc,0.0,0.03175921854742027,0.10936443454202137,0.03175921854742027,0.0,0.07836011530115343,0.10936443454202137,0.07836011530115343,0.0
mp-1031430_Ti,0.0,0.1427975430829501,2.840427904372192e-06,0.1427975430829501,0.0,0.14279727606046277,2.840427904372192e-06,0.14279727606046277,0.0
mp-1034067_Ti,0.0,1.1334240618643098e-06,0.1267901046272345,1.1334240618643098e-06,0.0,0.12678997326034164,0.1267901046272345,0.12678997326034164,0.0
mp-1034272_Ti,0.0,0.14874889224645563,0.05775309670656309,0.14874889224645563,0.0,0.19246593342470877,0.05775309670656309,0.19246593342470877,0.0
mp-1044311_Ti,0.0,0.02453992015010969,0.12105530931752619,0.02453992015010969,0.0,0.09651540411185308,0.12105530931752619,0.09651540411185308,0.0
mp-1093769_Ti,0.0,0.2776815078615619,0.21784252423696998,0.2776815078615619,0.0,0.05983898362459191,0.21784252423696998,0.05983898362459191,0.0
mp-1097244_Ti,0.0,0.12905751476161836,0.04486942641146131,0.12905751476161836,0.0,0.08418808835015706,0.04486942641146131,0.08418808835015706,0.0
mp-1216865_Ti,0.0,0.006557051365476862,0.042005492207010844,0.006557051365476862,0.0,0.04856254357248771,0.042005492207010844,0.04856254357248771,0.0
mp-1217253_Ti,0.0,0.13777429114821646,0.11398954373623302,0.13777429114821646,0.0,0.21748755917917761,0.11398954373623302,0.21748755917917761,0.0
mp-1217256_Ti,0.0,0.05730554472625052,1.0467349302127695,0.05730554472625052,0.0,1.103928676286093,1.0467349302127695,1.103928676286093,0.0
mp-1218260_Ti,0.0,0.14409455997713622,0.06154725085760829,0.14409455997713622,0.0,0.15545218301495745,0.06154725085760829,0.15545218301495745,0.0
mp-1223017_Ti,0.0,0.14465323912417802,0.19667215991869552,0.14465323912417802,0.0,0.1855489377987522,0.19667215991869552,0.1855489377987522,0.0
mp-1227861_Ti,0.0,1.4297409840714539e-06,3.7440263713111585e-06,1.4297409840714539e-06,0.0,3.94914615545521e-06,3.7440263713111585e-06,3.94914615545521e-06,0.0
mp-1235154_Ti,0.0,2.1211444235135127e-06,0.2903669802628199,2.1211444235135127e-06,0.0,0.29036698728010696,0.2903669802628199,0.29036698728010696,0.0
mp-1235970_Ti,0.0,0.3615486657803294,0.3773861226232988,0.3615486657803294,0.0,0.35765001294773846,0.3773861226232988,0.35765001294773846,0.0
mp-1238830_Ti,0.0,0.02098834204821038,0.14260069975151135,0.02098834204821038,0.0,0.147748461333067,0.14260069975151135,0.147748461333067,0.0
mp-1238853_Ti,0.0,0.15029810417465198,0.1531138789298512,0.15029810417465198,0.0,0.01911039127635043,0.1531138789298512,0.01911039127635043,0.0
mp-1238875_Ti,0.0,0.0930915593092925,0.0903577018006858,0.0930915593092925,0.0,0.13629126750819576,0.0903577018006858,0.13629126750819576,0.0
mp-1238884_Ti,0.0,0.07576130842866342,0.08538177071281373,0.07576130842866342,0.0,0.09868186084707352,0.08538177071281373,0.09868186084707352,0.0
mp-1238887_Ti,0.0,0.14767024173248172,0.1484088336636485,0.14767024173248172,0.0,0.019485756529805387,0.1484088336636485,0.019485756529805387,0.0
mp-1238901_Ti,0.0,0.14745218102149496,0.10299512080803185,0.14745218102149496,0.0,0.12213717657429772,0.10299512080803185,0.12213717657429772,0.0
mp-1239186_Ti,0.0,0.038492727375554356,0.15208674739746583,0.038492727375554356,0.0,0.13941009660216505,0.15208674739746583,0.13941009660216505,0.0
mp-2215802_Ti,0.0,1.830224558808775e-06,0.31674249519629,1.830224558808775e-06,0.0,0.3167422008216091,0.31674249519629,0.3167422008216091,0.0
mp-2215811_Ti,0.0,0.005724278393715538,0.2177711322778129,0.005724278393715538,0.0,0.21832008653379986,0.2177711322778129,0.21832008653379986,0.0
mp-725932_Ti,0.0,0.02080785658562343,0.10478240952813975,0.02080785658562343,0.0,0.08397458771557613,0.10478240952813975,0.08397458771557613,0.0
mp-754105_Ti,0.0,0.016603071513167353,0.1294182591956427,0.016603071513167353,0.0,0.14215635898190707,0.1294182591956427,0.14215635898190707,0.0
mp-756280_Ti,0.0,0.05613815743851816,0.02955537298751837,0.05613815743851816,0.0,0.0855638980047936,0.02955537298751837,0.0855638980047936,0.0
mp-756669_Ti,0.0,0.021614726315080973,0.11007938941324992,0.021614726315080973,0.0,0.09114821403705958,0.11007938941324992,0.09114821403705958,0.0
mp-769457_Ti,0.0,0.18224193346383466,0.08836198982676252,0.18224193346383466,0.0,0.18606943659781386,0.08836198982676252,0.18606943659781386,0.0
mp-771567_Ti,0.0,0.020752212124075492,0.1040405577646211,0.020752212124075492,0.0,0.0832883461364069,0.1040405577646211,0.0832883461364069,0.0
mp-773110_Ti,0.0,0.02070362531825757,0.10321943298022217,0.02070362531825757,0.0,0.08251580766196462,0.10321943298022217,0.08251580766196462,0.0
mp-773510_Ti,0.0,2.1424422615033217e-06,0.3251813052155075,2.1424422615033217e-06,0.0,0.32518105276215986,0.3251813052155075,0.32518105276215986,0.0
mp-774450_Ti,0.0,0.021189224455892035,0.10234671940260905,0.021189224455892035,0.0,0.08115749494671701,0.10234671940260905,0.08115749494671701,0.0
mp-774760_Ti,0.0,1.74389033549754e-06,0.036865596224389716,1.74389033549754e-06,0.0,0.036865270154116885,0.036865596224389716,0.036865270154116885,0.0
mp-775994_Ti,0.0,0.020590257004243776,0.1028457797618017,0.020590257004243776,0.0,0.08225552558926791,0.1028457797618017,0.08225552558926791,0.0
mp-776002_Ti,0.0,0.018592209250846883,0.09110478581642009,0.018592209250846883,0.0,0.0725125765655732,0.09110478581642009,0.0725125765655732,0.0
mp-776286_Ti,0.0,0.018548931832700278,0.10272370528277613,0.018548931832700278,0.0,0.08417477345007586,0.10272370528277613,0.08417477345007586,0.0
mp-777498_Ti,0.0,0.02200757841256461,0.10678359101678331,0.02200757841256461,0.0,0.08477601260421871,0.10678359101678331,0.08477601260421871,0.0
