/home/sethshj/Programs/Cr_data/13NOV24	m00	m01	m02	m10	m11	m12	m20	m21	m22
mp-1097306_Mn	0.0	0.34878156682850414	0.005434518264061125	0.34878156682850414	0.0	0.3530192737295295	0.005434518264061125	0.3530192737295295	0.0
mp-1101152_Mn	0.0	0.549690513719242	0.32673414793968303	0.549690513719242	0.0	0.4319017221107221	0.32673414793968303	0.4319017221107221	0.0
mp-1176640_Mn	0.0	0.4876290280067962	0.24384113119881667	0.4876290280067962	0.0	0.5215424364767465	0.24384113119881667	0.5215424364767465	0.0
mp-1177699_Mn	0.0	0.4676519810207683	0.20830405305800942	0.4676519810207683	0.0	0.5254883570492676	0.20830405305800942	0.5254883570492676	0.0
mp-1213015_Mn	0.0	0.7612284453922489	0.3490899289524925	0.7612284453922489	0.0	0.5789460523036746	0.3490899289524925	0.5789460523036746	0.0
mp-1218443_Mn	0.0	0.52200184495116	0.5222626780693005	0.52200184495116	0.0	0.34591684445890153	0.5222626780693005	0.34591684445890153	0.0
mp-1218765_Mn	0.0	0.44830205459108546	0.033179970760042594	0.44830205459108546	0.0	0.44203442444479146	0.033179970760042594	0.44203442444479146	0.0
mp-1219632_Mn	0.0	0.42008186809395986	0.08259958853724175	0.42008186809395986	0.0	0.44204710506015277	0.08259958853724175	0.44204710506015277	0.0
mp-1221636_Mn	0.0	0.3371931233036272	0.15894422561489632	0.3371931233036272	0.0	0.30962164885272925	0.15894422561489632	0.30962164885272925	0.0
mp-1221644_Mn	0.0	0.22902609307358338	0.11875939640772805	0.22902609307358338	0.0	0.32760869227919237	0.11875939640772805	0.32760869227919237	0.0
mp-1221647_Mn	0.0	0.2398843431947172	0.0815011376586045	0.2398843431947172	0.0	0.3041727937365452	0.0815011376586045	0.3041727937365452	0.0
mp-1221731_Mn	0.0	0.3765587757243655	0.11054544359684614	0.3765587757243655	0.0	0.4157801447718182	0.11054544359684614	0.4157801447718182	0.0
mp-1221891_Mn	0.0	0.3493823480757745	0.010955419657547328	0.3493823480757745	0.0	0.3475469791896944	0.010955419657547328	0.3475469791896944	0.0
mp-1221907_Mn	0.0	0.4086520465145796	0.07604059366647084	0.4086520465145796	0.0	0.4378439896357188	0.07604059366647084	0.4378439896357188	0.0
mp-1226532_Mn	0.0	0.2599004573490111	0.0529539523500702	0.2599004573490111	0.0	0.27396340034607103	0.0529539523500702	0.27396340034607103	0.0
mp-1228863_Mn	0.0	0.4105965688031161	0.05195878809383545	0.4105965688031161	0.0	0.43072858481831433	0.05195878809383545	0.43072858481831433	0.0
mp-1246030_Mn	0.0	0.30241481128870007	0.09806752054888306	0.30241481128870007	0.0	0.28260601835306337	0.09806752054888306	0.28260601835306337	0.0
mp-1247595_Mn	0.0	0.3698006847204722	0.03243728257335259	0.3698006847204722	0.0	0.38545720800565764	0.03243728257335259	0.38545720800565764	0.0
mp-1247622_Mn	0.0	0.3311726973562337	0.13148362109273137	0.3311726973562337	0.0	0.4153756430936459	0.13148362109273137	0.4153756430936459	0.0
mp-1247642_Mn	0.0	0.2730209937801521	0.01824947263753038	0.2730209937801521	0.0	0.2696527865401518	0.01824947263753038	0.2696527865401518	0.0
mp-1247658_Mn	0.0	0.40151492451766735	0.15045079056715388	0.40151492451766735	0.0	0.4486691375634008	0.15045079056715388	0.4486691375634008	0.0
mp-1247700_Mn	0.0	0.3886618987266567	0.13375364867520523	0.3886618987266567	0.0	0.43200548142206513	0.13375364867520523	0.43200548142206513	0.0
mp-1568146_Mn	0.0	0.44887477746662025	0.26305437269383486	0.44887477746662025	0.0	0.459846652482433	0.26305437269383486	0.459846652482433	0.0
mp-505752_Mn	0.0	0.38707276858961565	1.1853867116249983e-05	0.38707276858961565	0.0	0.3870793205561822	1.1853867116249983e-05	0.3870793205561822	0.0
mp-725932_Mn	0.0	0.37938499113441465	0.0810752294015802	0.37938499113441465	0.0	0.40972151366422144	0.0810752294015802	0.40972151366422144	0.0
mp-754276_Mn	0.0	0.43611580593641974	0.04789096800742431	0.43611580593641974	0.0	0.4765226978487655	0.04789096800742431	0.4765226978487655	0.0
mp-754504_Mn	0.0	0.5067627446474676	0.324643051862009	0.5067627446474676	0.0	0.45826591264505817	0.324643051862009	0.45826591264505817	0.0
mp-755443_Mn	0.0	0.5030374861376602	0.24499716315229625	0.5030374861376602	0.0	0.5222414277726009	0.24499716315229625	0.5222414277726009	0.0
mp-755908_Mn	0.0	0.45228070262926295	0.02342533437503745	0.45228070262926295	0.0	0.4703164710910559	0.02342533437503745	0.4703164710910559	0.0
mp-756602_Mn	0.0	0.5483114155325304	0.0815749453192671	0.5483114155325304	0.0	0.5538028001808026	0.0815749453192671	0.5538028001808026	0.0
mp-757284_Mn	0.0	0.32363513604431804	0.05502828854784118	0.32363513604431804	0.0	0.35017068510005617	0.05502828854784118	0.35017068510005617	0.0
mp-764036_Mn	0.0	0.5516931050906035	0.17086058092551487	0.5516931050906035	0.0	0.4887163258476305	0.17086058092551487	0.4887163258476305	0.0
mp-769632_Mn	0.0	0.4316564558789498	0.031015764969538326	0.4316564558789498	0.0	0.44347532242393545	0.031015764969538326	0.44347532242393545	0.0
mp-771567_Mn	0.0	0.3757343816816116	0.08605066557818801	0.3757343816816116	0.0	0.4068141895826014	0.08605066557818801	0.4068141895826014	0.0
mp-771695_Mn	0.0	0.33839167243173957	0.04964571120743231	0.33839167243173957	0.0	0.3635671686181462	0.04964571120743231	0.3635671686181462	0.0
mp-771880_Mn	0.0	0.29470493535326014	0.060514458623329874	0.29470493535326014	0.0	0.32837855007211864	0.060514458623329874	0.32837855007211864	0.0
mp-772951_Mn	0.0	0.4499146139447705	0.04831958710782827	0.4499146139447705	0.0	0.4662905804134276	0.04831958710782827	0.4662905804134276	0.0
mp-773110_Mn	0.0	0.3785841281905372	0.0826271136242853	0.3785841281905372	0.0	0.4066103529251093	0.0826271136242853	0.4066103529251093	0.0
mp-775289_Mn	0.0	0.29885735600614316	0.05440691481715625	0.29885735600614316	0.0	0.33021738867810047	0.05440691481715625	0.33021738867810047	0.0
mp-775679_Mn	0.0	0.4875405325849121	0.24367486868089638	0.4875405325849121	0.0	0.5806112290225101	0.24367486868089638	0.5806112290225101	0.0
mp-864953_Mn	0.0	0.2321242130952909	9.244393670957054e-06	0.2321242130952909	0.0	0.23212869275044717	9.244393670957054e-06	0.23212869275044717	0.0
mp-1008280_Co	0.0	0.0028977224431875627	0.12478185005429651	0.0028977224431875627	0.0	0.12329028814484175	0.12478185005429651	0.12329028814484175	0.0
mp-1010071_Co	0.0	0.0025091740762301024	0.03954523080506977	0.0025091740762301024	0.0	0.03705062862581831	0.03954523080506977	0.03705062862581831	0.0
mp-1018082_Co	0.0	0.0029159828501209638	0.0466743317359159	0.0029159828501209638	0.0	0.04394400907521459	0.0466743317359159	0.04394400907521459	0.0
mp-1031979_Co	0.0	0.4493831203470018	0.19416358705159703	0.4493831203470018	0.0	0.37239720074420607	0.19416358705159703	0.37239720074420607	0.0
mp-1032010_Co	0.0	0.24852170362999054	0.12391773677474191	0.24852170362999054	0.0	0.21879589468275829	0.12391773677474191	0.21879589468275829	0.0
mp-1035006_Co	0.0	0.008690257393749895	0.15587465385247382	0.008690257393749895	0.0	0.15456304262710333	0.15587465385247382	0.15456304262710333	0.0
mp-1049220_Co	0.0	0.26380283986898184	0.38853069297832304	0.26380283986898184	0.0	0.5520453635899942	0.38853069297832304	0.5520453635899942	0.0
mp-1102834_Co	0.0	0.11637587346273295	0.13046095624063947	0.11637587346273295	0.0	0.09508185949921392	0.13046095624063947	0.09508185949921392	0.0
mp-1178412_Co	0.0	0.1596061021095476	0.18906451167059016	0.1596061021095476	0.0	0.22167587821470974	0.18906451167059016	0.22167587821470974	0.0
mp-1206397_Co	0.0	0.11089248248673647	0.18492785386568505	0.11089248248673647	0.0	0.20843663561769826	0.18492785386568505	0.20843663561769826	0.0
mp-1216280_Co	0.0	0.36156788120059347	0.08915065725914173	0.36156788120059347	0.0	0.34850583903452714	0.08915065725914173	0.34850583903452714	0.0
mp-1219598_Co	0.0	0.17474845409829062	0.1980442317980924	0.17474845409829062	0.0	0.12396309919934013	0.1980442317980924	0.12396309919934013	0.0
mp-1247504_Co	0.0	0.12094778880476881	0.15072326354277268	0.12094778880476881	0.0	0.1644409321442962	0.15072326354277268	0.1644409321442962	0.0
mp-1247540_Co	0.0	0.003558063393365946	0.16379808218789346	0.003558063393365946	0.0	0.16165214438530034	0.16379808218789346	0.16165214438530034	0.0
mp-1302768_Co	0.0	0.2326041926566783	0.2124811817983108	0.2326041926566783	0.0	0.1292036980057225	0.2124811817983108	0.1292036980057225	0.0
mp-2219680_Co	0.0	0.06580246092410166	0.24634581779812134	0.06580246092410166	0.0	0.19853557242196473	0.24634581779812134	0.19853557242196473	0.0
mp-2223659_Co	0.0	0.6002754224146367	0.3741827665414264	0.6002754224146367	0.0	0.47214712757868993	0.3741827665414264	0.47214712757868993	0.0
mp-2230698_Co	0.0	0.021271304820627633	0.5181271381981499	0.021271304820627633	0.0	0.5015199288306897	0.5181271381981499	0.5015199288306897	0.0
mp-756950_Co	0.0	0.003346646259357532	0.5456794336061908	0.003346646259357532	0.0	0.5440903333762027	0.5456794336061908	0.5440903333762027	0.0
mp-757257_Co	0.0	0.1407227128272967	0.14634706607480144	0.1407227128272967	0.0	0.16464095257006967	0.14634706607480144	0.16464095257006967	0.0
mp-757284_Co	0.0	0.03831884447986197	0.2101117840102204	0.03831884447986197	0.0	0.17901759405300582	0.2101117840102204	0.17901759405300582	0.0
mp-758226_Co	0.0	0.039499358604865	0.2150548475241549	0.039499358604865	0.0	0.18148754325464528	0.2150548475241549	0.18148754325464528	0.0
mp-762011_Co	0.0	0.32833500544023275	0.1051044110877181	0.32833500544023275	0.0	0.36860739989715585	0.1051044110877181	0.36860739989715585	0.0
mp-849768_Co	0.0	0.10114632790489515	0.31420570945091025	0.10114632790489515	0.0	0.26027300416010096	0.31420570945091025	0.26027300416010096	0.0
mp-1007974_Cr	0.0	0.2439149593135928	2.930029545562921e-06	0.2439149593135928	0.0	0.24391424329387348	2.930029545562921e-06	0.24391424329387348	0.0
mp-1008280_Cr	0.0	0.24599817888478928	0.00025868918810204174	0.24599817888478928	0.0	0.246171461807564	0.00025868918810204174	0.246171461807564	0.0
mp-1009079_Cr	0.0	0.4025463836718593	5.355754173567688e-06	0.4025463836718593	0.0	0.40254509419950446	5.355754173567688e-06	0.40254509419950446	0.0
mp-1009485_Cr	0.0	0.26354378658310873	4.407472518423779e-06	0.26354378658310873	0.0	0.263543054151598	4.407472518423779e-06	0.263543054151598	0.0
mp-1009592_Cr	0.0	0.35533937954437794	4.687229521657147e-06	0.35533937954437794	0.0	0.35533810458548726	4.687229521657147e-06	0.35533810458548726	0.0
mp-1010071_Cr	0.0	0.24713748912453018	2.9630665049512096e-06	0.24713748912453018	0.0	0.24713680198906118	2.9630665049512096e-06	0.24713680198906118	0.0
mp-1014993_Cr	0.0	0.39317208143018034	5.739963674974074e-06	0.39317208143018034	0.0	0.393170775585023	5.739963674974074e-06	0.393170775585023	0.0
mp-1014995_Cr	0.0	0.25512230008020875	0.05411409054065387	0.25512230008020875	0.0	0.229704415613806	0.05411409054065387	0.229704415613806	0.0
mp-1016059_Cr	0.0	0.2623722220265118	0.1476857061867839	0.2623722220265118	0.0	0.2713287925380506	0.1476857061867839	0.2713287925380506	0.0
mp-1016225_Cr	0.0	0.395124286702039	0.0040828609953311905	0.395124286702039	0.0	0.39841665245725544	0.0040828609953311905	0.39841665245725544	0.0
mp-1016300_Cr	0.0	0.33694880169622704	0.03568046656526668	0.33694880169622704	0.0	0.3227391984928809	0.03568046656526668	0.3227391984928809	0.0
mp-1016625_Cr	0.0	0.4810353523942314	0.16988466629105947	0.4810353523942314	0.0	0.314327365578273	0.16988466629105947	0.314327365578273	0.0
mp-1016653_Cr	0.0	0.516249932935731	0.211614618314159	0.516249932935731	0.0	0.3098623859184805	0.211614618314159	0.3098623859184805	0.0
mp-1016677_Cr	0.0	0.6018113684954834	0.19166728658497167	0.6018113684954834	0.0	0.49955063178193	0.19166728658497167	0.49955063178193	0.0
mp-1017080_Cr	0.0	0.34769504762510645	0.05398371235434238	0.34769504762510645	0.0	0.36149931931495494	0.05398371235434238	0.36149931931495494	0.0
mp-1017099_Cr	0.0	0.4030508965622781	0.08288170635586718	0.4030508965622781	0.0	0.3485768547085261	0.08288170635586718	0.3485768547085261	0.0
mp-1017197_Cr	0.0	0.3333303053446843	0.03561655073899084	0.3333303053446843	0.0	0.3482231146862148	0.03561655073899084	0.3482231146862148	0.0
mp-1017317_Cr	0.0	0.32567665433566434	0.009228390408439683	0.32567665433566434	0.0	0.3319076917179953	0.009228390408439683	0.3319076917179953	0.0
mp-1018066_Cr	0.0	0.33753029005096363	0.06950685393504694	0.33753029005096363	0.0	0.3603465347082917	0.06950685393504694	0.3603465347082917	0.0
mp-1018079_Cr	0.0	0.3540002438392554	0.05944118782758426	0.3540002438392554	0.0	0.35471973538623053	0.05944118782758426	0.35471973538623053	0.0
mp-1018082_Cr	0.0	0.285829695551245	5.246527543761921e-06	0.285829695551245	0.0	0.2858308803507797	5.246527543761921e-06	0.2858308803507797	0.0
mp-1018161_Cr	0.0	0.3386265179050195	5.18811267946496e-06	0.3386265179050195	0.0	0.3386263904202466	5.18811267946496e-06	0.3386263904202466	0.0
mp-1021275_Cr	0.0	0.3111471069335234	0.009736458182489152	0.3111471069335234	0.0	0.31160262628326457	0.009736458182489152	0.31160262628326457	0.0
mp-1021301_Cr	0.0	0.3343672459223004	0.024686152445559124	0.3343672459223004	0.0	0.3449221017343242	0.024686152445559124	0.3449221017343242	0.0
mp-1021379_Cr	0.0	0.36789682961819326	0.017566144406323533	0.36789682961819326	0.0	0.3559654445234063	0.017566144406323533	0.3559654445234063	0.0
mp-1021695_Cr	0.0	0.4344557364312785	0.1232170498335453	0.4344557364312785	0.0	0.3133992472040734	0.1232170498335453	0.3133992472040734	0.0
mp-1022627_Cr	0.0	0.47270964711295227	0.15091746728026192	0.47270964711295227	0.0	0.32692657382216883	0.15091746728026192	0.32692657382216883	0.0
mp-1022971_Cr	0.0	0.4149157487963627	0.09623748291689466	0.4149157487963627	0.0	0.3205407000068961	0.09623748291689466	0.3205407000068961	0.0
mp-1023158_Cr	0.0	0.3353838419147584	0.026395196852087785	0.3353838419147584	0.0	0.3236034767148955	0.026395196852087785	0.3236034767148955	0.0
mp-1023188_Cr	0.0	0.40282455586504856	0.08152653624320584	0.40282455586504856	0.0	0.3260633205252662	0.08152653624320584	0.3260633205252662	0.0
mp-1023490_Cr	0.0	0.33390743634162795	0.0071277740940014645	0.33390743634162795	0.0	0.3378900764949018	0.0071277740940014645	0.3378900764949018	0.0
mp-1024044_Cr	0.0	0.5442935423619484	9.008390382805808e-06	0.5442935423619484	0.0	0.5442919740545922	9.008390382805808e-06	0.5442919740545922	0.0
mp-10247_Cr	0.0	0.7448399486798936	0.29923822686746576	0.7448399486798936	0.0	0.5813563457966496	0.29923822686746576	0.5813563457966496	0.0
mp-1025231_Cr	0.0	0.47715700035894737	0.12825931679094107	0.47715700035894737	0.0	0.47804376328345366	0.12825931679094107	0.47804376328345366	0.0
mp-1026410_Cr	0.0	0.3349287511203446	0.04540302081110153	0.3349287511203446	0.0	0.36300624237693024	0.04540302081110153	0.36300624237693024	0.0
mp-1026489_Cr	0.0	0.3289650095447678	0.005928280973563382	0.3289650095447678	0.0	0.3332595889531603	0.005928280973563382	0.3332595889531603	0.0
mp-1026535_Cr	0.0	0.3248854210356629	0.009143859935258772	0.3248854210356629	0.0	0.33060257780114544	0.009143859935258772	0.33060257780114544	0.0
mp-1026539_Cr	0.0	0.4005990496207221	0.13193487126215345	0.4005990496207221	0.0	0.3014428774776587	0.13193487126215345	0.3014428774776587	0.0
mp-1026546_Cr	0.0	0.34798023452608723	0.016179926614451917	0.34798023452608723	0.0	0.357319618842535	0.016179926614451917	0.357319618842535	0.0
mp-1026563_Cr	0.0	0.3941285326179891	0.1124441912785586	0.3941285326179891	0.0	0.32754331279369675	0.1124441912785586	0.32754331279369675	0.0
mp-1026587_Cr	0.0	0.34372337889801113	0.013305910965463671	0.34372337889801113	0.0	0.3513233556625088	0.013305910965463671	0.3513233556625088	0.0
mp-1026604_Cr	0.0	0.3435361435288004	0.014728168649360518	0.3435361435288004	0.0	0.35243360887037806	0.014728168649360518	0.35243360887037806	0.0
mp-1026619_Cr	0.0	0.33861011245215594	0.015243205812219699	0.33861011245215594	0.0	0.34771807589739917	0.015243205812219699	0.34771807589739917	0.0
mp-1026696_Cr	0.0	0.32587006212582104	0.05159584162769543	0.32587006212582104	0.0	0.3539778199915466	0.05159584162769543	0.3539778199915466	0.0
mp-1026723_Cr	0.0	0.33855183306747766	0.015121866945018554	0.33855183306747766	0.0	0.34711786628576424	0.015121866945018554	0.34711786628576424	0.0
mp-1026739_Cr	0.0	0.4121637815009405	0.1687515620245091	0.4121637815009405	0.0	0.31049767635881437	0.1687515620245091	0.31049767635881437	0.0
mp-1026750_Cr	0.0	0.34747110418124805	0.014606749185172541	0.34747110418124805	0.0	0.3562013683312769	0.014606749185172541	0.3562013683312769	0.0
mp-1026793_Cr	0.0	0.34273887113531637	0.0136380952221876	0.34273887113531637	0.0	0.3309183373957279	0.0136380952221876	0.3309183373957279	0.0
mp-1027877_Cr	0.0	0.34210776057043285	0.05350174598942368	0.34210776057043285	0.0	0.29768130185435926	0.05350174598942368	0.29768130185435926	0.0
mp-1028055_Cr	0.0	0.3303737292435458	0.008712580799930683	0.3303737292435458	0.0	0.335970260461221	0.008712580799930683	0.335970260461221	0.0
mp-1028251_Cr	0.0	0.33511956532759896	0.02715507077505028	0.33511956532759896	0.0	0.3426058579121587	0.02715507077505028	0.3426058579121587	0.0
mp-1028345_Cr	0.0	0.32498177041939513	0.006572852229682437	0.32498177041939513	0.0	0.3276494274983652	0.006572852229682437	0.3276494274983652	0.0
mp-1029458_Cr	0.0	0.3310234889166309	0.08368284428468047	0.3310234889166309	0.0	0.3971254624785943	0.08368284428468047	0.3971254624785943	0.0
mp-1029520_Cr	0.0	0.2799351449946349	0.1837506975087319	0.2799351449946349	0.0	0.42128196405828816	0.1837506975087319	0.42128196405828816	0.0
mp-1030818_Cr	0.0	0.4423084194387648	7.881129865306859e-06	0.4423084194387648	0.0	0.442307767124673	7.881129865306859e-06	0.442307767124673	0.0
mp-1030819_Cr	0.0	0.4480317033520352	8.280378198089738e-06	0.4480317033520352	0.0	0.44803043157897776	8.280378198089738e-06	0.44803043157897776	0.0
mp-1031027_Cr	0.0	0.4673284503918762	9.996758968715324e-06	0.4673284503918762	0.0	0.4673247622037118	9.996758968715324e-06	0.4673247622037118	0.0
mp-1031245_Cr	0.0	0.3929168597625005	5.823719406956397e-06	0.3929168597625005	0.0	0.39291454603732123	5.823719406956397e-06	0.39291454603732123	0.0
mp-1031430_Cr	0.0	0.5335022406307004	8.579755306439055e-06	0.5335022406307004	0.0	0.5334992848651658	8.579755306439055e-06	0.5334992848651658	0.0
