Name,0,1,2,3,4,5,6,7,8
mp-1041606_Cr,0.0,0.09913502821962554,0.05045566036518172,0.09913502821962554,0.0,0.05376530617952267,0.05045566036518172,0.05376530617952267,0.0
mp-1007974_Cr,0.0,2.086428016516797e-08,6.930113180529233e-08,2.086428016516797e-08,0.0,7.202097075489276e-08,6.930113180529233e-08,7.202097075489276e-08,0.0
mp-1008280_Cr,0.0,8.44289938280785e-05,0.00016701928942031036,8.44289938280785e-05,0.0,8.259389182304971e-05,0.00016701928942031036,8.259389182304971e-05,0.0
mp-1009079_Cr,0.0,2.0855283549567e-07,3.3551823798836615e-07,2.0855283549567e-07,0.0,1.8252435658094217e-07,3.3551823798836615e-07,1.8252435658094217e-07,0.0
mp-1009485_Cr,0.0,1.759070047732153e-07,2.382309597450139e-07,1.759070047732153e-07,0.0,2.4011237241248686e-07,2.382309597450139e-07,2.4011237241248686e-07,0.0
mp-1009592_Cr,0.0,1.3695684848529017e-07,1.0323383012868618e-07,1.3695684848529017e-07,0.0,1.4854296941075603e-07,1.0323383012868618e-07,1.4854296941075603e-07,0.0
mp-1010071_Cr,0.0,7.583178219192681e-09,4.54278067250315e-08,7.583178219192681e-09,0.0,4.582384492733852e-08,4.54278067250315e-08,4.582384492733852e-08,0.0
mp-1014993_Cr,0.0,2.454990421264452e-07,2.7989096178915645e-07,2.454990421264452e-07,0.0,3.116256778239017e-07,2.7989096178915645e-07,3.116256778239017e-07,0.0
mp-1014995_Cr,0.0,0.01890834546566966,0.011930612015854367,0.01890834546566966,0.0,0.008054399320140524,0.011930612015854367,0.008054399320140524,0.0
mp-1016059_Cr,0.0,0.018834581867521016,0.00776464849322068,0.018834581867521016,0.0,0.023281356750990793,0.00776464849322068,0.023281356750990793,0.0
mp-1016225_Cr,0.0,0.052976420515345075,0.05399460253338107,0.052976420515345075,0.0,0.0013683357006327264,0.05399460253338107,0.0013683357006327264,0.0
mp-1016300_Cr,0.0,0.0264309182200637,0.012458942104843797,0.0264309182200637,0.0,0.01573392823715995,0.012458942104843797,0.01573392823715995,0.0
mp-1016625_Cr,0.0,0.06739361241318576,0.0022576636134630495,0.06739361241318576,0.0,0.06891743585243962,0.0022576636134630495,0.06891743585243962,0.0
mp-1016653_Cr,0.0,0.09147923420314838,0.002014365248923112,0.09147923420314838,0.0,0.09258527455192234,0.002014365248923112,0.09258527455192234,0.0
mp-1016677_Cr,0.0,0.1048646501128666,0.07527373458207089,0.1048646501128666,0.0,0.04511959906995329,0.07527373458207089,0.04511959906995329,0.0
