 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    8.5287000000000006       eV
 efermi =   -10.369127700000000       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1483537548E+001   0.3125674990E-004   0.3450196629E-004   0.9118337728E+000   0.3427900000E-004   0.3783800000E-004
  -0.1479862617E+001   0.3144587228E-004   0.3480859433E-004   0.9115538243E+000   0.3449700000E-004   0.3818600000E-004
  -0.1476187686E+001   0.3163481230E-004   0.3511951696E-004   0.9112721388E+000   0.3471500000E-004   0.3853900000E-004
  -0.1472512755E+001   0.3182174629E-004   0.3543472748E-004   0.9109887004E+000   0.3493100000E-004   0.3889700000E-004
  -0.1468837824E+001   0.3200849568E-004   0.3575330844E-004   0.9107034933E+000   0.3514700000E-004   0.3925900000E-004
  -0.1465162894E+001   0.3219323790E-004   0.3607616428E-004   0.9104165013E+000   0.3536100000E-004   0.3962600000E-004
  -0.1461487963E+001   0.3237688308E-004   0.3640419819E-004   0.9101277080E+000   0.3557400000E-004   0.3999900000E-004
  -0.1457813032E+001   0.3255943035E-004   0.3673558263E-004   0.9098370969E+000   0.3578600000E-004   0.4037600000E-004
  -0.1454138101E+001   0.3274087881E-004   0.3707213044E-004   0.9095446513E+000   0.3599700000E-004   0.4075900000E-004
  -0.1450463170E+001   0.3292122758E-004   0.3741292433E-004   0.9092503543E+000   0.3620700000E-004   0.4114700000E-004
  -0.1446788239E+001   0.3309956678E-004   0.3775795700E-004   0.9089541887E+000   0.3641500000E-004   0.4154000000E-004
  -0.1443113308E+001   0.3327589640E-004   0.3810722108E-004   0.9086561371E+000   0.3662100000E-004   0.4193800000E-004
  -0.1439438377E+001   0.3345112476E-004   0.3846161746E-004   0.9083561821E+000   0.3682600000E-004   0.4234200000E-004
  -0.1435763446E+001   0.3362434290E-004   0.3882022963E-004   0.9080543060E+000   0.3702900000E-004   0.4275100000E-004
  -0.1432088515E+001   0.3379645852E-004   0.3918395768E-004   0.9077504906E+000   0.3723100000E-004   0.4316600000E-004
  -0.1428413585E+001   0.3396565579E-004   0.3955188547E-004   0.9074447179E+000   0.3743000000E-004   0.4358600000E-004
  -0.1424738654E+001   0.3413284275E-004   0.3992491230E-004   0.9071369694E+000   0.3762700000E-004   0.4401200000E-004
  -0.1421063723E+001   0.3429892619E-004   0.4030302925E-004   0.9068272265E+000   0.3782300000E-004   0.4444400000E-004
  -0.1417388792E+001   0.3446209212E-004   0.4068622734E-004   0.9065154703E+000   0.3801600000E-004   0.4488200000E-004
  -0.1413713861E+001   0.3462234145E-004   0.4107359123E-004   0.9062016818E+000   0.3820600000E-004   0.4532500000E-004
  -0.1410038930E+001   0.3478148689E-004   0.4146601851E-004   0.9058858416E+000   0.3839500000E-004   0.4577400000E-004
  -0.1406363999E+001   0.3493681075E-004   0.4186440541E-004   0.9055679302E+000   0.3858000000E-004   0.4623000000E-004
  -0.1402689068E+001   0.3509012542E-004   0.4226693100E-004   0.9052479278E+000   0.3876300000E-004   0.4669100000E-004
  -0.1399014137E+001   0.3524052598E-004   0.4267449155E-004   0.9049258143E+000   0.3894300000E-004   0.4715800000E-004
  -0.1395339206E+001   0.3538801339E-004   0.4308798195E-004   0.9046015694E+000   0.3912000000E-004   0.4763200000E-004
  -0.1391664276E+001   0.3553258863E-004   0.4350648710E-004   0.9042751726E+000   0.3929400000E-004   0.4811200000E-004
  -0.1387989345E+001   0.3567425269E-004   0.4392999702E-004   0.9039466031E+000   0.3946500000E-004   0.4859800000E-004
  -0.1384314414E+001   0.3581210296E-004   0.4435850157E-004   0.9036158398E+000   0.3963200000E-004   0.4909000000E-004
  -0.1380639483E+001   0.3594704475E-004   0.4479289381E-004   0.9032828614E+000   0.3979600000E-004   0.4958900000E-004
  -0.1376964552E+001   0.3607817616E-004   0.4523225939E-004   0.9029476463E+000   0.3995600000E-004   0.5009400000E-004
  -0.1373289621E+001   0.3620549925E-004   0.4567749040E-004   0.9026101727E+000   0.4011200000E-004   0.5060600000E-004
  -0.1369614690E+001   0.3632901613E-004   0.4612767287E-004   0.9022704184E+000   0.4026400000E-004   0.5112400000E-004
  -0.1365939759E+001   0.3644872892E-004   0.4658369792E-004   0.9019283610E+000   0.4041200000E-004   0.5164900000E-004
  -0.1362264828E+001   0.3656463980E-004   0.4704465196E-004   0.9015839777E+000   0.4055600000E-004   0.5218000000E-004
  -0.1358589897E+001   0.3667584972E-004   0.4751142512E-004   0.9012372457E+000   0.4069500000E-004   0.5271800000E-004
  -0.1354914967E+001   0.3678236194E-004   0.4798400509E-004   0.9008881417E+000   0.4082900000E-004   0.5326300000E-004
  -0.1351240036E+001   0.3688417978E-004   0.4846147885E-004   0.9005366420E+000   0.4095800000E-004   0.5381400000E-004
  -0.1347565105E+001   0.3698130661E-004   0.4894563518E-004   0.9001827227E+000   0.4108200000E-004   0.5437300000E-004
  -0.1343890174E+001   0.3707374585E-004   0.4943466055E-004   0.8998263598E+000   0.4120100000E-004   0.5493800000E-004
  -0.1340215243E+001   0.3716060148E-004   0.4992854305E-004   0.8994675286E+000   0.4131400000E-004   0.5550900000E-004
  -0.1336540312E+001   0.3724277720E-004   0.5042906880E-004   0.8991062045E+000   0.4142200000E-004   0.5608800000E-004
  -0.1332865381E+001   0.3731847910E-004   0.5093442589E-004   0.8987423622E+000   0.4152300000E-004   0.5667300000E-004
