 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.22913000000000003       eV
 efermi =   -13.133948300000000       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1585142795E+001  -0.3301155012E-003   0.9423634394E-005   0.9975689025E+000  -0.3309200000E-003   0.9446600000E-005
  -0.1581467864E+001  -0.3259829091E-003   0.9439618317E-005   0.9975607720E+000  -0.3267800000E-003   0.9462700000E-005
  -0.1577792933E+001  -0.3218403911E-003   0.9455800972E-005   0.9975525870E+000  -0.3226300000E-003   0.9479000000E-005
  -0.1574118002E+001  -0.3176979236E-003   0.9472381855E-005   0.9975443469E+000  -0.3184800000E-003   0.9495700000E-005
  -0.1570443071E+001  -0.3135355562E-003   0.9489161440E-005   0.9975360511E+000  -0.3143100000E-003   0.9512600000E-005
  -0.1566768140E+001  -0.3093732406E-003   0.9506339219E-005   0.9975276991E+000  -0.3101400000E-003   0.9529900000E-005
  -0.1563093209E+001  -0.3052109772E-003   0.9523715671E-005   0.9975192902E+000  -0.3059700000E-003   0.9547400000E-005
  -0.1559418278E+001  -0.3010288165E-003   0.9541490285E-005   0.9975108240E+000  -0.3017800000E-003   0.9565300000E-005
  -0.1555743347E+001  -0.2968467094E-003   0.9559563290E-005   0.9975022997E+000  -0.2975900000E-003   0.9583500000E-005
  -0.1552068416E+001  -0.2926546816E-003   0.9577934670E-005   0.9974937169E+000  -0.2933900000E-003   0.9602000000E-005
  -0.1548393486E+001  -0.2884527340E-003   0.9596704158E-005   0.9974850749E+000  -0.2891800000E-003   0.9620900000E-005
  -0.1544718555E+001  -0.2842408673E-003   0.9615771985E-005   0.9974763731E+000  -0.2849600000E-003   0.9640100000E-005
  -0.1541043624E+001  -0.2800290571E-003   0.9635138134E-005   0.9974676109E+000  -0.2807400000E-003   0.9659600000E-005
  -0.1537368693E+001  -0.2757973548E-003   0.9654802589E-005   0.9974587876E+000  -0.2765000000E-003   0.9679400000E-005
  -0.1533693762E+001  -0.2715657105E-003   0.9674865076E-005   0.9974499027E+000  -0.2722600000E-003   0.9699600000E-005
  -0.1530018831E+001  -0.2673241504E-003   0.9695325574E-005   0.9974409553E+000  -0.2680100000E-003   0.9720200000E-005
  -0.1526343900E+001  -0.2630726755E-003   0.9716084320E-005   0.9974319450E+000  -0.2637500000E-003   0.9741100000E-005
  -0.1522668969E+001  -0.2588112866E-003   0.9737241036E-005   0.9974228710E+000  -0.2594800000E-003   0.9762400000E-005
  -0.1518994038E+001  -0.2545499587E-003   0.9758695960E-005   0.9974137326E+000  -0.2552100000E-003   0.9784000000E-005
  -0.1515319107E+001  -0.2502687445E-003   0.9780548814E-005   0.9974045293E+000  -0.2509200000E-003   0.9806000000E-005
  -0.1511644177E+001  -0.2459776191E-003   0.9802699835E-005   0.9973952601E+000  -0.2466200000E-003   0.9828300000E-005
  -0.1507969246E+001  -0.2416865572E-003   0.9825348482E-005   0.9973859246E+000  -0.2423200000E-003   0.9851100000E-005
  -0.1504294315E+001  -0.2373756122E-003   0.9848295252E-005   0.9973765218E+000  -0.2380000000E-003   0.9874200000E-005
  -0.1500619384E+001  -0.2330647325E-003   0.9871639863E-005   0.9973670512E+000  -0.2336800000E-003   0.9897700000E-005
  -0.1496944453E+001  -0.2287339718E-003   0.9895482027E-005   0.9973575120E+000  -0.2293400000E-003   0.9921700000E-005
  -0.1493269522E+001  -0.2243933048E-003   0.9919622247E-005   0.9973479034E+000  -0.2249900000E-003   0.9946000000E-005
  -0.1489594591E+001  -0.2200527059E-003   0.9944160237E-005   0.9973382247E+000  -0.2206400000E-003   0.9970700000E-005
  -0.1485919660E+001  -0.2156922293E-003   0.9969095971E-005   0.9973284750E+000  -0.2162700000E-003   0.9995800000E-005
  -0.1482244729E+001  -0.2113218495E-003   0.9994130229E-005   0.9973186537E+000  -0.2118900000E-003   0.1002100000E-004
  -0.1478569798E+001  -0.2069415677E-003   0.1001996111E-004   0.9973087599E+000  -0.2075000000E-003   0.1004700000E-004
  -0.1474894868E+001  -0.2025513848E-003   0.1004678804E-004   0.9972987928E+000  -0.2031000000E-003   0.1007400000E-004
  -0.1471219937E+001  -0.1981513021E-003   0.1007361368E-004   0.9972887517E+000  -0.1986900000E-003   0.1010100000E-004
  -0.1467545006E+001  -0.1937413205E-003   0.1010043802E-004   0.9972786356E+000  -0.1942700000E-003   0.1012800000E-004
  -0.1463870075E+001  -0.1893114687E-003   0.1012825831E-004   0.9972684437E+000  -0.1898300000E-003   0.1015600000E-004
  -0.1460195144E+001  -0.1848816931E-003   0.1015607726E-004   0.9972581752E+000  -0.1853900000E-003   0.1018400000E-004
  -0.1456520213E+001  -0.1804320497E-003   0.1018489208E-004   0.9972478292E+000  -0.1809300000E-003   0.1021300000E-004
  -0.1452845282E+001  -0.1759625401E-003   0.1021370550E-004   0.9972374048E+000  -0.1764500000E-003   0.1024200000E-004
  -0.1449170351E+001  -0.1714931102E-003   0.1024251750E-004   0.9972269012E+000  -0.1719700000E-003   0.1027100000E-004
  -0.1445495420E+001  -0.1670038167E-003   0.1027332250E-004   0.9972163174E+000  -0.1674700000E-003   0.1030200000E-004
  -0.1441820489E+001  -0.1625046331E-003   0.1030312880E-004   0.9972056525E+000  -0.1629600000E-003   0.1033200000E-004
  -0.1438145559E+001  -0.1579955608E-003   0.1033393081E-004   0.9971949055E+000  -0.1584400000E-003   0.1036300000E-004
  -0.1434470628E+001  -0.1534666292E-003   0.1036572847E-004   0.9971840756E+000  -0.1539000000E-003   0.1039500000E-004
  -0.1430795697E+001  -0.1489278117E-003   0.1039752456E-004   0.9971731618E+000  -0.1493500000E-003   0.1042700000E-004
  -0.1427120766E+001  -0.1443791096E-003   0.1043031622E-004   0.9971621630E+000  -0.1447900000E-003   0.1046000000E-004
  -0.1423445835E+001  -0.1398105527E-003   0.1046310626E-004   0.9971510783E+000  -0.1402100000E-003   0.1049300000E-004
  -0.1419770904E+001  -0.1352321141E-003   0.1049689180E-004   0.9971399066E+000  -0.1356200000E-003   0.1052700000E-004
  -0.1416095973E+001  -0.1306338240E-003   0.1053067564E-004   0.9971286470E+000  -0.1310100000E-003   0.1056100000E-004
  -0.1412421042E+001  -0.1260256553E-003   0.1056545489E-004   0.9971172984E+000  -0.1263900000E-003   0.1059600000E-004
  -0.1408746111E+001  -0.1213976384E-003   0.1060122950E-004   0.9971058597E+000  -0.1217500000E-003   0.1063200000E-004
  -0.1405071180E+001  -0.1167497751E-003   0.1063700231E-004   0.9970943299E+000  -0.1170900000E-003   0.1066800000E-004
  -0.1401396250E+001  -0.1121020089E-003   0.1067277331E-004   0.9970827079E+000  -0.1124300000E-003   0.1070400000E-004
  -0.1397721319E+001  -0.1074244287E-003   0.1071053660E-004   0.9970709925E+000  -0.1077400000E-003   0.1074200000E-004
  -0.1394046388E+001  -0.1027369782E-003   0.1074730093E-004   0.9970591827E+000  -0.1030400000E-003   0.1077900000E-004
  -0.1390371457E+001  -0.9803367649E-004   0.1078605745E-004   0.9970472772E+000  -0.9832400000E-004   0.1081800000E-004
  -0.1386696526E+001  -0.9331253139E-004   0.1082481198E-004   0.9970352750E+000  -0.9359000000E-004   0.1085700000E-004
  -0.1383021595E+001  -0.8857454182E-004   0.1086456154E-004   0.9970231748E+000  -0.8883900000E-004   0.1089700000E-004
  -0.1379346664E+001  -0.8381871270E-004   0.1090430904E-004   0.9970109754E+000  -0.8407000000E-004   0.1093700000E-004
  -0.1375671733E+001  -0.7904604300E-004   0.1094604846E-004   0.9969986756E+000  -0.7928400000E-004   0.1097900000E-004
  -0.1371996802E+001  -0.7425553770E-004   0.1098678874E-004   0.9969862742E+000  -0.7448000000E-004   0.1102000000E-004
  -0.1368321871E+001  -0.6944819583E-004   0.1102952082E-004   0.9969737698E+000  -0.6965900000E-004   0.1106300000E-004
  -0.1364646941E+001  -0.6462102855E-004   0.1107225066E-004   0.9969611613E+000  -0.6481800000E-004   0.1110600000E-004
  -0.1360972010E+001  -0.5977603195E-004   0.1111597519E-004   0.9969484473E+000  -0.5995900000E-004   0.1115000000E-004
  -0.1357297079E+001  -0.5491121430E-004   0.1116069434E-004   0.9969356264E+000  -0.5508000000E-004   0.1119500000E-004
  -0.1353622148E+001  -0.5002857172E-004   0.1120640804E-004   0.9969226974E+000  -0.5018300000E-004   0.1124100000E-004
  -0.1349947217E+001  -0.4512511570E-004   0.1125211932E-004   0.9969096588E+000  -0.4526500000E-004   0.1128700000E-004
  -0.1346272286E+001  -0.4020184553E-004   0.1129882504E-004   0.9968965092E+000  -0.4032700000E-004   0.1133400000E-004
  -0.1342597355E+001  -0.3525876357E-004   0.1134652512E-004   0.9968832473E+000  -0.3536900000E-004   0.1138200000E-004
  -0.1338922424E+001  -0.3029487540E-004   0.1139422263E-004   0.9968698715E+000  -0.3039000000E-004   0.1143000000E-004
  -0.1335247493E+001  -0.2531018350E-004   0.1144391125E-004   0.9968563805E+000  -0.2539000000E-004   0.1148000000E-004
  -0.1331572562E+001  -0.2030369359E-004   0.1149359717E-004   0.9968427726E+000  -0.2036800000E-004   0.1153000000E-004
  -0.1327897632E+001  -0.1527540831E-004   0.1154527402E-004   0.9968290465E+000  -0.1532400000E-004   0.1158200000E-004
  -0.1324222701E+001  -0.1022533033E-004   0.1159694804E-004   0.9968152004E+000  -0.1025800000E-004   0.1163400000E-004
  -0.1320547770E+001  -0.5153163334E-005   0.1164961601E-004   0.9968012329E+000  -0.5169700000E-005   0.1168700000E-004
  -0.1316872839E+001  -0.5805886390E-007   0.1170327784E-004   0.9967871424E+000  -0.5824600000E-007   0.1174100000E-004
  -0.1313197908E+001   0.5060616151E-005   0.1175793345E-004   0.9967729272E+000   0.5077000000E-005   0.1179600000E-004
  -0.1309522977E+001   0.1020282088E-004   0.1181258600E-004   0.9967585856E+000   0.1023600000E-004   0.1185100000E-004
  -0.1305848046E+001   0.1536879753E-004   0.1186922893E-004   0.9967441160E+000   0.1541900000E-004   0.1190800000E-004
  -0.1302173115E+001   0.2055953974E-004   0.1192686540E-004   0.9967295167E+000   0.2062700000E-004   0.1196600000E-004
  -0.1298498184E+001   0.2577604108E-004   0.1198549530E-004   0.9967147858E+000   0.2586100000E-004   0.1202500000E-004
  -0.1294823253E+001   0.3101730156E-004   0.1204511855E-004   0.9966999217E+000   0.3112000000E-004   0.1208500000E-004
  -0.1291148323E+001   0.3628431460E-004   0.1210573507E-004   0.9966849224E+000   0.3640500000E-004   0.1214600000E-004
  -0.1287473392E+001   0.4157807347E-004   0.1216734475E-004   0.9966697862E+000   0.4171700000E-004   0.1220800000E-004
  -0.1283798461E+001   0.4689857467E-004   0.1222994751E-004   0.9966545111E+000   0.4705600000E-004   0.1227100000E-004
  -0.1280123530E+001   0.5224581465E-004   0.1229453988E-004   0.9966390952E+000   0.5242200000E-004   0.1233600000E-004
  -0.1276448599E+001   0.5762178302E-004   0.1235912848E-004   0.9966235366E+000   0.5781700000E-004   0.1240100000E-004
  -0.1272773668E+001   0.6302647599E-004   0.1242570647E-004   0.9966078333E+000   0.6324100000E-004   0.1246800000E-004
  -0.1269098737E+001   0.6845889311E-004   0.1249327710E-004   0.9965919833E+000   0.6869300000E-004   0.1253600000E-004
  -0.1265423806E+001   0.7392102365E-004   0.1256184028E-004   0.9965759845E+000   0.7417500000E-004   0.1260500000E-004
  -0.1261748875E+001   0.7941286355E-004   0.1263239246E-004   0.9965598347E+000   0.7968700000E-004   0.1267600000E-004
  -0.1258073944E+001   0.8493540522E-004   0.1270294040E-004   0.9965435319E+000   0.8523000000E-004   0.1274700000E-004
  -0.1254399014E+001   0.9048864441E-004   0.1277647361E-004   0.9965270738E+000   0.9080400000E-004   0.1282100000E-004
  -0.1250724083E+001   0.9607357328E-004   0.1285000236E-004   0.9965104583E+000   0.9641000000E-004   0.1289500000E-004
  -0.1247049152E+001   0.1016921803E-003   0.1292551956E-004   0.9964936830E+000   0.1020500000E-003   0.1297100000E-004
  -0.1243374221E+001   0.1073404750E-003   0.1300302505E-004   0.9964767456E+000   0.1077200000E-003   0.1304900000E-004
