  atom Z =           15
       -3.03017E-02       -1.75930E-02 total energy part of fprime - 5/3*E_tot/mc**2
           3
  2.00000     -80.231   1
  0.00030      -5.454   3
  0.00060      -5.401   4
  0.0   15.0000
  0.5   14.6490
  1.0   13.7305
  1.5   12.5445
  2.0   11.3669
  2.5   10.3498
  3.0    9.5324
  3.5    8.8900
  4.0    8.3766
  4.5    7.9471
  5.0    7.5665
  5.5    7.2111
  6.0    6.8671
  6.5    6.5275
  7.0    6.1902
  7.5    5.8558
  8.0    5.5266
  8.5    5.2052
  9.0    4.8942
  9.5    4.5961
 10.0    4.3126
 10.5    4.0453
 11.0    3.7948
 11.5    3.5617
 12.0    3.3458
 12.5    3.1469
 13.0    2.9645
 13.5    2.7977
 14.0    2.6458
 14.5    2.5077
 15.0    2.3826
 15.5    2.2693
 16.0    2.1668
 16.5    2.0745
 17.0    1.9911
 17.5    1.9157
 18.0    1.8477
 18.5    1.7866
 19.0    1.7311
 19.5    1.6805
 20.0    1.6349
 20.5    1.5938
 21.0    1.5559
 21.5    1.5207
 22.0    1.4886
 22.5    1.4597
 23.0    1.4329
 23.5    1.4068
 24.0    1.3821
 24.5    1.3598
 25.0    1.3397
 25.5    1.3200
 26.0    1.2998
 26.5    1.2799
 27.0    1.2620
 27.5    1.2462
 28.0    1.2307
 28.5    1.2138
 29.0    1.1957
 29.5    1.1785
 30.0    1.1637
 30.5    1.1507
 31.0    1.1372
 31.5    1.1215
 32.0    1.1042
 32.5    1.0873
 33.0    1.0727
 33.5    1.0608
 34.0    1.0493
 34.5    1.0357
 35.0    1.0196
 35.5    1.0022
 36.0    0.9857
 36.5    0.9719
 37.0    0.9611
 37.5    0.9510
 38.0    0.9388
 38.5    0.9237
 39.0    0.9068
 39.5    0.8898
 40.0    0.8745
