 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.65446000000000004       eV
 efermi =   -9.4886182399999992       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1451179432E+001  -0.7629756736E-003   0.2838554315E-004   0.9930570650E+000  -0.7683100000E-003   0.2858400000E-004
  -0.1447504501E+001  -0.7586381415E-003   0.2816839824E-004   0.9930338519E+000  -0.7639600000E-003   0.2836600000E-004
  -0.1443829571E+001  -0.7543205532E-003   0.2795324510E-004   0.9930104830E+000  -0.7596300000E-003   0.2815000000E-004
  -0.1440154640E+001  -0.7500427680E-003   0.2774107662E-004   0.9929869569E+000  -0.7553400000E-003   0.2793700000E-004
  -0.1436479709E+001  -0.7458047839E-003   0.2753089968E-004   0.9929632719E+000  -0.7510900000E-003   0.2772600000E-004
  -0.1432804778E+001  -0.7415867400E-003   0.2732370714E-004   0.9929394264E+000  -0.7468600000E-003   0.2751800000E-004
  -0.1429129847E+001  -0.7374084940E-003   0.2711949883E-004   0.9929154188E+000  -0.7426700000E-003   0.2731300000E-004
  -0.1425454916E+001  -0.7332501861E-003   0.2691728171E-004   0.9928912473E+000  -0.7385000000E-003   0.2711000000E-004
  -0.1421779985E+001  -0.7291316730E-003   0.2671705569E-004   0.9928669104E+000  -0.7343700000E-003   0.2690900000E-004
  -0.1418105054E+001  -0.7250430241E-003   0.2652080636E-004   0.9928424063E+000  -0.7302700000E-003   0.2671200000E-004
  -0.1414430123E+001  -0.7209842379E-003   0.2632555502E-004   0.9928177333E+000  -0.7262000000E-003   0.2651600000E-004
  -0.1410755192E+001  -0.7169553132E-003   0.2613428003E-004   0.9927928897E+000  -0.7221600000E-003   0.2632400000E-004
  -0.1407080262E+001  -0.7129463207E-003   0.2594400284E-004   0.9927678736E+000  -0.7181400000E-003   0.2613300000E-004
  -0.1403405331E+001  -0.7089771147E-003   0.2575670892E-004   0.9927426832E+000  -0.7141600000E-003   0.2594500000E-004
  -0.1399730400E+001  -0.7050278384E-003   0.2557239808E-004   0.9927173169E+000  -0.7102000000E-003   0.2576000000E-004
  -0.1396055469E+001  -0.7011183451E-003   0.2539007747E-004   0.9926917725E+000  -0.7062800000E-003   0.2557700000E-004
  -0.1392380538E+001  -0.6972287791E-003   0.2520974697E-004   0.9926660484E+000  -0.7023800000E-003   0.2539600000E-004
  -0.1388705607E+001  -0.6933690660E-003   0.2503140648E-004   0.9926401426E+000  -0.6985100000E-003   0.2521700000E-004
  -0.1385030676E+001  -0.6895292782E-003   0.2485604851E-004   0.9926140532E+000  -0.6946600000E-003   0.2504100000E-004
  -0.1381355745E+001  -0.6857193407E-003   0.2468268028E-004   0.9925877782E+000  -0.6908400000E-003   0.2486700000E-004
  -0.1377680814E+001  -0.6819392519E-003   0.2451130169E-004   0.9925613156E+000  -0.6870500000E-003   0.2469500000E-004
  -0.1374005883E+001  -0.6781890101E-003   0.2434191262E-004   0.9925346634E+000  -0.6832900000E-003   0.2452500000E-004
