  atom Z =           23
       -8.41214E-02       -4.84506E-02 total energy part of fprime - 5/3*E_tot/mc**2
           3
  2.00000    -203.015   1
  0.00093     -20.331   3
  0.00184     -20.028   4
  0.0   23.0000
  0.5   22.4024
  1.0   21.0718
  1.5   19.6424
  2.0   18.3088
  2.5   17.0487
  3.0   15.8317
  3.5   14.6583
  4.0   13.5459
  4.5   12.5148
  5.0   11.5799
  5.5   10.7489
  6.0   10.0224
  6.5    9.3953
  7.0    8.8587
  7.5    8.4018
  8.0    8.0127
  8.5    7.6797
  9.0    7.3921
  9.5    7.1399
 10.0    6.9149
 10.5    6.7100
 11.0    6.5194
 11.5    6.3390
 12.0    6.1647
 12.5    5.9952
 13.0    5.8273
 13.5    5.6610
 14.0    5.4960
 14.5    5.3299
 15.0    5.1656
 15.5    5.0025
 16.0    4.8384
 16.5    4.6772
 17.0    4.5195
 17.5    4.3618
 18.0    4.2068
 18.5    4.0584
 19.0    3.9129
 19.5    3.7687
 20.0    3.6301
 20.5    3.4997
 21.0    3.3725
 21.5    3.2471
 22.0    3.1275
 22.5    3.0169
 23.0    2.9116
 23.5    2.8076
 24.0    2.7072
 24.5    2.6140
 25.0    2.5296
 25.5    2.4482
 26.0    2.3676
 26.5    2.2905
 27.0    2.2191
 27.5    2.1563
 28.0    2.0971
 28.5    2.0372
 29.0    1.9796
 29.5    1.9251
 30.0    1.8760
 30.5    1.8344
 31.0    1.7937
 31.5    1.7514
 32.0    1.7113
 32.5    1.6730
 33.0    1.6376
 33.5    1.6090
 34.0    1.5835
 34.5    1.5549
 35.0    1.5259
 35.5    1.4997
 36.0    1.4735
 36.5    1.4492
 37.0    1.4311
 37.5    1.4159
 38.0    1.3967
 38.5    1.3757
 39.0    1.3574
 39.5    1.3397
 40.0    1.3209
