 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.25285000000000002       eV
 efermi =   -8.1591383600000000       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1402321968E+001  -0.5641324978E-005   0.8292692865E-005   0.9973172417E+000  -0.5656500000E-005   0.8315000000E-005
  -0.1398647037E+001  -0.2356639441E-005   0.8318049623E-005   0.9973082697E+000  -0.2363000000E-005   0.8340500000E-005
  -0.1394972107E+001   0.9379399869E-006   0.8343704610E-005   0.9972992375E+000   0.9404800000E-006   0.8366300000E-005
  -0.1391297176E+001   0.4242771461E-005   0.8369657808E-005   0.9972901444E+000   0.4254300000E-005   0.8392400000E-005
  -0.1387622245E+001   0.7557594798E-005   0.8395909198E-005   0.9972809900E+000   0.7578200000E-005   0.8418800000E-005
  -0.1383947314E+001   0.1088222959E-004   0.8422558490E-005   0.9972717734E+000   0.1091200000E-004   0.8445600000E-005
  -0.1380272383E+001   0.1421797138E-004   0.8449505935E-005   0.9972624942E+000   0.1425700000E-004   0.8472700000E-005
  -0.1376597452E+001   0.1756461976E-004   0.8476751514E-005   0.9972531516E+000   0.1761300000E-004   0.8500100000E-005
  -0.1372922521E+001   0.2092217377E-004   0.8504394934E-005   0.9972437451E+000   0.2098000000E-004   0.8527900000E-005
  -0.1369247590E+001   0.2428963521E-004   0.8532336448E-005   0.9972342739E+000   0.2435700000E-004   0.8556000000E-005
  -0.1365572659E+001   0.2766800034E-004   0.8560576036E-005   0.9972247374E+000   0.2774500000E-004   0.8584400000E-005
  -0.1361897728E+001   0.3105826538E-004   0.8589213400E-005   0.9972151349E+000   0.3114500000E-004   0.8613200000E-005
  -0.1358222798E+001   0.3445843487E-004   0.8618248517E-005   0.9972054657E+000   0.3455500000E-004   0.8642400000E-005
  -0.1354547867E+001   0.3787050221E-004   0.8647581644E-005   0.9971957292E+000   0.3797700000E-004   0.8671900000E-005
  -0.1350872936E+001   0.4129446632E-004   0.8677312478E-005   0.9971859246E+000   0.4141100000E-004   0.8701800000E-005
  -0.1347198005E+001   0.4473032613E-004   0.8707341278E-005   0.9971760511E+000   0.4485700000E-004   0.8732000000E-005
  -0.1343523074E+001   0.4817708335E-004   0.8737867456E-005   0.9971661082E+000   0.4831400000E-004   0.8762700000E-005
  -0.1339848143E+001   0.5163573406E-004   0.8768691552E-005   0.9971560949E+000   0.5178300000E-004   0.8793700000E-005
