# Once                                                             FEFF 10.0.0
# POT  SCF  30  3.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=16 Rmt= 1.393 Rnm= 1.534 K  shell
# Pot 1 Z=55 Rmt= 2.242 Rnm= 2.287
# Pot 2 Z=56 Rmt= 2.096 Rnm= 2.174
# Pot 3 Z=23 Rmt= 1.200 Rnm= 1.440
# Pot 4 Z=16 Rmt= 1.388 Rnm= 1.536
# Pot 5 Z=16 Rmt= 1.408 Rnm= 1.541
# Pot 6 Z=16 Rmt= 1.393 Rnm= 1.534
# Gam_ch=5.057E-01 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-8.159E+00eV kf=1.742E+00 Vint=-1.356E+01eV Rs_int= 2.082
#  -----------------------------------------------------------------------
#   0.95681E+00  0.16294E+01  0.57838E+00 -0.2998427E+00  0.9079003E+02 method to calculate xsect
#   5.0571000E-01    351    301
#       em              xsnorm            xsec  
 -0.381591384E+02  0.25285E+00  0.17405E-03 -0.56565E-05  0.83150E-05
 -0.380591384E+02  0.25285E+00  0.17493E-03 -0.23630E-05  0.83405E-05
 -0.379591384E+02  0.25285E+00  0.17582E-03  0.94048E-06  0.83663E-05
 -0.378591384E+02  0.25285E+00  0.17671E-03  0.42543E-05  0.83924E-05
 -0.377591384E+02  0.25285E+00  0.17761E-03  0.75782E-05  0.84188E-05
 -0.376591384E+02  0.25285E+00  0.17852E-03  0.10912E-04  0.84456E-05
 -0.375591384E+02  0.25285E+00  0.17943E-03  0.14257E-04  0.84727E-05
 -0.374591384E+02  0.25285E+00  0.18035E-03  0.17613E-04  0.85001E-05
 -0.373591384E+02  0.25285E+00  0.18127E-03  0.20980E-04  0.85279E-05
 -0.372591384E+02  0.25285E+00  0.18220E-03  0.24357E-04  0.85560E-05
 -0.371591384E+02  0.25285E+00  0.18314E-03  0.27745E-04  0.85844E-05
 -0.370591384E+02  0.25285E+00  0.18408E-03  0.31145E-04  0.86132E-05
 -0.369591384E+02  0.25285E+00  0.18502E-03  0.34555E-04  0.86424E-05
 -0.368591384E+02  0.25285E+00  0.18598E-03  0.37977E-04  0.86719E-05
 -0.367591384E+02  0.25285E+00  0.18694E-03  0.41411E-04  0.87018E-05
 -0.366591384E+02  0.25285E+00  0.18790E-03  0.44857E-04  0.87320E-05
 -0.365591384E+02  0.25285E+00  0.18888E-03  0.48314E-04  0.87627E-05
 -0.364591384E+02  0.25285E+00  0.18986E-03  0.51783E-04  0.87937E-05
 -0.363591384E+02  0.25285E+00  0.19084E-03  0.55265E-04  0.88251E-05
 -0.362591384E+02  0.25285E+00  0.19183E-03  0.58758E-04  0.88569E-05
 -0.361591384E+02  0.25285E+00  0.19283E-03  0.62265E-04  0.88891E-05
 -0.360591384E+02  0.25285E+00  0.19384E-03  0.65784E-04  0.89217E-05
 -0.359591384E+02  0.25285E+00  0.19485E-03  0.69316E-04  0.89547E-05
 -0.358591384E+02  0.25285E+00  0.19587E-03  0.72861E-04  0.89882E-05
 -0.357591384E+02  0.25285E+00  0.19689E-03  0.76419E-04  0.90220E-05
 -0.356591384E+02  0.25285E+00  0.19793E-03  0.79991E-04  0.90563E-05
 -0.355591384E+02  0.25285E+00  0.19897E-03  0.83575E-04  0.90910E-05
 -0.354591384E+02  0.25285E+00  0.20001E-03  0.87174E-04  0.91262E-05
 -0.353591384E+02  0.25285E+00  0.20107E-03  0.90786E-04  0.91618E-05
 -0.352591384E+02  0.25285E+00  0.20213E-03  0.94413E-04  0.91979E-05
 -0.351591384E+02  0.25285E+00  0.20319E-03  0.98053E-04  0.92344E-05
 -0.350591384E+02  0.25285E+00  0.20427E-03  0.10171E-03  0.92715E-05
 -0.349591384E+02  0.25285E+00  0.20535E-03  0.10538E-03  0.93090E-05
 -0.348591384E+02  0.25285E+00  0.20644E-03  0.10906E-03  0.93469E-05
 -0.347591384E+02  0.25285E+00  0.20754E-03  0.11276E-03  0.93854E-05
 -0.346591384E+02  0.25285E+00  0.20864E-03  0.11648E-03  0.94244E-05
 -0.345591384E+02  0.25285E+00  0.20975E-03  0.12021E-03  0.94639E-05
 -0.344591384E+02  0.25285E+00  0.21087E-03  0.12395E-03  0.95039E-05
 -0.343591384E+02  0.25285E+00  0.21200E-03  0.12771E-03  0.95444E-05
 -0.342591384E+02  0.25285E+00  0.21313E-03  0.13149E-03  0.95855E-05
 -0.341591384E+02  0.25285E+00  0.21428E-03  0.13528E-03  0.96271E-05
 -0.340591384E+02  0.25285E+00  0.21543E-03  0.13909E-03  0.96692E-05
 -0.339591384E+02  0.25285E+00  0.21659E-03  0.14292E-03  0.97120E-05
 -0.338591384E+02  0.25285E+00  0.21775E-03  0.14676E-03  0.97552E-05
 -0.337591384E+02  0.25285E+00  0.21893E-03  0.15062E-03  0.97991E-05
 -0.336591384E+02  0.25285E+00  0.22011E-03  0.15450E-03  0.98436E-05
 -0.335591384E+02  0.25285E+00  0.22130E-03  0.15839E-03  0.98886E-05
 -0.334591384E+02  0.25285E+00  0.22250E-03  0.16231E-03  0.99343E-05
 -0.333591384E+02  0.25285E+00  0.22371E-03  0.16624E-03  0.99806E-05
 -0.332591384E+02  0.25285E+00  0.22492E-03  0.17019E-03  0.10027E-04
 -0.331591384E+02  0.25285E+00  0.22615E-03  0.17415E-03  0.10075E-04
 -0.330591384E+02  0.25285E+00  0.22738E-03  0.17814E-03  0.10123E-04
 -0.329591384E+02  0.25285E+00  0.22862E-03  0.18215E-03  0.10172E-04
 -0.328591384E+02  0.25285E+00  0.22987E-03  0.18617E-03  0.10222E-04
 -0.327591384E+02  0.25285E+00  0.23113E-03  0.19021E-03  0.10272E-04
 -0.326591384E+02  0.25285E+00  0.23240E-03  0.19428E-03  0.10323E-04
 -0.325591384E+02  0.25285E+00  0.23368E-03  0.19836E-03  0.10374E-04
 -0.324591384E+02  0.25285E+00  0.23496E-03  0.20247E-03  0.10427E-04
 -0.323591384E+02  0.25285E+00  0.23626E-03  0.20659E-03  0.10480E-04
 -0.322591384E+02  0.25285E+00  0.23756E-03  0.21074E-03  0.10534E-04
 -0.321591384E+02  0.25285E+00  0.23888E-03  0.21491E-03  0.10588E-04
 -0.320591384E+02  0.25285E+00  0.24020E-03  0.21910E-03  0.10644E-04
 -0.319591384E+02  0.25285E+00  0.24153E-03  0.22331E-03  0.10700E-04
 -0.318591384E+02  0.25285E+00  0.24288E-03  0.22754E-03  0.10757E-04
 -0.317591384E+02  0.25285E+00  0.24423E-03  0.23179E-03  0.10815E-04
 -0.316591384E+02  0.25285E+00  0.24559E-03  0.23607E-03  0.10873E-04
 -0.315591384E+02  0.25285E+00  0.24696E-03  0.24037E-03  0.10933E-04
 -0.314591384E+02  0.25285E+00  0.24834E-03  0.24470E-03  0.10993E-04
 -0.313591384E+02  0.25285E+00  0.24973E-03  0.24905E-03  0.11054E-04
 -0.312591384E+02  0.25285E+00  0.25113E-03  0.25342E-03  0.11116E-04
 -0.311591384E+02  0.25285E+00  0.25255E-03  0.25782E-03  0.11179E-04
 -0.310591384E+02  0.25285E+00  0.25397E-03  0.26224E-03  0.11243E-04
 -0.309591384E+02  0.25285E+00  0.25540E-03  0.26669E-03  0.11308E-04
