parent_dir,m00,m01,m02,m10,m11,m12,m20,m21,m22
LaScSb_Sc,0.0,0.03795572242348194,0.043334513829002955,0.03795572242348194,0.0,0.02533460854805068,0.043334513829002955,0.02533460854805068,0.0
SrTiN2_Ti,0.0,1.4683577808918236e-06,0.5116066860153755,1.4683577808918236e-06,0.0,0.5116067819860124,0.5116066860153755,0.5116067819860124,0.0
TiNiAs_Ti,0.0,0.06265118622615953,0.16199787829769774,0.06265118622615953,0.0,0.1368502525575521,0.16199787829769774,0.1368502525575521,0.0
CsBaVS4_V,0.0,0.07968776822967504,0.09385785876207155,0.07968776822967504,0.0,0.055975457100515325,0.09385785876207155,0.055975457100515325,0.0
ErVO4_V,0.0,1.6543117917045367e-06,0.32173297434405224,1.6543117917045367e-06,0.0,0.3217331078635662,0.32173297434405224,0.3217331078635662,0.0
VPO5_V,0.0,3.55592477487516e-06,0.8602048579272946,3.55592477487516e-06,0.0,0.860204833704037,0.8602048579272946,0.860204833704037,0.0
CrB_Cr,0.0,0.2331438217235558,0.1791581252998099,0.2331438217235558,0.0,0.16640674647782444,0.1791581252998099,0.16640674647782444,0.0
CrF4_Cr,0.0,0.062338203200962984,0.3874402380513853,0.062338203200962984,0.0,0.4477674379851685,0.3874402380513853,0.4477674379851685,0.0
MgCrO4_Cr,0.0,0.16366921710265492,0.10813094022560733,0.16366921710265492,0.0,0.2559284729634646,0.10813094022560733,0.2559284729634646,0.0
SrCrF4_Cr,0.0,2.0670168454746416e-06,0.4687965656983385,2.0670168454746416e-06,0.0,0.4687956001516789,0.4687965656983385,0.4687956001516789,0.0
MnBr2_Mn,0.0,4.226027185118469e-06,0.11359051412761968,4.226027185118469e-06,0.0,0.1135910122781119,0.11359051412761968,0.1135910122781119,0.0
MnPO4_Mn,0.0,0.1704835696534514,0.28628836324057433,0.1704835696534514,0.0,0.16829445249252348,0.28628836324057433,0.16829445249252348,0.0
NaFeF4_Fe,0.0,0.07288451895302606,0.23307756006490896,0.07288451895302606,0.0,0.28540887824056455,0.23307756006490896,0.28540887824056455,0.0
NdFeO3_Fe,0.0,0.07681472454035963,0.05083108664412689,0.07681472454035963,0.0,0.05809468194381202,0.05083108664412689,0.05809468194381202,0.0
NbCoSi_Co,0.0,0.16482456700206424,0.11099071532830594,0.16482456700206424,0.0,0.08543863062006493,0.11099071532830594,0.08543863062006493,0.0
TbCoGe2_Co,0.0,0.1999809964669327,0.20312723556856604,0.1999809964669327,0.0,0.01661298005886283,0.20312723556856604,0.01661298005886283,0.0
LaNiAs_Ni,0.0,2.870569881262872e-06,0.5436034088996238,2.870569881262872e-06,0.0,0.5436013773052767,0.5436034088996238,0.5436013773052767,0.0
Na3NiF6_Ni,0.0,0.14969369540156996,0.2676801516332825,0.14969369540156996,0.0,0.11798645623171258,0.2676801516332825,0.11798645623171258,0.0
NdNiP_Ni,0.0,2.9467122062485395e-06,0.5432553373472363,2.9467122062485395e-06,0.0,0.5432553609594681,0.5432553373472363,0.5432553609594681,0.0
TiNiAs_Ni,0.0,0.11982197840549841,0.05670978869413188,0.11982197840549841,0.0,0.12208303979863488,0.05670978869413188,0.12208303979863488,0.0
AlCuS2_Cu,0.0,6.551442254461544e-07,0.0482919758139366,6.551442254461544e-07,0.0,0.04829193988027229,0.0482919758139366,0.04829193988027229,0.0
CuH2SO5_Cu,0.0,0.33947844482143225,0.1754177577542693,0.33947844482143225,0.0,0.19465295484847323,0.1754177577542693,0.19465295484847323,0.0
Li3CuO3_Cu,0.0,3.5821821409903295e-06,0.8212995542862944,3.5821821409903295e-06,0.0,0.821298800028928,0.8212995542862944,0.821298800028928,0.0
K2ZnF4_Zn,0.0,1.322618878961262e-06,0.30156519989925545,1.322618878961262e-06,0.0,0.3015655959260645,0.30156519989925545,0.3015655959260645,0.0
KZnSb_Zn,0.0,4.41569398293188e-06,0.6595206561092463,4.41569398293188e-06,0.0,0.6595164554431291,0.6595206561092463,0.6595164554431291,0.0
ZnBr2_Zn,0.0,0.0458577414554184,0.006318117786178517,0.0458577414554184,0.0,0.04468948214156128,0.006318117786178517,0.04468948214156128,0.0
