  atom Z =           19
       -5.33727E-02       -3.08071E-02 total energy part of fprime - 5/3*E_tot/mc**2
           3
  2.00000    -134.180   1
  0.00057     -11.599   3
  0.00113     -11.489   4
  0.0   19.0000
  0.5   18.4667
  1.0   17.3442
  1.5   16.1573
  2.0   14.9668
  2.5   13.7600
  3.0   12.5859
  3.5   11.5056
  4.0   10.5581
  4.5    9.7561
  5.0    9.0928
  5.5    8.5501
  6.0    8.1055
  6.5    7.7363
  7.0    7.4220
  7.5    7.1459
  8.0    6.8946
  8.5    6.6586
  9.0    6.4309
  9.5    6.2073
 10.0    5.9853
 10.5    5.7637
 11.0    5.5423
 11.5    5.3221
 12.0    5.1028
 12.5    4.8873
 13.0    4.6745
 13.5    4.4670
 14.0    4.2664
 14.5    4.0704
 15.0    3.8833
 15.5    3.7050
 16.0    3.5323
 16.5    3.3696
 17.0    3.2176
 17.5    3.0713
 18.0    2.9332
 18.5    2.8068
 19.0    2.6878
 19.5    2.5739
 20.0    2.4683
 20.5    2.3734
 21.0    2.2838
 21.5    2.1982
 22.0    2.1188
 22.5    2.0485
 23.0    1.9836
 23.5    1.9208
 24.0    1.8619
 24.5    1.8082
 25.0    1.7618
 25.5    1.7175
 26.0    1.6742
 26.5    1.6341
 27.0    1.5966
 27.5    1.5651
 28.0    1.5357
 28.5    1.5051
 29.0    1.4773
 29.5    1.4506
 30.0    1.4258
 30.5    1.4062
 31.0    1.3861
 31.5    1.3640
 32.0    1.3449
 32.5    1.3261
 33.0    1.3071
 33.5    1.2924
 34.0    1.2796
 34.5    1.2629
 35.0    1.2464
 35.5    1.2328
 36.0    1.2179
 36.5    1.2027
 37.0    1.1916
 37.5    1.1823
 38.0    1.1689
 38.5    1.1539
 39.0    1.1419
 39.5    1.1300
 40.0    1.1163
