 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.86458999999999986       eV
 efermi =   -10.719726800000000       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1496421823E+001  -0.4106490599E-003   0.1407967943E-004   0.9908289537E+000  -0.4144500000E-003   0.1421000000E-004
  -0.1492746892E+001  -0.4090015376E-003   0.1402772231E-004   0.9907982984E+000  -0.4128000000E-003   0.1415800000E-004
  -0.1489071961E+001  -0.4073738473E-003   0.1397675624E-004   0.9907674375E+000  -0.4111700000E-003   0.1410700000E-004
  -0.1485397030E+001  -0.4057362652E-003   0.1392579040E-004   0.9907363689E+000  -0.4095300000E-003   0.1405600000E-004
  -0.1481722099E+001  -0.4041185135E-003   0.1387581550E-004   0.9907050906E+000  -0.4079100000E-003   0.1400600000E-004
  -0.1478047168E+001  -0.4025007771E-003   0.1382584077E-004   0.9906736004E+000  -0.4062900000E-003   0.1395600000E-004
  -0.1474372237E+001  -0.4008830562E-003   0.1377685685E-004   0.9906418962E+000  -0.4046700000E-003   0.1390700000E-004
  -0.1470697306E+001  -0.3992752569E-003   0.1372787304E-004   0.9906099758E+000  -0.4030600000E-003   0.1385800000E-004
  -0.1467022375E+001  -0.3976773784E-003   0.1367987993E-004   0.9905778369E+000  -0.4014600000E-003   0.1381000000E-004
  -0.1463347445E+001  -0.3960795146E-003   0.1363188686E-004   0.9905454774E+000  -0.3998600000E-003   0.1376200000E-004
  -0.1459672514E+001  -0.3944915706E-003   0.1358488435E-004   0.9905128949E+000  -0.3982700000E-003   0.1371500000E-004
  -0.1455997583E+001  -0.3929036409E-003   0.1353788183E-004   0.9904800870E+000  -0.3966800000E-003   0.1366800000E-004
  -0.1452322652E+001  -0.3913256301E-003   0.1349087929E-004   0.9904470516E+000  -0.3951000000E-003   0.1362100000E-004
  -0.1448647721E+001  -0.3897575373E-003   0.1344486715E-004   0.9904137861E+000  -0.3935300000E-003   0.1357500000E-004
  -0.1444972790E+001  -0.3881894578E-003   0.1339984530E-004   0.9903802883E+000  -0.3919600000E-003   0.1353000000E-004
  -0.1441297859E+001  -0.3866213918E-003   0.1335482330E-004   0.9903465556E+000  -0.3903900000E-003   0.1348500000E-004
  -0.1437622928E+001  -0.3850632426E-003   0.1330980115E-004   0.9903125855E+000  -0.3888300000E-003   0.1344000000E-004
  -0.1433947997E+001  -0.3835150093E-003   0.1326576912E-004   0.9902783756E+000  -0.3872800000E-003   0.1339600000E-004
  -0.1430273066E+001  -0.3819667885E-003   0.1322173686E-004   0.9902439233E+000  -0.3857300000E-003   0.1335200000E-004
  -0.1426598136E+001  -0.3804185805E-003   0.1317869459E-004   0.9902092260E+000  -0.3841800000E-003   0.1330900000E-004
  -0.1422923205E+001  -0.3788802869E-003   0.1313565201E-004   0.9901742812E+000  -0.3826400000E-003   0.1326600000E-004
  -0.1419248274E+001  -0.3773519071E-003   0.1309359927E-004   0.9901390860E+000  -0.3811100000E-003   0.1322400000E-004
  -0.1415573343E+001  -0.3758235389E-003   0.1305154615E-004   0.9901036379E+000  -0.3795800000E-003   0.1318200000E-004
  -0.1411898412E+001  -0.3742951825E-003   0.1300949265E-004   0.9900679341E+000  -0.3780500000E-003   0.1314000000E-004
  -0.1408223481E+001  -0.3727767384E-003   0.1296842880E-004   0.9900319718E+000  -0.3765300000E-003   0.1309900000E-004
  -0.1404548550E+001  -0.3712583056E-003   0.1292736448E-004   0.9899957483E+000  -0.3750100000E-003   0.1305800000E-004
  -0.1400873619E+001  -0.3697497838E-003   0.1288728965E-004   0.9899592606E+000  -0.3735000000E-003   0.1301800000E-004
  -0.1397198688E+001  -0.3682511722E-003   0.1284721428E-004   0.9899225059E+000  -0.3720000000E-003   0.1297800000E-004
  -0.1393523757E+001  -0.3667426719E-003   0.1280812824E-004   0.9898854811E+000  -0.3704900000E-003   0.1293900000E-004
  -0.1389848827E+001  -0.3652539797E-003   0.1276904157E-004   0.9898481834E+000  -0.3690000000E-003   0.1290000000E-004
  -0.1386173896E+001  -0.3637553991E-003   0.1272995425E-004   0.9898106098E+000  -0.3675000000E-003   0.1286100000E-004
