natx =      579
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -1.56095      1.04691      0.21086   2      1.89131
      2.01396      0.94124      0.15073   1      2.22816
     -0.16102     -1.70208     -1.45404   1      2.24438
     -2.52270     -0.59555     -0.37619   3      2.61920
     -0.51406      2.54538      0.59357   5      2.66374
     -1.59994      0.47136      2.08601   4      2.67085
     -0.16102     -1.38517      2.28371   1      2.67581
     -0.51406     -2.74127      0.59357   5      2.85151
     -1.59994      1.72804     -1.65174   4      2.87649
      2.36700     -0.09794     -1.89688   5      3.03486
      1.85294     -0.44392      2.43444   6      3.09143
     -0.51406     -0.34598     -3.14418   5      3.20466
      1.85294     -2.64332     -1.30331   6      3.48126
      1.85294      2.64332     -1.30331   6      3.48126
      3.45288     -0.91528      0.34843   4      3.58908
      2.36700      2.29734      1.84087   5      3.77747
     -3.23001      2.04778      0.49844   3      3.85679
     -0.16102      3.58457     -1.45404   1      3.87160
     -1.56095      1.15248     -3.52689   2      4.02539
      3.41389     -1.59641     -1.51417   2      4.06151
      2.36700     -2.98930      1.84087   5      4.23407
     -1.59994     -3.55860     -1.65174   4      4.23694
      2.01396      1.25816     -3.58702   1      4.30183
     -0.00000      2.19940     -3.73775   6      4.33683
     -0.00000      2.19940      3.73775   6      4.33683
      3.41389     -1.49084      2.22358   2      4.33838
     -0.51406     -0.34598      4.33132   5      4.37542
     -1.56095      1.15248      3.94861   2      4.39958
     -4.19177     -1.59641     -0.08861   2      4.48634
     -1.56095     -4.23973      0.21086   2      4.52287
     -0.16102      3.90148      2.28371   1      4.52358
      2.01396      1.25816      3.88848   1      4.55623
     -3.23001      0.15162     -3.23931   3      4.57702
     -3.23001     -3.23887      0.49844   3      4.60127
     -4.15278     -0.91528      1.77399   4      4.60764
      2.01396     -4.34540      0.15073   1      4.79179
      0.00000     -3.08724     -3.73775   6      4.84787
      0.00000     -3.08724      3.73775   6      4.84787
     -2.52270     -2.49170      3.36156   3      4.88597
      4.37564      2.04778     -0.92712   3      4.91927
     -2.52270      2.79495      3.36156   3      5.04736
     -4.15278     -2.17196     -1.96376   4      5.08128
      4.37564      0.15162      2.81063   3      5.20278
      3.41389      3.69024     -1.51417   2      5.25026
     -5.23866     -0.09794     -0.47132   5      5.26073
      0.00000     -5.28664     -0.00000   6      5.28664
     -0.00000      5.28664      0.00000   6      5.28664
      3.45288     -2.17196     -3.38932   4      5.30352
     -3.23001      0.15162      4.23619   3      5.32928
     -2.52270      4.69110     -0.37619   3      5.33966
     -0.16102     -1.38517     -5.19179   1      5.37581
      1.85294     -0.44392     -5.04106   6      5.38913
      5.08295     -0.59555     -1.80175   3      5.42562
     -2.52270     -2.49170     -4.11394   3      5.43112
     -1.59994     -4.81528      2.08601   4      5.48618
      4.37564     -3.23887     -0.92712   3      5.52232
     -4.15278      3.11468     -1.96376   4      5.55006
      3.41389      3.79581      2.22358   2      5.56840
     -2.52270      2.79495     -4.11394   3      5.57676
      3.45288      4.37136      0.34843   4      5.58145
     -4.19177      3.69024     -0.08861   2      5.58539
     -1.59994      0.47136     -5.38949   4      5.64168
     -1.56095     -4.13416     -3.52689   2      5.65392
      1.85294      4.84272      2.43444   6      5.72816
     -4.19177     -1.49084      3.64914   2      5.75411
      3.45288      3.11468     -3.38932   4      5.75423
      2.01396     -4.02849     -3.58702   1      5.75773
      3.45288     -2.17196      4.08618   4      5.77379
     -4.19177     -1.49084     -3.82636   2      5.86809
     -0.51406      4.94067     -3.14418   5      5.87880
     -5.59170      0.94124      1.57629   1      5.88538
     -1.56095     -4.13416      3.94861   2      5.92616
      2.01396     -4.02849      3.88848   1      5.95021
      5.08295     -2.49170      1.93600   3      5.98273
      2.36700      5.18870     -1.89688   5      6.01027
      6.00572      0.47136      0.66045   4      6.06028
      2.36700     -0.09794      5.57862   5      6.06080
      5.08295      2.79495      1.93600   3      6.11525
     -5.59170      1.25816     -2.16146   1      6.12552
      2.36700     -5.38459     -1.89688   5      6.18018
      3.45288      3.11468      4.08618   4      6.19035
      6.04471      1.04691     -1.21470   2      6.25380
     -0.16102     -1.70208      6.02146   1      6.25947
     -1.59994      1.72804      5.82376   4      6.28189
     -4.15278      4.37136      1.77399   4      6.28502
     -1.59994      5.75800      2.08601   4      6.32976
