  -0.1451263052E+001   0.6506219562E-002   0.2501641031E-004
  -0.1447588121E+001   0.6523731183E-002   0.2252536839E-004
  -0.1443913190E+001   0.6540696754E-002   0.2078328673E-004
  -0.1440238259E+001   0.6557680151E-002   0.1974427925E-004
  -0.1436563328E+001   0.6574903207E-002   0.1911448359E-004
  -0.1432888397E+001   0.6592451065E-002   0.1873384688E-004
  -0.1429213466E+001   0.6610246026E-002   0.1851956456E-004
  -0.1425538535E+001   0.6628264471E-002   0.1839925931E-004
  -0.1421863604E+001   0.6646488517E-002   0.1832080332E-004
  -0.1418188674E+001   0.6664958988E-002   0.1826934556E-004
  -0.1414513743E+001   0.6683663058E-002   0.1826953229E-004
  -0.1410838812E+001   0.6702536035E-002   0.1831403050E-004
  -0.1407163881E+001   0.6721570807E-002   0.1836335661E-004
  -0.1403488950E+001   0.6740815292E-002   0.1842700919E-004
  -0.1399814019E+001   0.6760213061E-002   0.1850258313E-004
  -0.1396139088E+001   0.6779814295E-002   0.1858872429E-004
  -0.1392464157E+001   0.6799564294E-002   0.1868252663E-004
  -0.1388789226E+001   0.6819513951E-002   0.1876974496E-004
  -0.1385114295E+001   0.6839661304E-002   0.1888321140E-004
  -0.1381439365E+001   0.6859951750E-002   0.1901988224E-004
  -0.1377764434E+001   0.6880384467E-002   0.1913278299E-004
  -0.1374089503E+001   0.6901063321E-002   0.1926356589E-004
  -0.1370414572E+001   0.6921833427E-002   0.1939941350E-004
  -0.1366739641E+001   0.6942850043E-002   0.1952478214E-004
  -0.1363064710E+001   0.6964010221E-002   0.1966887456E-004
  -0.1359389779E+001   0.6985365623E-002   0.1980458377E-004
  -0.1355714848E+001   0.7006916107E-002   0.1996134335E-004
  -0.1352039917E+001   0.7028610151E-002   0.2012194346E-004
  -0.1348364986E+001   0.7050500579E-002   0.2026882885E-004
  -0.1344690056E+001   0.7072589199E-002   0.2041725228E-004
  -0.1341015125E+001   0.7094876636E-002   0.2057279790E-004
  -0.1337340194E+001   0.7117362535E-002   0.2074877828E-004
  -0.1333665263E+001   0.7139996085E-002   0.2091467317E-004
  -0.1329990332E+001   0.7162880669E-002   0.2108436086E-004
  -0.1326315401E+001   0.7185914725E-002   0.2127172996E-004
  -0.1322640470E+001   0.7209150636E-002   0.2143255642E-004
  -0.1318965539E+001   0.7232641097E-002   0.2161346321E-004
  -0.1315290608E+001   0.7256283549E-002   0.2181691012E-004
  -0.1311615677E+001   0.7280130030E-002   0.2200649478E-004
  -0.1307940747E+001   0.7304183253E-002   0.2218257597E-004
  -0.1304265816E+001   0.7328495871E-002   0.2237727248E-004
  -0.1300590885E+001   0.7352966873E-002   0.2257739588E-004
  -0.1296915954E+001   0.7377699211E-002   0.2276731530E-004
  -0.1293241023E+001   0.7402642743E-002   0.2297888642E-004
  -0.1289566092E+001   0.7427797433E-002   0.2319763915E-004
  -0.1285891161E+001   0.7453164460E-002   0.2341875068E-004
  -0.1282216230E+001   0.7478746954E-002   0.2362484882E-004
  -0.1278541299E+001   0.7504598425E-002   0.2383385957E-004
  -0.1274866368E+001   0.7530669580E-002   0.2404955569E-004
  -0.1271191438E+001   0.7557011659E-002   0.2428730210E-004
  -0.1267516507E+001   0.7583524425E-002   0.2451418629E-004
  -0.1263841576E+001   0.7610362477E-002   0.2474461182E-004
  -0.1260166645E+001   0.7637374983E-002   0.2498005939E-004
  -0.1256491714E+001   0.7664716061E-002   0.2522026371E-004
  -0.1252816783E+001   0.7692235690E-002   0.2546426261E-004
  -0.1249141852E+001   0.7720087823E-002   0.2570076773E-004
  -0.1245466921E+001   0.7748172005E-002   0.2597203632E-004
  -0.1241791990E+001   0.7776490371E-002   0.2621770227E-004
  -0.1238117059E+001   0.7805147057E-002   0.2646818883E-004
  -0.1234442129E+001   0.7834041735E-002   0.2674251995E-004
  -0.1230767198E+001   0.7863225970E-002   0.2702372204E-004
  -0.1227092267E+001   0.7892651767E-002   0.2729285427E-004
  -0.1223417336E+001   0.7922423637E-002   0.2756568680E-004
  -0.1219742405E+001   0.7952442423E-002   0.2784555277E-004
  -0.1216067474E+001   0.7982811078E-002   0.2813428917E-004
  -0.1212392543E+001   0.8013430345E-002   0.2844292961E-004
  -0.1208717612E+001   0.8044353533E-002   0.2872608956E-004
  -0.1205042681E+001   0.8075634048E-002   0.2901673482E-004
  -0.1201367750E+001   0.8107223019E-002   0.2934675327E-004
  -0.1197692820E+001   0.8139071693E-002   0.2966688053E-004
  -0.1194017889E+001   0.8171285741E-002   0.2995821361E-004
  -0.1190342958E+001   0.8203868504E-002   0.3027408563E-004
  -0.1186668027E+001   0.8236769636E-002   0.3061897158E-004
  -0.1182993096E+001   0.8269990467E-002   0.3097255756E-004
  -0.1179318165E+001   0.8303534809E-002   0.3131285082E-004
  -0.1175643234E+001   0.8337458198E-002   0.3164051217E-004
  -0.1171968303E+001   0.8371764689E-002   0.3197682418E-004
  -0.1168293372E+001   0.8406455770E-002   0.3234390111E-004
  -0.1164618441E+001   0.8441481256E-002   0.3273646864E-004
