#HD#     0.1877554816E+01     0.1831987525E+02 
    0.1000000000E+00     0.3967767937E-02    -0.4645992144E-04     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1328565916E+05 
    0.2000000000E+00     0.7942934172E-02    -0.1850108473E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4718232997E+04 
    0.3000000000E+00     0.1191197041E-01    -0.4144600396E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2579523810E+04 
    0.4000000000E+00     0.1587272243E-01    -0.7336407488E-03     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1682705553E+04 
    0.5000000000E+00     0.1982307685E-01    -0.1141410817E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.1209217980E+04 
    0.6000000000E+00     0.2376095967E-01    -0.1636651730E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.9238063196E+03 
    0.7000000000E+00     0.2768433490E-01    -0.2218267718E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.7362013994E+03 
    0.8000000000E+00     0.3159120325E-01    -0.2885184878E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.6051080406E+03 
    0.9000000000E+00     0.3547960081E-01    -0.3636350350E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.5092336724E+03 
    0.1000000000E+01     0.3934759786E-01    -0.4470731509E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.4365992534E+03 
    0.1100000000E+01     0.4319329771E-01    -0.5387315206E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3800016951E+03 
    0.1200000000E+01     0.4701483552E-01    -0.6385107025E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.3348759969E+03 
    0.1300000000E+01     0.5081037725E-01    -0.7463130579E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2982031409E+03 
    0.1400000000E+01     0.5457811862E-01    -0.8620426825E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2679148743E+03 
    0.1500000000E+01     0.5831628408E-01    -0.9856053413E-02     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2425516084E+03 
    0.1600000000E+01     0.6202312584E-01    -0.1116908405E-01     0.1000000000E+01     0.0000000000E+00     0.1000000000E+01     0.0000000000E+00     0.2210568666E+03 
