 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.10446000000000000       eV
 efermi =   -9.4907745400000003       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1451258675E+001   0.6487601485E-002   0.1979903138E-004   0.9988916495E+000   0.6494800000E-002   0.1982100000E-004
  -0.1447583744E+001   0.6505657282E-002   0.1993680445E-004   0.9988879426E+000   0.6512900000E-002   0.1995900000E-004
  -0.1443908813E+001   0.6523712782E-002   0.2007557487E-004   0.9988842109E+000   0.6531000000E-002   0.2009800000E-004
  -0.1440233882E+001   0.6541967758E-002   0.2021634151E-004   0.9988804541E+000   0.6549300000E-002   0.2023900000E-004
  -0.1436558951E+001   0.6560422205E-002   0.2035910433E-004   0.9988766719E+000   0.6567800000E-002   0.2038200000E-004
  -0.1432884020E+001   0.6578876344E-002   0.2050386328E-004   0.9988728640E+000   0.6586300000E-002   0.2052700000E-004
  -0.1429209089E+001   0.6597529945E-002   0.2064961946E-004   0.9988690302E+000   0.6605000000E-002   0.2067300000E-004
  -0.1425534159E+001   0.6616383002E-002   0.2079737171E-004   0.9988651703E+000   0.6623900000E-002   0.2082100000E-004
  -0.1421859228E+001   0.6635335623E-002   0.2094612112E-004   0.9988612839E+000   0.6642900000E-002   0.2097000000E-004
  -0.1418184297E+001   0.6654387805E-002   0.2109786539E-004   0.9988573709E+000   0.6662000000E-002   0.2112200000E-004
  -0.1414509366E+001   0.6673639427E-002   0.2125060674E-004   0.9988534308E+000   0.6681300000E-002   0.2127500000E-004
  -0.1410834435E+001   0.6692990600E-002   0.2140534400E-004   0.9988494635E+000   0.6700700000E-002   0.2143000000E-004
  -0.1407159504E+001   0.6712441318E-002   0.2156207713E-004   0.9988454686E+000   0.6720200000E-002   0.2158700000E-004
  -0.1403484573E+001   0.6732091461E-002   0.2172080608E-004   0.9988414459E+000   0.6739900000E-002   0.2174600000E-004
