natx =      714
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -0.57747      0.62984     -1.18813   8      1.46350
     -0.68963      0.45852      1.23759   7      1.48911
     -0.07661     -1.49585     -0.03879  10      1.49831
      1.45620      0.43308      0.07064   9      1.52087
      1.87419      1.64642     -1.06217   4      2.71136
     -2.04444      2.15771     -0.71414   3      3.05703
      0.86045     -2.80792     -1.19062   2      3.16897
      2.96745     -0.34592      1.08311   1      3.17782
     -1.84165     -0.34592      2.64597   1      3.24230
     -1.44933     -2.76627      0.99217   3      3.27677
      1.81543     -1.15037      2.49149   7      3.29038
     -2.93491      1.64642      0.50068   4      3.40222
      1.93553      2.34735     -1.77745   6      3.52359
      0.26534      2.11607     -2.89692   2      3.59726
      2.53064     -2.57663     -0.07115   6      3.61223
      1.70326     -1.32169     -2.89941   8      3.61311
     -3.10584     -1.32169     -1.33656   8      3.63036
     -2.87358      2.34735     -0.21459   6      3.71666
     -2.27847     -2.57663      1.49171   6      3.74908
     -1.63887     -2.84956     -1.81056   3      3.75286
     -3.35291      0.43308      1.63349   9      3.75471
     -0.33040     -1.12493      3.65844   9      3.84172
     -0.74839     -2.33827     -3.02537   4      3.89621
     -0.80973     -3.03920     -2.31010   6      3.90243
     -0.67172      3.42813     -1.74509  10      3.90495
      1.12580     -0.69185      3.72908   5      3.95627
      1.20241      0.80400      3.76787  10      4.03597
      1.22031      3.77361      0.78519   7      4.04300
      2.46930     -3.27756      0.64413   4      4.15389
      4.11948      0.45852     -0.32526   7      4.15766
      2.76467      2.15771     -2.27699   3      4.18136
     -1.34350      2.58572      3.08495   4      4.24356
      2.57513      2.07442      2.73691   3      4.29246
      1.12580     -0.69185     -4.08754   5      4.29582
      1.20241      0.80400     -4.04876  10      4.29937
     -0.33040     -1.12493     -4.15818   9      4.32031
      0.01764     -4.29414      0.51817   8      4.32533
     -0.92551      3.79905      1.95214   9      4.37038
      3.35978     -2.76627     -0.57069   3      4.38931
     -3.60670      0.80400     -2.48590  10      4.45358
     -1.40484      1.88478      3.80023   6      4.46852
      3.40426      1.88478      2.23737   6      4.48857
     -3.68331     -0.69185     -2.52469   5      4.51879
      3.46560      2.58572      1.52209   4      4.58400
     -2.33980     -3.27756      2.20698   4      4.59216
     -1.40484      1.88478     -4.01640   6      4.65375
     -2.23398      2.07442     -3.51686   3      4.65426
      0.53069      4.23213      2.02278   5      4.72061
     -3.94865     -2.80792      0.37223   2      4.85951
     -2.99368     -1.15037     -3.76228   7      4.94371
      1.10815      3.60229      3.21091   8      4.95121
     -4.80911      0.00000      1.56285   5      5.05668
      4.80911      0.00000     -1.56285   5      5.05668
      1.79752     -4.11998     -2.34245  10      5.06877
      4.47871     -1.12493      2.09559   9      5.07107
      4.23164      0.62984     -2.75099   8      5.08639
     -3.01159     -4.11998     -0.77960  10      5.16253
     -2.99368     -1.15037      4.05434   7      5.16944
     -4.54376      2.11607     -1.33407   2      5.18683
      2.37234      4.57806     -0.62319   1      5.19374
      4.73250     -1.49585     -1.60164  10      5.21530
     -0.59511      4.92398     -1.70630   5      5.24511
      0.59511     -4.92398      1.70630   5      5.24511
      2.05131     -4.49090      1.77694   9      5.24724
     -2.43676      4.57806      0.93966   1      5.27062
     -2.23398      2.07442      4.29977   3      5.27085
     -4.88572     -1.49585      1.52407  10      5.33203
     -0.09452     -4.46546      2.94389   7      5.34937
      0.26534      2.11607      4.91970   2      5.36205
      1.70326     -1.32169      4.91721   8      5.36907
     -0.74839     -2.33827      4.79125   4      5.38365
      3.17024     -2.84956     -3.37341   3      5.43602
     -5.38657      0.62984      0.37472   8      5.43620
      3.88360      3.79905      0.38929   9      5.44671
     -1.84165     -0.34592     -5.17066   1      5.49973
     -1.28474      5.38250     -0.46871   7      5.55352
     -1.34350      2.58572     -4.73167   4      5.55695
      0.86109      5.35706     -1.63567   9      5.66701
      4.06071     -2.33827      3.22840   4      5.69029
     -3.58879      3.77361      2.34804   7      5.71252
      1.81543     -1.15037     -5.32514   7      5.74249
     -5.13951     -1.12493     -2.59533   9      5.86649
      1.10815      3.60229     -4.60571   8      5.95123
     -3.70095      3.60229     -3.04286   8      5.99438
      2.57513      2.07442     -5.07971   3      6.06119
      0.60730      5.72798      2.06157  10      6.11789
      3.17024     -2.84956      4.44321   3      6.15731
     -5.49873      0.45852      2.80045   7      6.18779
     -5.55750     -2.33827     -1.46252   4      6.20421
     -2.75780     -4.49090      3.33979   9      6.23922
      4.13739      3.42813     -3.30794  10      6.30972
      1.72091     -5.61583     -2.38124   5      6.33793
     -0.80973     -3.03920      5.50653   6      6.34147
      3.99937     -3.03920     -3.87295   6      6.34283
      5.93490     -0.69185      2.16622   5      6.35565
     -1.17258      5.55382     -2.89443   8      6.37163
      3.99937     -3.03920      3.94367   6      6.38626
     -1.24654     -5.26991     -3.46436   1      6.42865
     -5.61884     -3.03920     -0.74724   6      6.43167
      5.07445      2.11607      3.35685   2      6.44175
      6.01151      0.80400      2.20501  10      6.45343
      6.26530      0.43308     -1.49222   9      6.45510
     -3.08820     -5.61583     -0.81839   5      6.46098
     -5.48083      3.42813     -0.18224  10      6.46721
     -3.68331     -0.69185      5.29193   5      6.48459
     -3.60670      0.80400      5.33072  10      6.48624
      0.26471     -6.04891     -2.45188   9      6.53231
      4.82675     -4.29414     -1.04469   8      6.54435
      2.76467      2.15771      5.53963   3      6.55642
      4.06071     -2.33827     -4.58823   4      6.55810
     -0.09452     -4.46546     -4.87273   7      6.61005
      4.23164      0.62984      5.06564   8      6.63055
     -0.68963      0.45852     -6.57903   7      6.63095
      4.71459     -4.46546      1.38104   7      6.63890
      0.51850     -6.41983      1.66751  10      6.65309
     -3.94802      5.35706     -0.07281   9      6.65509
     -0.57747      0.62984      6.62849   8      6.68334
     -2.51073     -6.24567      0.36974   8      6.74158
      3.52437      5.38250     -2.03156   7      6.74683
      2.29838     -6.24567     -1.19311   8      6.76125
      1.93553      2.34735      6.03917   6      6.76224
     -4.79146     -4.29414      2.08102   8      6.76228
      6.62453     -1.15037      0.92863   7      6.78750
      3.40426      1.88478     -5.57925   6      6.80217
      5.33979      4.23213      0.45992   5      6.82905
     -2.39857     -6.07435     -2.05598   7      6.84675
     -1.63887     -2.84956      6.00607   3      6.84680
      5.66956     -2.80792     -2.75348   2      6.89999
