 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.45149000000000000       eV
 efermi =   -11.222526300000000       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1514899357E+001  -0.6050577653E-002   0.9961055928E-003   0.9952099039E+000  -0.6079700000E-002   0.1000900000E-002
  -0.1511224426E+001  -0.5847759274E-002   0.9299987345E-003   0.9951938860E+000  -0.5876000000E-002   0.9344900000E-003
  -0.1507549495E+001  -0.5657585569E-002   0.8702929034E-003   0.9951777605E+000  -0.5685000000E-002   0.8745100000E-003
  -0.1503874564E+001  -0.5478762268E-002   0.8161518711E-003   0.9951615265E+000  -0.5505400000E-002   0.8201200000E-003
  -0.1500199633E+001  -0.5310492754E-002   0.7669285381E-003   0.9951451829E+000  -0.5336400000E-002   0.7706700000E-003
  -0.1496524702E+001  -0.5151781427E-002   0.7220455028E-003   0.9951287284E+000  -0.5177000000E-002   0.7255800000E-003
  -0.1492849771E+001  -0.5001831772E-002   0.6809950570E-003   0.9951121621E+000  -0.5026400000E-002   0.6843400000E-003
  -0.1489174841E+001  -0.4860046337E-002   0.6433590824E-003   0.9950954827E+000  -0.4884000000E-002   0.6465300000E-003
  -0.1485499910E+001  -0.4725628694E-002   0.6087692404E-003   0.9950786891E+000  -0.4749000000E-002   0.6117800000E-003
  -0.1481824979E+001  -0.4598180486E-002   0.5769069682E-003   0.9950617800E+000  -0.4621000000E-002   0.5797700000E-003
  -0.1478150048E+001  -0.4477104368E-002   0.5474935248E-003   0.9950447544E+000  -0.4499400000E-002   0.5502200000E-003
  -0.1474475117E+001  -0.4361902539E-002   0.5202899875E-003   0.9950276111E+000  -0.4383700000E-002   0.5228900000E-003
  -0.1470800186E+001  -0.4252276226E-002   0.4950673990E-003   0.9950103486E+000  -0.4273600000E-002   0.4975500000E-003
  -0.1467125255E+001  -0.4147628179E-002   0.4716465657E-003   0.9949929660E+000  -0.4168500000E-002   0.4740200000E-003
  -0.1463450324E+001  -0.4047858671E-002   0.4498582555E-003   0.9949754617E+000  -0.4068300000E-002   0.4521300000E-003
