 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    1.5088999999999999       eV
 efermi =   -6.5142853399999998       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1341874754E+001  -0.8428384039E-005   0.7949863111E-005   0.9840035537E+000  -0.8565400000E-005   0.8079100000E-005
  -0.1338199823E+001  -0.7901808424E-005   0.7981213201E-005   0.9839501443E+000  -0.8030700000E-005   0.8111400000E-005
  -0.1334524892E+001  -0.7373221063E-005   0.8012950488E-005   0.9838963775E+000  -0.7493900000E-005   0.8144100000E-005
  -0.1330849961E+001  -0.6842524461E-005   0.8044976458E-005   0.9838422494E+000  -0.6954900000E-005   0.8177100000E-005
  -0.1327175030E+001  -0.6309817914E-005   0.8077389376E-005   0.9837877566E+000  -0.6413800000E-005   0.8210500000E-005
  -0.1323500099E+001  -0.5774905589E-005   0.8110189109E-005   0.9837328954E+000  -0.5870400000E-005   0.8244300000E-005
  -0.1319825168E+001  -0.5237886814E-005   0.8143375524E-005   0.9836776619E+000  -0.5324800000E-005   0.8278500000E-005
  -0.1316150237E+001  -0.4698762544E-005   0.8176948483E-005   0.9836220523E+000  -0.4777000000E-005   0.8313100000E-005
  -0.1312475306E+001  -0.4157533748E-005   0.8210809493E-005   0.9835660629E+000  -0.4227000000E-005   0.8348000000E-005
  -0.1308800375E+001  -0.3613808004E-005   0.8245253484E-005   0.9835096897E+000  -0.3674400000E-005   0.8383500000E-005
  -0.1305125445E+001  -0.3068078102E-005   0.8279985243E-005   0.9834529288E+000  -0.3119700000E-005   0.8419300000E-005
  -0.1301450514E+001  -0.2520148355E-005   0.8315102985E-005   0.9833957761E+000  -0.2562700000E-005   0.8455500000E-005
  -0.1297775583E+001  -0.1969921471E-005   0.8350704897E-005   0.9833382276E+000  -0.2003300000E-005   0.8492200000E-005
  -0.1294100652E+001  -0.1417300194E-005   0.8386692485E-005   0.9832802792E+000  -0.1441400000E-005   0.8529300000E-005
  -0.1290425721E+001  -0.8624331130E-006   0.8423163924E-005   0.9832219267E+000  -0.8771500000E-006   0.8566900000E-005
  -0.1286750790E+001  -0.3051836783E-006   0.8460020725E-005   0.9831631658E+000  -0.3104100000E-006   0.8604900000E-005
  -0.1283075859E+001   0.2544568063E-006   0.8497262736E-005   0.9831039923E+000   0.2588300000E-006   0.8643300000E-005
  -0.1279400928E+001   0.8164970192E-006   0.8535086409E-005   0.9830444017E+000   0.8305800000E-006   0.8682300000E-005
  -0.1275725997E+001   0.1380994769E-005   0.8573294952E-005   0.9829843898E+000   0.1404900000E-005   0.8721700000E-005
  -0.1272051066E+001   0.1947958688E-005   0.8611888205E-005   0.9829239519E+000   0.1981800000E-005   0.8761500000E-005
  -0.1268376135E+001   0.2517407216E-005   0.8651062576E-005   0.9828630836E+000   0.2561300000E-005   0.8801900000E-005
  -0.1264701205E+001   0.3089437396E-005   0.8690719582E-005   0.9828017802E+000   0.3143500000E-005   0.8842800000E-005
  -0.1261026274E+001   0.3663949680E-005   0.8730760763E-005   0.9827400371E+000   0.3728300000E-005   0.8884100000E-005
  -0.1257351343E+001   0.4241139331E-005   0.8771382484E-005   0.9826778495E+000   0.4315900000E-005   0.8926000000E-005
  -0.1253676412E+001   0.4820906756E-005   0.8812486272E-005   0.9826152126E+000   0.4906200000E-005   0.8968400000E-005
  -0.1250001481E+001   0.5403250626E-005   0.8854071932E-005   0.9825521215E+000   0.5499200000E-005   0.9011300000E-005
  -0.1246326550E+001   0.5988464340E-005   0.8896139266E-005   0.9824885713E+000   0.6095200000E-005   0.9054700000E-005
  -0.1242651619E+001   0.6576251741E-005   0.8938786316E-005   0.9824245569E+000   0.6693900000E-005   0.9098700000E-005
  -0.1238976688E+001   0.7166807915E-005   0.8982012858E-005   0.9823600733E+000   0.7295500000E-005   0.9143300000E-005
  -0.1235301757E+001   0.7760229640E-005   0.9025720437E-005   0.9822951152E+000   0.7900100000E-005   0.9188400000E-005
  -0.1231626826E+001   0.8356417204E-005   0.9069908842E-005   0.9822296775E+000   0.8507600000E-005   0.9234000000E-005
  -0.1227951896E+001   0.8955467332E-005   0.9114774293E-005   0.9821637547E+000   0.9118100000E-005   0.9280300000E-005
  -0.1224276965E+001   0.9557378489E-005   0.9160120115E-005   0.9820973416E+000   0.9731600000E-005   0.9327100000E-005
  -0.1220602034E+001   0.1016205092E-004   0.9206044290E-005   0.9820304325E+000   0.1034800000E-004   0.9374500000E-005
