 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.10446000000000000       eV
 efermi =   -8.9819492899999993       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1432559700E+001   0.6633339777E-002   0.2071701281E-004   0.9988916495E+000   0.6640700000E-002   0.2074000000E-004
  -0.1428884769E+001   0.6652194143E-002   0.2086377246E-004   0.9988879426E+000   0.6659600000E-002   0.2088700000E-004
  -0.1425209839E+001   0.6671247979E-002   0.2101252826E-004   0.9988842109E+000   0.6678700000E-002   0.2103600000E-004
  -0.1421534908E+001   0.6690301505E-002   0.2116328018E-004   0.9988804541E+000   0.6697800000E-002   0.2118700000E-004
  -0.1417859977E+001   0.6709654380E-002   0.2131602818E-004   0.9988766719E+000   0.6717200000E-002   0.2134000000E-004
  -0.1414185046E+001   0.6729006936E-002   0.2146977334E-004   0.9988728640E+000   0.6736600000E-002   0.2149400000E-004
  -0.1410510115E+001   0.6748558942E-002   0.2162551450E-004   0.9988690302E+000   0.6756200000E-002   0.2165000000E-004
  -0.1406835184E+001   0.6768310394E-002   0.2178425050E-004   0.9988651703E+000   0.6776000000E-002   0.2180900000E-004
  -0.1403160253E+001   0.6788161400E-002   0.2194398355E-004   0.9988612839E+000   0.6795900000E-002   0.2196900000E-004
  -0.1399485322E+001   0.6808211840E-002   0.2210571247E-004   0.9988573709E+000   0.6816000000E-002   0.2213100000E-004
  -0.1395810391E+001   0.6828361824E-002   0.2226943724E-004   0.9988534308E+000   0.6836200000E-002   0.2229500000E-004
  -0.1392135460E+001   0.6848711231E-002   0.2243515780E-004   0.9988494635E+000   0.6856600000E-002   0.2246100000E-004
  -0.1388460530E+001   0.6869160172E-002   0.2260287411E-004   0.9988454686E+000   0.6877100000E-002   0.2262900000E-004
  -0.1384785599E+001   0.6889808525E-002   0.2277258612E-004   0.9988414459E+000   0.6897800000E-002   0.2279900000E-004
  -0.1381110668E+001   0.6910556401E-002   0.2294429380E-004   0.9988373950E+000   0.6918600000E-002   0.2297100000E-004
  -0.1377435737E+001   0.6931503678E-002   0.2311799709E-004   0.9988333157E+000   0.6939600000E-002   0.2314500000E-004
  -0.1373760806E+001   0.6952650349E-002   0.2329469478E-004   0.9988292077E+000   0.6960800000E-002   0.2332200000E-004
  -0.1370085875E+001   0.6973996409E-002   0.2347338799E-004   0.9988250707E+000   0.6982200000E-002   0.2350100000E-004
  -0.1366410944E+001   0.6995441967E-002   0.2365407666E-004   0.9988209043E+000   0.7003700000E-002   0.2368200000E-004
  -0.1362736013E+001   0.7016987021E-002   0.2383676074E-004   0.9988167083E+000   0.7025300000E-002   0.2386500000E-004
  -0.1359061082E+001   0.7038831325E-002   0.2402243901E-004   0.9988124823E+000   0.7047200000E-002   0.2405100000E-004
  -0.1355386151E+001   0.7060775111E-002   0.2421011259E-004   0.9988082260E+000   0.7069200000E-002   0.2423900000E-004
  -0.1351711221E+001   0.7082918253E-002   0.2439978143E-004   0.9988039391E+000   0.7091400000E-002   0.2442900000E-004
  -0.1348036290E+001   0.7105260745E-002   0.2459244427E-004   0.9987996212E+000   0.7113800000E-002   0.2462200000E-004
  -0.1344361359E+001   0.7127802579E-002   0.2478710227E-004   0.9987952720E+000   0.7136400000E-002   0.2481700000E-004
  -0.1340686428E+001   0.7150543749E-002   0.2498475414E-004   0.9987908912E+000   0.7159200000E-002   0.2501500000E-004
  -0.1337011497E+001   0.7173384367E-002   0.2518539984E-004   0.9987864785E+000   0.7182100000E-002   0.2521600000E-004
  -0.1333336566E+001   0.7196424307E-002   0.2538804051E-004   0.9987820334E+000   0.7205200000E-002   0.2541900000E-004
  -0.1329661635E+001   0.7219763439E-002   0.2559367486E-004   0.9987775556E+000   0.7228600000E-002   0.2562500000E-004
  -0.1325986704E+001   0.7243201998E-002   0.2580130407E-004   0.9987730448E+000   0.7252100000E-002   0.2583300000E-004
  -0.1322311773E+001   0.7266839856E-002   0.2601192683E-004   0.9987685006E+000   0.7275800000E-002   0.2604400000E-004
  -0.1318636842E+001   0.7290677005E-002   0.2622654184E-004   0.9987639225E+000   0.7299700000E-002   0.2625900000E-004
  -0.1314961912E+001   0.7314713437E-002   0.2644315150E-004   0.9987593104E+000   0.7323800000E-002   0.2647600000E-004
  -0.1311286981E+001   0.7339049019E-002   0.2666275450E-004   0.9987546636E+000   0.7348200000E-002   0.2669600000E-004
  -0.1307612050E+001   0.7363483992E-002   0.2688535076E-004   0.9987499820E+000   0.7372700000E-002   0.2691900000E-004
  -0.1303937119E+001   0.7388218098E-002   0.2711094022E-004   0.9987452650E+000   0.7397500000E-002   0.2714500000E-004
  -0.1300262188E+001   0.7413051578E-002   0.2733952278E-004   0.9987405122E+000   0.7422400000E-002   0.2737400000E-004
  -0.1296587257E+001   0.7438184173E-002   0.2757109838E-004   0.9987357234E+000   0.7447600000E-002   0.2760600000E-004
  -0.1292912326E+001   0.7463516000E-002   0.2780666566E-004   0.9987308979E+000   0.7473000000E-002   0.2784200000E-004
  -0.1289237395E+001   0.7489047050E-002   0.2804522580E-004   0.9987260355E+000   0.7498600000E-002   0.2808100000E-004
  -0.1285562464E+001   0.7514877186E-002   0.2828677873E-004   0.9987211357E+000   0.7524500000E-002   0.2832300000E-004
  -0.1281887533E+001   0.7540806653E-002   0.2853132435E-004   0.9987161981E+000   0.7550500000E-002   0.2856800000E-004
  -0.1278212603E+001   0.7567035188E-002   0.2877986129E-004   0.9987112221E+000   0.7576800000E-002   0.2881700000E-004
  -0.1274537672E+001   0.7593562778E-002   0.2903238945E-004   0.9987062075E+000   0.7603400000E-002   0.2907000000E-004
  -0.1270862741E+001   0.7620289543E-002   0.2928791003E-004   0.9987011537E+000   0.7630200000E-002   0.2932600000E-004
  -0.1267187810E+001   0.7647215472E-002   0.2954742164E-004   0.9986960602E+000   0.7657200000E-002   0.2958600000E-004
  -0.1263512879E+001   0.7674440426E-002   0.2981092416E-004   0.9986909266E+000   0.7684500000E-002   0.2985000000E-004
  -0.1259837948E+001   0.7701864523E-002   0.3007841749E-004   0.9986857525E+000   0.7712000000E-002   0.3011800000E-004
  -0.1256163017E+001   0.7729587623E-002   0.3034890285E-004   0.9986805373E+000   0.7739800000E-002   0.3038900000E-004
  -0.1252488086E+001   0.7757509844E-002   0.3062337880E-004   0.9986752805E+000   0.7767800000E-002   0.3066400000E-004
  -0.1248813155E+001   0.7785731044E-002   0.3090284391E-004   0.9986699817E+000   0.7796100000E-002   0.3094400000E-004
  -0.1245138224E+001   0.7814251211E-002   0.3118629939E-004   0.9986646403E+000   0.7824700000E-002   0.3122800000E-004
  -0.1241463294E+001   0.7842970466E-002   0.3147374511E-004   0.9986592559E+000   0.7853500000E-002   0.3151600000E-004
