 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.10446000000000000       eV
 efermi =   -10.074579999999999       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1472713124E+001   0.6346158427E-002   0.1887605550E-004   0.9988916495E+000   0.6353200000E-002   0.1889700000E-004
  -0.1469038193E+001   0.6363315750E-002   0.1900384311E-004   0.9988879426E+000   0.6370400000E-002   0.1902500000E-004
  -0.1465363262E+001   0.6380572674E-002   0.1913362706E-004   0.9988842109E+000   0.6387700000E-002   0.1915500000E-004
  -0.1461688331E+001   0.6397929196E-002   0.1926440844E-004   0.9988804541E+000   0.6405100000E-002   0.1928600000E-004
  -0.1458013400E+001   0.6415385313E-002   0.1939718609E-004   0.9988766719E+000   0.6422600000E-002   0.1941900000E-004
  -0.1454338469E+001   0.6433040906E-002   0.1953096111E-004   0.9988728640E+000   0.6440300000E-002   0.1955300000E-004
  -0.1450663538E+001   0.6450796084E-002   0.1966573347E-004   0.9988690302E+000   0.6458100000E-002   0.1968800000E-004
  -0.1446988607E+001   0.6468650843E-002   0.1980350087E-004   0.9988651703E+000   0.6476000000E-002   0.1982600000E-004
  -0.1443313676E+001   0.6486705064E-002   0.1994126667E-004   0.9988612839E+000   0.6494100000E-002   0.1996400000E-004
  -0.1439638745E+001   0.6504758971E-002   0.2008202744E-004   0.9988573709E+000   0.6512200000E-002   0.2010500000E-004
  -0.1435963815E+001   0.6523112215E-002   0.2022378541E-004   0.9988534308E+000   0.6530600000E-002   0.2024700000E-004
  -0.1432288884E+001   0.6541465136E-002   0.2036753941E-004   0.9988494635E+000   0.6549000000E-002   0.2039100000E-004
  -0.1428613953E+001   0.6560017499E-002   0.2051229054E-004   0.9988454686E+000   0.6567600000E-002   0.2053600000E-004
  -0.1424939022E+001   0.6578669415E-002   0.2065903762E-004   0.9988414459E+000   0.6586300000E-002   0.2068300000E-004
  -0.1421264091E+001   0.6597520761E-002   0.2080778061E-004   0.9988373950E+000   0.6605200000E-002   0.2083200000E-004
  -0.1417589160E+001   0.6616471650E-002   0.2095851946E-004   0.9988333157E+000   0.6624200000E-002   0.2098300000E-004
  -0.1413914229E+001   0.6635522076E-002   0.2111025531E-004   0.9988292077E+000   0.6643300000E-002   0.2113500000E-004
  -0.1410239298E+001   0.6654771916E-002   0.2126498575E-004   0.9988250707E+000   0.6662600000E-002   0.2129000000E-004
  -0.1406564367E+001   0.6674121283E-002   0.2142071311E-004   0.9988209043E+000   0.6682000000E-002   0.2144600000E-004
  -0.1402889436E+001   0.6693670052E-002   0.2157843617E-004   0.9988167083E+000   0.6701600000E-002   0.2160400000E-004
  -0.1399214506E+001   0.6713318337E-002   0.2173815486E-004   0.9988124823E+000   0.6721300000E-002   0.2176400000E-004
