# Once                                                             FEFF 10.0.0
# POT  SCF  30  0.0000   0, NO core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=60 Rmt= 1.794 Rnm= 1.830 K  shell
# Pot 1 Z=60 Rmt= 1.794 Rnm= 1.830
# Pot 2 Z=60 Rmt= 1.795 Rnm= 1.831
# Pot 3 Z=28 Rmt= 1.353 Rnm= 1.427
# Pot 4 Z=15 Rmt= 1.365 Rnm= 1.439
# Gam_ch=2.100E+01 H-L exch Vi= 0.000E+00 Vr= 0.000E+00
# Mu=-1.037E+01eV kf=1.923E+00 Vint=-1.936E+01eV Rs_int= 1.886
#  -----------------------------------------------------------------------
#   0.91214E+00  0.75284E+01  0.69804E+00 -0.3811091E+00  0.1603394E+04 method to calculate xsect
#   2.1000000E+01    351    301
#       em              xsnorm            xsec  
 -0.403705112E+02  0.10500E+02  0.24767E-04  0.32639E-04  0.46827E-04
 -0.402705112E+02  0.10500E+02  0.24925E-04  0.32708E-04  0.47219E-04
 -0.401705112E+02  0.10500E+02  0.25084E-04  0.32775E-04  0.47614E-04
 -0.400705112E+02  0.10500E+02  0.25244E-04  0.32838E-04  0.48012E-04
 -0.399705112E+02  0.10500E+02  0.25405E-04  0.32897E-04  0.48414E-04
 -0.398705112E+02  0.10500E+02  0.25567E-04  0.32953E-04  0.48820E-04
 -0.397705112E+02  0.10500E+02  0.25730E-04  0.33004E-04  0.49230E-04
 -0.396705112E+02  0.10500E+02  0.25895E-04  0.33052E-04  0.49643E-04
 -0.395705112E+02  0.10500E+02  0.26060E-04  0.33096E-04  0.50059E-04
 -0.394705112E+02  0.10500E+02  0.26226E-04  0.33136E-04  0.50480E-04
 -0.393705112E+02  0.10500E+02  0.26394E-04  0.33172E-04  0.50904E-04
 -0.392705112E+02  0.10500E+02  0.26562E-04  0.33203E-04  0.51331E-04
 -0.391705112E+02  0.10500E+02  0.26732E-04  0.33229E-04  0.51762E-04
 -0.390705112E+02  0.10500E+02  0.26902E-04  0.33252E-04  0.52196E-04
 -0.389705112E+02  0.10500E+02  0.27074E-04  0.33269E-04  0.52634E-04
 -0.388705112E+02  0.10500E+02  0.27246E-04  0.33282E-04  0.53076E-04
 -0.387705112E+02  0.10500E+02  0.27420E-04  0.33289E-04  0.53520E-04
 -0.386705112E+02  0.10500E+02  0.27594E-04  0.33292E-04  0.53968E-04
 -0.385705112E+02  0.10500E+02  0.27770E-04  0.33290E-04  0.54420E-04
