  atom Z =           60
       -8.53572E-01       -4.70135E-01 total energy part of fprime - 5/3*E_tot/mc**2
           7
  2.00000   -1610.870   1
  0.00793    -249.883   3
  0.01471    -230.712   4
  0.00125     -53.056   6
  0.00251     -49.119   7
  0.00025     -10.361  11
  0.00051      -9.426  12
  0.0   60.0000
  0.5   58.9781
  1.0   56.5870
  1.5   53.8296
  2.0   51.0874
  2.5   48.3939
  3.0   45.7691
  3.5   43.2655
  4.0   40.9305
  4.5   38.7852
  5.0   36.8255
  5.5   35.0323
  6.0   33.3806
  6.5   31.8474
  7.0   30.4139
  7.5   29.0675
  8.0   27.8003
  8.5   26.6084
  9.0   25.4900
  9.5   24.4445
 10.0   23.4714
 10.5   22.5695
 11.0   21.7369
 11.5   20.9710
 12.0   20.2672
 12.5   19.6222
 13.0   19.0291
 13.5   18.4839
 14.0   17.9812
 14.5   17.5128
 15.0   17.0770
 15.5   16.6679
 16.0   16.2773
 16.5   15.9061
 17.0   15.5510
 17.5   15.2031
 18.0   14.8635
 18.5   14.5351
 19.0   14.2106
 19.5   13.8854
 20.0   13.5653
 20.5   13.2533
 21.0   12.9416
 21.5   12.6274
 22.0   12.3171
 22.5   12.0161
 23.0   11.7189
 23.5   11.4201
 24.0   11.1235
 24.5   10.8357
 25.0   10.5594
 25.5   10.2870
 26.0   10.0156
 26.5    9.7498
 27.0    9.4938
 27.5    9.2521
 28.0    9.0182
 28.5    8.7864
 29.0    8.5610
 29.5    8.3438
 30.0    8.1387
 30.5    7.9484
 31.0    7.7638
 31.5    7.5815
 32.0    7.4071
 32.5    7.2403
 33.0    7.0822
 33.5    6.9389
 34.0    6.8045
 34.5    6.6698
 35.0    6.5393
 35.5    6.4172
 36.0    6.2995
 36.5    6.1888
 37.0    6.0912
 37.5    6.0013
 38.0    5.9086
 38.5    5.8161
 39.0    5.7311
 39.5    5.6501
 40.0    5.5703
