 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    8.5287000000000006       eV
 efermi =   -8.7737659099999998       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1424909104E+001   0.3201357193E-004   0.3542291840E-004   0.9118337728E+000   0.3510900000E-004   0.3884800000E-004
  -0.1421234173E+001   0.3220155040E-004   0.3574202545E-004   0.9115538243E+000   0.3532600000E-004   0.3921000000E-004
  -0.1417559242E+001   0.3238843436E-004   0.3606450616E-004   0.9112721388E+000   0.3554200000E-004   0.3957600000E-004
  -0.1413884312E+001   0.3257331197E-004   0.3639126562E-004   0.9109887004E+000   0.3575600000E-004   0.3994700000E-004
  -0.1410209381E+001   0.3275800465E-004   0.3672320766E-004   0.9107034933E+000   0.3597000000E-004   0.4032400000E-004
  -0.1406534450E+001   0.3294068985E-004   0.3705850368E-004   0.9104165013E+000   0.3618200000E-004   0.4070500000E-004
  -0.1402859519E+001   0.3312318780E-004   0.3739896778E-004   0.9101277080E+000   0.3639400000E-004   0.4109200000E-004
  -0.1399184588E+001   0.3330276726E-004   0.3774368213E-004   0.9098370969E+000   0.3660300000E-004   0.4148400000E-004
  -0.1395509657E+001   0.3348215770E-004   0.3809354909E-004   0.9095446513E+000   0.3681200000E-004   0.4188200000E-004
  -0.1391834726E+001   0.3365862961E-004   0.3844674198E-004   0.9092503542E+000   0.3701800000E-004   0.4228400000E-004
  -0.1388159795E+001   0.3383400176E-004   0.3880507222E-004   0.9089541886E+000   0.3722300000E-004   0.4269200000E-004
  -0.1384484864E+001   0.3400827324E-004   0.3916853145E-004   0.9086561371E+000   0.3742700000E-004   0.4310600000E-004
  -0.1380809933E+001   0.3417962642E-004   0.3953620283E-004   0.9083561821E+000   0.3762800000E-004   0.4352500000E-004
  -0.1377135003E+001   0.3434897023E-004   0.3990898675E-004   0.9080543059E+000   0.3782700000E-004   0.4395000000E-004
  -0.1373460072E+001   0.3451721240E-004   0.4028687452E-004   0.9077504906E+000   0.3802500000E-004   0.4438100000E-004
  -0.1369785141E+001   0.3468253712E-004   0.4066894992E-004   0.9074447178E+000   0.3822000000E-004   0.4481700000E-004
  -0.1366110210E+001   0.3484585240E-004   0.4105701923E-004   0.9071369693E+000   0.3841300000E-004   0.4526000000E-004
  -0.1362435279E+001   0.3500715825E-004   0.4144925887E-004   0.9068272264E+000   0.3860400000E-004   0.4570800000E-004
  -0.1358760348E+001   0.3516554812E-004   0.4184656714E-004   0.9065154703E+000   0.3879200000E-004   0.4616200000E-004
  -0.1355085417E+001   0.3532102295E-004   0.4224893481E-004   0.9062016818E+000   0.3897700000E-004   0.4662200000E-004
  -0.1351410486E+001   0.3547448956E-004   0.4265725839E-004   0.9058858416E+000   0.3916000000E-004   0.4708900000E-004
  -0.1347735555E+001   0.3562413681E-004   0.4306971633E-004   0.9055679302E+000   0.3933900000E-004   0.4756100000E-004
  -0.1344060624E+001   0.3577177711E-004   0.4348811045E-004   0.9052479277E+000   0.3951600000E-004   0.4804000000E-004
  -0.1340385694E+001   0.3591560064E-004   0.4391152514E-004   0.9049258142E+000   0.3968900000E-004   0.4852500000E-004
  -0.1336710763E+001   0.3605651395E-004   0.4433995052E-004   0.9046015693E+000   0.3985900000E-004   0.4901600000E-004
  -0.1333035832E+001   0.3619451806E-004   0.4477428089E-004   0.9042751725E+000   0.4002600000E-004   0.4951400000E-004
  -0.1329360901E+001   0.3632871003E-004   0.4521360119E-004   0.9039466030E+000   0.4018900000E-004   0.5001800000E-004
  -0.1325685970E+001   0.3645909190E-004   0.4565790115E-004   0.9036158397E+000   0.4034800000E-004   0.5052800000E-004
  -0.1322011039E+001   0.3658656902E-004   0.4610897694E-004   0.9032828613E+000   0.4050400000E-004   0.5104600000E-004
  -0.1318336108E+001   0.3670933656E-004   0.4656410717E-004   0.9029476463E+000   0.4065500000E-004   0.5156900000E-004
  -0.1314661177E+001   0.3682830026E-004   0.4702598999E-004   0.9026101726E+000   0.4080200000E-004   0.5210000000E-004
  -0.1310986246E+001   0.3694256001E-004   0.4749280801E-004   0.9022704183E+000   0.4094400000E-004   0.5263700000E-004
  -0.1307311315E+001   0.3705302092E-004   0.4796455023E-004   0.9019283609E+000   0.4108200000E-004   0.5318000000E-004
  -0.1303636385E+001   0.3715878364E-004   0.4844300871E-004   0.9015839777E+000   0.4121500000E-004   0.5373100000E-004
  -0.1299961454E+001   0.3725895021E-004   0.4892636760E-004   0.9012372457E+000   0.4134200000E-004   0.5428800000E-004
  -0.1296286523E+001   0.3735532679E-004   0.4941551635E-004   0.9008881416E+000   0.4146500000E-004   0.5485200000E-004
  -0.1292611592E+001   0.3744611464E-004   0.4991044231E-004   0.9005366419E+000   0.4158200000E-004   0.5542300000E-004
  -0.1288936661E+001   0.3753221844E-004   0.5041113265E-004   0.9001827227E+000   0.4169400000E-004   0.5600100000E-004
