natx =      258
    x       y        z       iph  
      0.00000      0.00000      0.00000   0      0.00000
     -2.27754     -2.27754     -0.85438   3      3.33232
     -2.27754      2.27754     -0.85438   3      3.33232
      2.27754     -2.27754     -0.85438   3      3.33232
      2.27754      2.27754     -0.85438   3      3.33232
      0.00000      0.00000      3.37512   3      3.37512
     -2.27754      0.00000     -2.92598   2      3.70791
      0.00000     -2.27754     -2.92598   2      3.70791
      2.27754      0.00000     -2.92598   2      3.70791
     -0.00000      2.27754     -2.92598   2      3.70791
     -2.27754     -2.27754      2.52074   1      4.09005
     -2.27754      2.27754      2.52074   1      4.09005
      2.27754     -2.27754      2.52074   1      4.09005
      2.27754      2.27754      2.52074   1      4.09005
     -4.55508      0.00000     -0.00000   1      4.55508
      0.00000     -4.55508     -0.00000   1      4.55508
      4.55508      0.00000      0.00000   1      4.55508
     -0.00000      4.55508      0.00000   1      4.55508
     -4.55508      0.00000      3.37512   3      5.66923
      0.00000     -4.55508      3.37512   3      5.66923
      4.55508      0.00000      3.37512   3      5.66923
     -0.00000      4.55508      3.37512   3      5.66923
      0.00000      0.00000     -5.85196   1      5.85196
     -2.27754     -4.55508     -2.92598   2      5.87344
     -4.55508     -2.27754     -2.92598   2      5.87344
     -4.55508      2.27754     -2.92598   2      5.87344
      4.55508     -2.27754     -2.92598   2      5.87344
      4.55508      2.27754     -2.92598   2      5.87344
      2.27754      4.55508     -2.92598   2      5.87344
     -2.27754      4.55508     -2.92598   2      5.87344
      2.27754     -4.55508     -2.92598   2      5.87344
     -2.27754      0.00000      5.44672   2      5.90372
      0.00000     -2.27754      5.44672   2      5.90372
     -0.00000      2.27754      5.44672   2      5.90372
      2.27754      0.00000      5.44672   2      5.90372
      2.27754      2.27754     -4.99758   3      5.94561
     -2.27754     -2.27754     -4.99758   3      5.94561
     -2.27754      2.27754     -4.99758   3      5.94561
      2.27754     -2.27754     -4.99758   3      5.94561
     -4.55508     -4.55508     -0.00000   1      6.44186
     -4.55508      4.55508      0.00000   1      6.44186
      4.55508     -4.55508      0.00000   1      6.44186
      4.55508      4.55508      0.00000   1      6.44186
     -2.27754     -6.83263     -0.85438   3      7.25272
     -6.83263     -2.27754     -0.85438   3      7.25272
     -2.27754      6.83263     -0.85438   3      7.25272
     -6.83263      2.27754     -0.85438   3      7.25272
      6.83263     -2.27754     -0.85438   3      7.25272
      2.27754     -6.83263     -0.85438   3      7.25272
      6.83263      2.27754     -0.85438   3      7.25272
      2.27754      6.83263     -0.85438   3      7.25272
     -4.55508     -4.55508      3.37512   3      7.27248
     -4.55508      4.55508      3.37512   3      7.27248
      4.55508     -4.55508      3.37512   3      7.27248
      4.55508      4.55508      3.37512   3      7.27248
     -4.55508      0.00000     -5.85196   1      7.41581
      0.00000     -4.55508     -5.85196   1      7.41581
      4.55508      0.00000     -5.85196   1      7.41581
     -0.00000      4.55508     -5.85196   1      7.41581
     -6.83263      0.00000     -2.92598   2      7.43277
      0.00000     -6.83263     -2.92598   2      7.43277
      6.83263      0.00000     -2.92598   2      7.43277
     -0.00000      6.83263     -2.92598   2      7.43277
     -4.55508     -2.27754      5.44672   2      7.45673
     -2.27754     -4.55508      5.44672   2      7.45673
     -2.27754      4.55508      5.44672   2      7.45673
     -4.55508      2.27754      5.44672   2      7.45673
      4.55508     -2.27754      5.44672   2      7.45673
      2.27754     -4.55508      5.44672   2      7.45673
      4.55508      2.27754      5.44672   2      7.45673
      2.27754      4.55508      5.44672   2      7.45673
      0.00000      0.00000      7.51832   3      7.51832
     -2.27754     -6.83263      2.52074   1      7.63060
     -6.83263     -2.27754      2.52074   1      7.63060
     -2.27754      6.83263      2.52074   1      7.63060
     -6.83263      2.27754      2.52074   1      7.63060
      6.83263     -2.27754      2.52074   1      7.63060
      2.27754     -6.83263      2.52074   1      7.63060
      2.27754      6.83263      2.52074   1      7.63060
      6.83263      2.27754      2.52074   1      7.63060
     -4.55508     -4.55508     -5.85196   1      8.70305
     -4.55508      4.55508     -5.85196   1      8.70305
      4.55508     -4.55508     -5.85196   1      8.70305
      4.55508      4.55508     -5.85196   1      8.70305
     -4.55508     -6.83263     -2.92598   2      8.71751
     -6.83263     -4.55508     -2.92598   2      8.71751
     -4.55508      6.83263     -2.92598   2      8.71751
     -6.83263      4.55508     -2.92598   2      8.71751
      6.83263     -4.55508     -2.92598   2      8.71751
      4.55508     -6.83263     -2.92598   2      8.71751
      6.83263      4.55508     -2.92598   2      8.71751
      4.55508      6.83263     -2.92598   2      8.71751
     -6.83263      0.00000      5.44672   2      8.73794
      0.00000     -6.83263      5.44672   2      8.73794
      6.83263      0.00000      5.44672   2      8.73794
     -0.00000      6.83263      5.44672   2      8.73794
      2.27754      6.83263     -4.99758   3      8.76629
     -2.27754     -6.83263     -4.99758   3      8.76629
     -6.83263     -2.27754     -4.99758   3      8.76629
     -2.27754      6.83263     -4.99758   3      8.76629
     -6.83263      2.27754     -4.99758   3      8.76629
      6.83263     -2.27754     -4.99758   3      8.76629
      2.27754     -6.83263     -4.99758   3      8.76629
      6.83263      2.27754     -4.99758   3      8.76629
     -4.55508      0.00000      7.51832   3      8.79056
      0.00000     -4.55508      7.51832   3      8.79056
      4.55508      0.00000      7.51832   3      8.79056
     -0.00000      4.55508      7.51832   3      8.79056
     -2.27754     -2.27754     -8.37270   1      8.97087
     -2.27754     -2.27754      8.37270   1      8.97087
     -2.27754      2.27754     -8.37270   1      8.97087
     -2.27754      2.27754      8.37270   1      8.97087
      2.27754     -2.27754     -8.37270   1      8.97087
      2.27754     -2.27754      8.37270   1      8.97087
      2.27754      2.27754     -8.37270   1      8.97087
      2.27754      2.27754      8.37270   1      8.97087
     -9.11017      0.00000     -0.00000   1      9.11017
      0.00000     -9.11017     -0.00000   1      9.11017
      9.11017      0.00000      0.00000   1      9.11017
     -0.00000      9.11017      0.00000   1      9.11017
      0.00000      0.00000     -9.22708   3      9.22708
     -6.83263     -6.83263     -0.85438   3      9.70049
     -6.83263      6.83263     -0.85438   3      9.70049
      6.83263     -6.83263     -0.85438   3      9.70049
      6.83263      6.83263     -0.85438   3      9.70049
     -9.11017      0.00000      3.37512   3      9.71528
      0.00000     -9.11017      3.37512   3      9.71528
      9.11017      0.00000      3.37512   3      9.71528
     -0.00000      9.11017      3.37512   3      9.71528
     -2.27754     -9.11017     -2.92598   2      9.83584
     -9.11017     -2.27754     -2.92598   2      9.83584
     -2.27754      9.11017     -2.92598   2      9.83584
     -9.11017      2.27754     -2.92598   2      9.83584
      9.11017     -2.27754     -2.92598   2      9.83584
      2.27754     -9.11017     -2.92598   2      9.83584
      9.11017      2.27754     -2.92598   2      9.83584
      2.27754      9.11017     -2.92598   2      9.83584
     -4.55508     -6.83263      5.44672   2      9.85395
     -6.83263     -4.55508      5.44672   2      9.85395
     -4.55508      6.83263      5.44672   2      9.85395
     -6.83263      4.55508      5.44672   2      9.85395
      6.83263     -4.55508      5.44672   2      9.85395
      4.55508     -6.83263      5.44672   2      9.85395
      4.55508      6.83263      5.44672   2      9.85395
      6.83263      4.55508      5.44672   2      9.85395
     -4.55508     -4.55508      7.51832   3      9.90064
     -4.55508      4.55508      7.51832   3      9.90064
      4.55508     -4.55508      7.51832   3      9.90064
      4.55508      4.55508      7.51832   3      9.90064
     -6.83263     -6.83263      2.52074   1      9.98617
     -6.83263      6.83263      2.52074   1      9.98617
      6.83263     -6.83263      2.52074   1      9.98617
      6.83263      6.83263      2.52074   1      9.98617
     -4.55508     -9.11017     -0.00000   1     10.18548
     -9.11017     -4.55508     -0.00000   1     10.18548
     -4.55508      9.11017      0.00000   1     10.18548
     -9.11017      4.55508     -0.00000   1     10.18548
      9.11017     -4.55508      0.00000   1     10.18548
      4.55508     -9.11017     -0.00000   1     10.18548
      9.11017      4.55508      0.00000   1     10.18548
      4.55508      9.11017      0.00000   1     10.18548
     -4.55508      0.00000     -9.22708   3     10.29018
      0.00000     -4.55508     -9.22708   3     10.29018
      4.55508      0.00000     -9.22708   3     10.29018
     -0.00000      4.55508     -9.22708   3     10.29018
     -4.55508     -9.11017      3.37512   3     10.73011
     -9.11017     -4.55508      3.37512   3     10.73011
     -9.11017      4.55508      3.37512   3     10.73011
      9.11017     -4.55508      3.37512   3     10.73011
     -4.55508      9.11017      3.37512   3     10.73011
