New Fermi level:    mu=  -8.807 eV  Charge distance=  0.0409 (partial c.d.=  3.9437)
SCF ITERATION NUMBER  5
     point #   1  energy = -62.500
     point #  20  energy = -51.356
     point #  40  energy = -31.095
     point #  60  energy = -10.833
New Fermi level:    mu=  -8.815 eV  Charge distance=  0.0194 (partial c.d.=  3.1399)
SCF ITERATION NUMBER  6
     point #   1  energy = -62.500
     point #  20  energy = -51.358
     point #  40  energy = -31.099
     point #  60  energy = -10.841
     point #  80  energy =  -8.840
New Fermi level:    mu=  -8.837 eV  Charge distance=  0.0392 (partial c.d.=  0.8212)
SCF ITERATION NUMBER  7
     point #   1  energy = -62.500
     point #  20  energy = -51.362
     point #  40  energy = -31.112
     point #  60  energy = -10.862
     point #  80  energy =  -8.850
New Fermi level:    mu=  -8.961 eV  Charge distance=  0.0115 (partial c.d.=  1.1805)
SCF ITERATION NUMBER  8
     point #   1  energy = -62.500
     point #  20  energy = -51.388
     point #  40  energy = -31.185
     point #  60  energy = -10.982
     point #  80  energy =  -8.936
New Fermi level:    mu=  -8.918 eV  Charge distance=  0.0165 (partial c.d.=  0.9478)
SCF ITERATION NUMBER  9
     point #   1  energy = -62.500
     point #  20  energy = -51.379
     point #  40  energy = -31.160
     point #  60  energy = -10.940
     point #  80  energy =  -8.943
New Fermi level:    mu=  -8.954 eV  Charge distance=  0.0449 (partial c.d.=  0.2561)
SCF ITERATION NUMBER 10
     point #   1  energy = -62.500
     point #  20  energy = -51.387
     point #  40  energy = -31.181
     point #  60  energy = -10.975
     point #  80  energy =  -8.979
New Fermi level:    mu=  -9.021 eV  Charge distance=  0.0020 (partial c.d.=  0.7713)
SCF ITERATION NUMBER 11
     point #   1  energy = -62.500
     point #  20  energy = -51.401
     point #  40  energy = -31.220
     point #  60  energy = -11.039
New Fermi level:    mu=  -9.020 eV  Charge distance=  0.0012 (partial c.d.=  0.1327)
SCF ITERATION NUMBER 12
     point #   1  energy = -62.500
     point #  20  energy = -51.400
     point #  40  energy = -31.219
     point #  60  energy = -11.038
New Fermi level:    mu=  -9.016 eV  Charge distance=  0.0008 (partial c.d.=  0.0183)
SCF ITERATION NUMBER 13
     point #   1  energy = -62.500
     point #  20  energy = -51.400
     point #  40  energy = -31.217
     point #  60  energy = -11.035
New Fermi level:    mu=  -9.010 eV  Charge distance=  0.0035 (partial c.d.=  0.0065)
SCF ITERATION NUMBER 14
     point #   1  energy = -62.500
     point #  20  energy = -51.398
     point #  40  energy = -31.214
     point #  60  energy = -11.029
     point #  80  energy =  -8.985
New Fermi level:    mu=  -8.988 eV  Charge distance=  0.0012 (partial c.d.=  0.0200)
SCF ITERATION NUMBER 15
     point #   1  energy = -62.500
     point #  20  energy = -51.394
     point #  40  energy = -31.201
     point #  60  energy = -11.007
New Fermi level:    mu=  -8.983 eV  Charge distance=  0.0010 (partial c.d.=  0.0043)
SCF ITERATION NUMBER 16
     point #   1  energy = -62.500
     point #  20  energy = -51.393
     point #  40  energy = -31.197
     point #  60  energy = -11.002
New Fermi level:    mu=  -8.980 eV  Charge distance=  0.0005 (partial c.d.=  0.0029)
SCF ITERATION NUMBER 17
     point #   1  energy = -62.500
     point #  20  energy = -51.392
     point #  40  energy = -31.196
     point #  60  energy = -10.999
New Fermi level:    mu=  -8.980 eV  Charge distance=  0.0007 (partial c.d.=  0.0007)
SCF ITERATION NUMBER 18
     point #   1  energy = -62.500
     point #  20  energy = -51.392
     point #  40  energy = -31.196
     point #  60  energy = -11.000
New Fermi level:    mu=  -8.980 eV  Charge distance=  0.0002 (partial c.d.=  0.0012)
SCF ITERATION NUMBER 19
     point #   1  energy = -62.500
     point #  20  energy = -51.392
     point #  40  energy = -31.196
     point #  60  energy = -11.000
New Fermi level:    mu=  -8.982 eV  Charge distance=  0.0002 (partial c.d.=  0.0011)
SCF ITERATION NUMBER 20
     point #   1  energy = -62.500
     point #  20  energy = -51.392
     point #  40  energy = -31.197
     point #  60  energy = -11.001
New Fermi level:    mu=  -8.983 eV  Charge distance=  0.0002 (partial c.d.=  0.0009)
SCF ITERATION NUMBER 21
     point #   1  energy = -62.500
     point #  20  energy = -51.393
     point #  40  energy = -31.198
     point #  60  energy = -11.002
New Fermi level:    mu=  -8.983 eV  Charge distance=  0.0000 (partial c.d.=  0.0010)
SCF ITERATION NUMBER 22
     point #   1  energy = -62.500
     point #  20  energy = -51.393
     point #  40  energy = -31.198
     point #  60  energy = -11.003
New Fermi level:    mu=  -8.983 eV  Charge distance=  0.0001 (partial c.d.=  0.0004)
SCF ITERATION NUMBER 23
     point #   1  energy = -62.500
     point #  20  energy = -51.393
     point #  40  energy = -31.198
     point #  60  energy = -11.002
New Fermi level:    mu=  -8.982 eV  Charge distance=  0.0000 (partial c.d.=  0.0003)
SCF ITERATION NUMBER 24
     point #   1  energy = -62.500
     point #  20  energy = -51.393
     point #  40  energy = -31.197
     point #  60  energy = -11.002
New Fermi level:    mu=  -8.982 eV  Charge distance=  0.0000 (partial c.d.=  0.0003)
SCF ITERATION NUMBER 25
     point #   1  energy = -62.500
     point #  20  energy = -51.392
     point #  40  energy = -31.197
     point #  60  energy = -11.001
New Fermi level:    mu=  -8.982 eV  Charge distance=  0.0000 (partial c.d.=  0.0001)
Electronic configuration
  type     l     N_el
     0     0    1.954
     0     1    5.063
     0     2    0.075
     0     3    0.000
     1     0    0.406
     1     1    6.693
     1     2    4.417
     1     3    0.000
     2     0    0.406
     2     1    6.692
     2     2    4.419
     2     3    0.000
     3     0    1.956
     3     1    5.055
     3     2    0.072
     3     3    0.000
     4     0    1.951
     4     1    5.151
     4     2    0.064
     4     3    0.000
     5     0    1.952
     5     1    5.141
     5     2    0.067
     5     3    0.000
     6     0    1.956
     6     1    5.059
     6     2    0.075
     6     3    0.000
     7     0    1.953
     7     1    5.123
     7     2    0.071
     7     3    0.000
     8     0    1.959
     8     1    5.051
     8     2    0.076
     8     3    0.000
     9     0    1.954
     9     1    5.063
     9     2    0.075
     9     3    0.000
    10     0    1.950
    10     1    5.125
    10     2    0.070
    10     3    0.000
    11     0    1.955
    11     1    5.111
    11     2    0.071
    11     3    0.000
Charge transfer:  type  charge
       0    0.092
       1   -0.483
       2   -0.483
       3    0.083
       4    0.167
       5    0.161
       6    0.091
       7    0.146
       8    0.087
       9    0.092
      10    0.145
      11    0.136
Convergence reached in   25 iterations.
Done with module: potentials.

