 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =    9.1408000000000005       eV
 efermi =   -10.118359699999999       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1474321997E+001   0.3122853544E-004   0.3727513502E-004   0.9058576155E+000   0.3447400000E-004   0.4114900000E-004
  -0.1470647066E+001   0.3137496797E-004   0.3760160462E-004   0.9055608847E+000   0.3464700000E-004   0.4152300000E-004
  -0.1466972135E+001   0.3152032918E-004   0.3793139702E-004   0.9052623332E+000   0.3481900000E-004   0.4190100000E-004
  -0.1463297205E+001   0.3166280852E-004   0.3826631583E-004   0.9049619447E+000   0.3498800000E-004   0.4228500000E-004
  -0.1459622274E+001   0.3180331185E-004   0.3860454349E-004   0.9046597026E+000   0.3515500000E-004   0.4267300000E-004
  -0.1455947343E+001   0.3194183945E-004   0.3894697786E-004   0.9043555904E+000   0.3532000000E-004   0.4306600000E-004
  -0.1452272412E+001   0.3207929570E-004   0.3929361144E-004   0.9040495913E+000   0.3548400000E-004   0.4346400000E-004
  -0.1448597481E+001   0.3221296873E-004   0.3964443663E-004   0.9037416880E+000   0.3564400000E-004   0.4386700000E-004
  -0.1444922550E+001   0.3234557101E-004   0.3999854233E-004   0.9034318635E+000   0.3580300000E-004   0.4427400000E-004
  -0.1441247619E+001   0.3247529569E-004   0.4035772792E-004   0.9031201003E+000   0.3595900000E-004   0.4468700000E-004
  -0.1437572688E+001   0.3260304682E-004   0.4072108180E-004   0.9028063806E+000   0.3611300000E-004   0.4510500000E-004
  -0.1433897757E+001   0.3272792226E-004   0.4108859599E-004   0.9024906868E+000   0.3626400000E-004   0.4552800000E-004
  -0.1430222826E+001   0.3284992330E-004   0.4146026241E-004   0.9021730005E+000   0.3641200000E-004   0.4595600000E-004
  -0.1426547896E+001   0.3296905123E-004   0.4183607291E-004   0.9018533038E+000   0.3655700000E-004   0.4638900000E-004
  -0.1422872965E+001   0.3308530738E-004   0.4221601920E-004   0.9015315779E+000   0.3669900000E-004   0.4682700000E-004
  -0.1419198034E+001   0.3319869309E-004   0.4260099411E-004   0.9012078042E+000   0.3683800000E-004   0.4727100000E-004
