 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.78795999999999999       eV
 efermi =   -10.663728200000000       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1494363913E+001  -0.4966536820E-003   0.1736264939E-004   0.9916414065E+000  -0.5008400000E-003   0.1750900000E-004
  -0.1490688982E+001  -0.4944383055E-003   0.1728084784E-004   0.9916134642E+000  -0.4986200000E-003   0.1742700000E-004
  -0.1487014051E+001  -0.4922328759E-003   0.1720003921E-004   0.9915853346E+000  -0.4964100000E-003   0.1734600000E-004
  -0.1483339120E+001  -0.4900373927E-003   0.1712022343E-004   0.9915570157E+000  -0.4942100000E-003   0.1726600000E-004
  -0.1479664189E+001  -0.4878518553E-003   0.1704140042E-004   0.9915285055E+000  -0.4920200000E-003   0.1718700000E-004
  -0.1475989258E+001  -0.4856762631E-003   0.1696257862E-004   0.9914998022E+000  -0.4898400000E-003   0.1710800000E-004
  -0.1472314327E+001  -0.4835106156E-003   0.1688574096E-004   0.9914709038E+000  -0.4876700000E-003   0.1703100000E-004
  -0.1468639397E+001  -0.4813549123E-003   0.1680890442E-004   0.9914418082E+000  -0.4855100000E-003   0.1695400000E-004
  -0.1464964466E+001  -0.4792091525E-003   0.1673306040E-004   0.9914125135E+000  -0.4833600000E-003   0.1687800000E-004
  -0.1461289535E+001  -0.4770733358E-003   0.1665820885E-004   0.9913830177E+000  -0.4812200000E-003   0.1680300000E-004
  -0.1457614604E+001  -0.4749474614E-003   0.1658434967E-004   0.9913533185E+000  -0.4790900000E-003   0.1672900000E-004
  -0.1453939673E+001  -0.4728216155E-003   0.1651049146E-004   0.9913234140E+000  -0.4769600000E-003   0.1665500000E-004
  -0.1450264742E+001  -0.4707156244E-003   0.1643861683E-004   0.9912933020E+000  -0.4748500000E-003   0.1658300000E-004
  -0.1446589811E+001  -0.4686195739E-003   0.1636674307E-004   0.9912629803E+000  -0.4727500000E-003   0.1651100000E-004
  -0.1442914880E+001  -0.4665235510E-003   0.1629586142E-004   0.9912324467E+000  -0.4706500000E-003   0.1644000000E-004
  -0.1439239949E+001  -0.4644473801E-003   0.1622498061E-004   0.9912016990E+000  -0.4685700000E-003   0.1636900000E-004
  -0.1435565018E+001  -0.4623712361E-003   0.1615608298E-004   0.9911707349E+000  -0.4664900000E-003   0.1630000000E-004
  -0.1431890088E+001  -0.4603050308E-003   0.1608718607E-004   0.9911395522E+000  -0.4644200000E-003   0.1623100000E-004
  -0.1428215157E+001  -0.4582487635E-003   0.1601928100E-004   0.9911081484E+000  -0.4623600000E-003   0.1616300000E-004
  -0.1424540226E+001  -0.4562024336E-003   0.1595137661E-004   0.9910765214E+000  -0.4603100000E-003   0.1609500000E-004
  -0.1420865295E+001  -0.4541660403E-003   0.1588545499E-004   0.9910446686E+000  -0.4582700000E-003   0.1602900000E-004
  -0.1417190364E+001  -0.4521395830E-003   0.1581953394E-004   0.9910125877E+000  -0.4562400000E-003   0.1596300000E-004
  -0.1413515433E+001  -0.4501131512E-003   0.1575460443E-004   0.9909802761E+000  -0.4542100000E-003   0.1589800000E-004
  -0.1409840502E+001  -0.4480966547E-003   0.1568967543E-004   0.9909477315E+000  -0.4521900000E-003   0.1583300000E-004
  -0.1406165571E+001  -0.4460900927E-003   0.1562672878E-004   0.9909149512E+000  -0.4501800000E-003   0.1577000000E-004
  -0.1402490640E+001  -0.4440934646E-003   0.1556378252E-004   0.9908819327E+000  -0.4481800000E-003   0.1570700000E-004
  -0.1398815709E+001  -0.4421067696E-003   0.1550083665E-004   0.9908486733E+000  -0.4461900000E-003   0.1564400000E-004
  -0.1395140779E+001  -0.4401300069E-003   0.1543987280E-004   0.9908151706E+000  -0.4442100000E-003   0.1558300000E-004
  -0.1391465848E+001  -0.4381532681E-003   0.1537890923E-004   0.9907814217E+000  -0.4422300000E-003   0.1552200000E-004
  -0.1387790917E+001  -0.4361864608E-003   0.1531794592E-004   0.9907474239E+000  -0.4402600000E-003   0.1546100000E-004
  -0.1384115986E+001  -0.4342295844E-003   0.1525896431E-004   0.9907131745E+000  -0.4383000000E-003   0.1540200000E-004
  -0.1380441055E+001  -0.4322727312E-003   0.1519998284E-004   0.9906786707E+000  -0.4363400000E-003   0.1534300000E-004
  -0.1376766124E+001  -0.4303258079E-003   0.1514100151E-004   0.9906439096E+000  -0.4343900000E-003   0.1528400000E-004
  -0.1373091193E+001  -0.4283888138E-003   0.1508400154E-004   0.9906088883E+000  -0.4324500000E-003   0.1522700000E-004
  -0.1369416262E+001  -0.4264617480E-003   0.1502700157E-004   0.9905736040E+000  -0.4305200000E-003   0.1517000000E-004
  -0.1365741331E+001  -0.4245446098E-003   0.1497099214E-004   0.9905380536E+000  -0.4286000000E-003   0.1511400000E-004
  -0.1362066400E+001  -0.4226274933E-003   0.1491498264E-004   0.9905022341E+000  -0.4266800000E-003   0.1505800000E-004
  -0.1358391470E+001  -0.4207203034E-003   0.1485996354E-004   0.9904661425E+000  -0.4247700000E-003   0.1500300000E-004
  -0.1354716539E+001  -0.4188131349E-003   0.1480494429E-004   0.9904297756E+000  -0.4228600000E-003   0.1494800000E-004
  -0.1351041608E+001  -0.4169257961E-003   0.1475190568E-004   0.9903931303E+000  -0.4209700000E-003   0.1489500000E-004
  -0.1347366677E+001  -0.4150384777E-003   0.1469886677E-004   0.9903562034E+000  -0.4190800000E-003   0.1484200000E-004
  -0.1343691746E+001  -0.4131511801E-003   0.1464582757E-004   0.9903189916E+000  -0.4171900000E-003   0.1478900000E-004
  -0.1340016815E+001  -0.4112837091E-003   0.1459377834E-004   0.9902814915E+000  -0.4153200000E-003   0.1473700000E-004
  -0.1336341884E+001  -0.4094063553E-003   0.1454271898E-004   0.9902437000E+000  -0.4134400000E-003   0.1468600000E-004
  -0.1332666953E+001  -0.4075488264E-003   0.1449165915E-004   0.9902056134E+000  -0.4115800000E-003   0.1463500000E-004
  -0.1328992022E+001  -0.4056913168E-003   0.1444158903E-004   0.9901672284E+000  -0.4097200000E-003   0.1458500000E-004
  -0.1325317091E+001  -0.4038437282E-003   0.1439250848E-004   0.9901285415E+000  -0.4078700000E-003   0.1453600000E-004
  -0.1321642161E+001  -0.4020060596E-003   0.1434342730E-004   0.9900895491E+000  -0.4060300000E-003   0.1448700000E-004
  -0.1317967230E+001  -0.4001684095E-003   0.1429434547E-004   0.9900502474E+000  -0.4041900000E-003   0.1443800000E-004
  -0.1314292299E+001  -0.3983307782E-003   0.1424724302E-004   0.9900106330E+000  -0.4023500000E-003   0.1439100000E-004
  -0.1310617368E+001  -0.3965129652E-003   0.1420013975E-004   0.9899707019E+000  -0.4005300000E-003   0.1434400000E-004
  -0.1306942437E+001  -0.3946951699E-003   0.1415303565E-004   0.9899304504E+000  -0.3987100000E-003   0.1429700000E-004
  -0.1303267506E+001  -0.3928773923E-003   0.1410692060E-004   0.9898898746E+000  -0.3968900000E-003   0.1425100000E-004
  -0.1299592575E+001  -0.3910695313E-003   0.1406179448E-004   0.9898489706E+000  -0.3950800000E-003   0.1420600000E-004
  -0.1295917644E+001  -0.3892715858E-003   0.1401666733E-004   0.9898077344E+000  -0.3932800000E-003   0.1416100000E-004
