 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.65446000000000004       eV
 efermi =   -9.3391269700000006       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1445685734E+001  -0.8049919180E-003   0.3106481111E-004   0.9930570650E+000  -0.8106200000E-003   0.3128200000E-004
  -0.1442010803E+001  -0.8002462599E-003   0.3080589615E-004   0.9930338519E+000  -0.8058600000E-003   0.3102200000E-004
  -0.1438335872E+001  -0.7955304883E-003   0.3055096052E-004   0.9930104830E+000  -0.8011300000E-003   0.3076600000E-004
  -0.1434660941E+001  -0.7908644618E-003   0.3030000400E-004   0.9929869569E+000  -0.7964500000E-003   0.3051400000E-004
  -0.1430986010E+001  -0.7862283187E-003   0.3005302639E-004   0.9929632719E+000  -0.7918000000E-003   0.3026600000E-004
  -0.1427311080E+001  -0.7816319871E-003   0.2980903452E-004   0.9929394264E+000  -0.7871900000E-003   0.3002100000E-004
  -0.1423636149E+001  -0.7770754650E-003   0.2956802826E-004   0.9929154188E+000  -0.7826200000E-003   0.2977900000E-004
  -0.1419961218E+001  -0.7725488217E-003   0.2933100034E-004   0.9928912473E+000  -0.7780800000E-003   0.2954100000E-004
  -0.1416286287E+001  -0.7680619846E-003   0.2909695768E-004   0.9928669104E+000  -0.7735800000E-003   0.2930600000E-004
  -0.1412611356E+001  -0.7636149516E-003   0.2886689296E-004   0.9928424063E+000  -0.7691200000E-003   0.2907500000E-004
  -0.1408936425E+001  -0.7591977925E-003   0.2863981315E-004   0.9928177333E+000  -0.7646900000E-003   0.2884700000E-004
  -0.1405261494E+001  -0.7548204340E-003   0.2841571809E-004   0.9927928897E+000  -0.7603000000E-003   0.2862200000E-004
  -0.1401586563E+001  -0.7504729464E-003   0.2819460761E-004   0.9927678736E+000  -0.7559400000E-003   0.2840000000E-004
  -0.1397911632E+001  -0.7461553282E-003   0.2797747430E-004   0.9927426833E+000  -0.7516100000E-003   0.2818200000E-004
  -0.1394236701E+001  -0.7418675781E-003   0.2776233248E-004   0.9927173169E+000  -0.7473100000E-003   0.2796600000E-004
  -0.1390561771E+001  -0.7376196216E-003   0.2755116746E-004   0.9926917726E+000  -0.7430500000E-003   0.2775400000E-004
  -0.1386886840E+001  -0.7334015299E-003   0.2734199364E-004   0.9926660485E+000  -0.7388200000E-003   0.2754400000E-004
  -0.1383211909E+001  -0.7292232280E-003   0.2713580358E-004   0.9926401427E+000  -0.7346300000E-003   0.2733700000E-004
  -0.1379536978E+001  -0.7250648613E-003   0.2693259711E-004   0.9926140532E+000  -0.7304600000E-003   0.2713300000E-004
  -0.1375862047E+001  -0.7209462809E-003   0.2673237404E-004   0.9925877782E+000  -0.7263300000E-003   0.2693200000E-004
  -0.1372187116E+001  -0.7168476333E-003   0.2653513421E-004   0.9925613156E+000  -0.7222200000E-003   0.2673400000E-004
