 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.54357999999999995       eV
 efermi =   -10.508589600000001       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1488662676E+001  -0.1205905288E-002   0.5257603888E-004   0.9942330681E+000  -0.1212900000E-002   0.5288100000E-004
  -0.1484987746E+001  -0.1196238026E-002   0.5190094222E-004   0.9942137850E+000  -0.1203200000E-002   0.5220300000E-004
  -0.1481312815E+001  -0.1186769822E-002   0.5123878957E-004   0.9941943724E+000  -0.1193700000E-002   0.5153800000E-004
  -0.1477637884E+001  -0.1177301833E-002   0.5059057454E-004   0.9941748292E+000  -0.1184200000E-002   0.5088700000E-004
  -0.1473962953E+001  -0.1168032890E-002   0.4995530233E-004   0.9941551540E+000  -0.1174900000E-002   0.5024900000E-004
  -0.1470288022E+001  -0.1158962986E-002   0.4933297238E-004   0.9941353455E+000  -0.1165800000E-002   0.4962400000E-004
  -0.1466613091E+001  -0.1149893286E-002   0.4872358409E-004   0.9941154022E+000  -0.1156700000E-002   0.4901200000E-004
  -0.1462938160E+001  -0.1140923202E-002   0.4812614277E-004   0.9940953228E+000  -0.1147700000E-002   0.4841200000E-004
  -0.1459263229E+001  -0.1132152138E-002   0.4754064787E-004   0.9940751060E+000  -0.1138900000E-002   0.4782400000E-004
  -0.1455588298E+001  -0.1123381273E-002   0.4696610479E-004   0.9940547503E+000  -0.1130100000E-002   0.4724700000E-004
  -0.1451913367E+001  -0.1114809416E-002   0.4640350705E-004   0.9940342542E+000  -0.1121500000E-002   0.4668200000E-004
  -0.1448238437E+001  -0.1106337155E-002   0.4585086608E-004   0.9940136163E+000  -0.1113000000E-002   0.4612700000E-004
  -0.1444563506E+001  -0.1097865086E-002   0.4531016940E-004   0.9939928352E+000  -0.1104500000E-002   0.4558400000E-004
  -0.1440888575E+001  -0.1089592007E-002   0.4477942849E-004   0.9939719093E+000  -0.1096200000E-002   0.4505100000E-004
