 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.22913000000000003       eV
 efermi =   -9.2079626300000008       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1440865533E+001  -0.2779326719E-003   0.9306819076E-005   0.9975689025E+000  -0.2786100000E-003   0.9329500000E-005
  -0.1437190602E+001  -0.2738603587E-003   0.9322604439E-005   0.9975607720E+000  -0.2745300000E-003   0.9345400000E-005
  -0.1433515671E+001  -0.2697681461E-003   0.9338688299E-005   0.9975525870E+000  -0.2704300000E-003   0.9361600000E-005
  -0.1429840740E+001  -0.2656759859E-003   0.9354970885E-005   0.9975443469E+000  -0.2663300000E-003   0.9378000000E-005
  -0.1426165809E+001  -0.2615739033E-003   0.9371551939E-005   0.9975360511E+000  -0.2622200000E-003   0.9394700000E-005
  -0.1422490878E+001  -0.2574618991E-003   0.9388431445E-005   0.9975276991E+000  -0.2581000000E-003   0.9411700000E-005
  -0.1418815948E+001  -0.2533499493E-003   0.9405609387E-005   0.9975192902E+000  -0.2539800000E-003   0.9429000000E-005
  -0.1415141017E+001  -0.2492280794E-003   0.9423085750E-005   0.9975108240E+000  -0.2498500000E-003   0.9446600000E-005
  -0.1411466086E+001  -0.2450962901E-003   0.9440760766E-005   0.9975022997E+000  -0.2457100000E-003   0.9464400000E-005
  -0.1407791155E+001  -0.2409545823E-003   0.9458833920E-005   0.9974937169E+000  -0.2415600000E-003   0.9482600000E-005
  -0.1404116224E+001  -0.2368129316E-003   0.9477205446E-005   0.9974850749E+000  -0.2374100000E-003   0.9501100000E-005
  -0.1400441293E+001  -0.2326613640E-003   0.9495775577E-005   0.9974763731E+000  -0.2332500000E-003   0.9519800000E-005
  -0.1396766362E+001  -0.2284998803E-003   0.9514743794E-005   0.9974676109E+000  -0.2290800000E-003   0.9538900000E-005
  -0.1393091431E+001  -0.2243284813E-003   0.9533910584E-005   0.9974587876E+000  -0.2249000000E-003   0.9558200000E-005
  -0.1389416500E+001  -0.2201471680E-003   0.9553475423E-005   0.9974499027E+000  -0.2207100000E-003   0.9577900000E-005
  -0.1385741569E+001  -0.2159659156E-003   0.9573338545E-005   0.9974409553E+000  -0.2165200000E-003   0.9597900000E-005
  -0.1382066639E+001  -0.2117747506E-003   0.9593499933E-005   0.9974319450E+000  -0.2123200000E-003   0.9618200000E-005
  -0.1378391708E+001  -0.2075636995E-003   0.9614059311E-005   0.9974228710E+000  -0.2081000000E-003   0.9638900000E-005
  -0.1374716777E+001  -0.2033527118E-003   0.9634916916E-005   0.9974137326E+000  -0.2038800000E-003   0.9659900000E-005
  -0.1371041846E+001  -0.1991318143E-003   0.9656072729E-005   0.9974045293E+000  -0.1996500000E-003   0.9681200000E-005
  -0.1367366915E+001  -0.1949010078E-003   0.9677526730E-005   0.9973952601E+000  -0.1954100000E-003   0.9702800000E-005
  -0.1363691984E+001  -0.1906702672E-003   0.9699378639E-005   0.9973859246E+000  -0.1911700000E-003   0.9724800000E-005
  -0.1360017053E+001  -0.1864196457E-003   0.9721528696E-005   0.9973765218E+000  -0.1869100000E-003   0.9747100000E-005
  -0.1356342122E+001  -0.1821591182E-003   0.9744076617E-005   0.9973670512E+000  -0.1826400000E-003   0.9769800000E-005
  -0.1352667191E+001  -0.1778886858E-003   0.9766922644E-005   0.9973575120E+000  -0.1783600000E-003   0.9792800000E-005
  -0.1348992260E+001  -0.1736183230E-003   0.9790166489E-005   0.9973479034E+000  -0.1740800000E-003   0.9816200000E-005
  -0.1345317330E+001  -0.1693280838E-003   0.9813808131E-005   0.9973382247E+000  -0.1697800000E-003   0.9840000000E-005
  -0.1341642399E+001  -0.1650279428E-003   0.9837747811E-005   0.9973284750E+000  -0.1654700000E-003   0.9864100000E-005
  -0.1337967468E+001  -0.1607179010E-003   0.9862085239E-005   0.9973186537E+000  -0.1611500000E-003   0.9888600000E-005
  -0.1334292537E+001  -0.1563979597E-003   0.9886820391E-005   0.9973087599E+000  -0.1568200000E-003   0.9913500000E-005
  -0.1330617606E+001  -0.1520681199E-003   0.9911953242E-005   0.9972987928E+000  -0.1524800000E-003   0.9938800000E-005
  -0.1326942675E+001  -0.1477283828E-003   0.9937483766E-005   0.9972887517E+000  -0.1481300000E-003   0.9964500000E-005
  -0.1323267744E+001  -0.1433787494E-003   0.9963312208E-005   0.9972786355E+000  -0.1437700000E-003   0.9990500000E-005
  -0.1319592813E+001  -0.1390192210E-003   0.9989638000E-005   0.9972684437E+000  -0.1394000000E-003   0.1001700000E-004
  -0.1315917882E+001  -0.1346497988E-003   0.1001646111E-004   0.9972581752E+000  -0.1350200000E-003   0.1004400000E-004
  -0.1312242951E+001  -0.1302605114E-003   0.1004328289E-004   0.9972478292E+000  -0.1306200000E-003   0.1007100000E-004
  -0.1308568021E+001  -0.1258613329E-003   0.1007110055E-004   0.9972374048E+000  -0.1262100000E-003   0.1009900000E-004
  -0.1304893090E+001  -0.1214522643E-003   0.1009891683E-004   0.9972269012E+000  -0.1217900000E-003   0.1012700000E-004
  -0.1301218159E+001  -0.1170333070E-003   0.1012772892E-004   0.9972163174E+000  -0.1173600000E-003   0.1015600000E-004
  -0.1297543228E+001  -0.1126044623E-003   0.1015653957E-004   0.9972056525E+000  -0.1129200000E-003   0.1018500000E-004
  -0.1293868297E+001  -0.1081557595E-003   0.1018534877E-004   0.9971949055E+000  -0.1084600000E-003   0.1021400000E-004
  -0.1290193366E+001  -0.1036971720E-003   0.1021515367E-004   0.9971840756E+000  -0.1039900000E-003   0.1024400000E-004
  -0.1286518435E+001  -0.9923069567E-004   0.1024495706E-004   0.9971731617E+000  -0.9951200000E-004   0.1027400000E-004
  -0.1282843504E+001  -0.9474636008E-004   0.1027575609E-004   0.9971621630E+000  -0.9501600000E-004   0.1030500000E-004
  -0.1279168573E+001  -0.9025014979E-004   0.1030655354E-004   0.9971510782E+000  -0.9050800000E-004   0.1033600000E-004
  -0.1275493642E+001  -0.8574007201E-004   0.1033834655E-004   0.9971399066E+000  -0.8598600000E-004   0.1036800000E-004
  -0.1271818712E+001  -0.8121612830E-004   0.1037013793E-004   0.9971286470E+000  -0.8145000000E-004   0.1040000000E-004
