 Temperature (Hatree) = 0
 Electronic Temperature (eV) = 0
 xloss =   0.86458999999999986       eV
 efermi =   -6.5413495199999998       eV
 Number of poles = 0
 Omega(Hart)    Re CCHI     Im CCHI   1-Fermi   Re xmu0    Im xmu0
  -0.1342869344E+001  -0.4035646328E-003   0.1390232105E-004   0.9908289537E+000  -0.4073000000E-003   0.1403100000E-004
  -0.1339194413E+001  -0.4019470537E-003   0.1385334181E-004   0.9907982984E+000  -0.4056800000E-003   0.1398200000E-004
  -0.1335519482E+001  -0.4003294908E-003   0.1380337194E-004   0.9907674374E+000  -0.4040600000E-003   0.1393200000E-004
  -0.1331844551E+001  -0.3987218517E-003   0.1375538375E-004   0.9907363689E+000  -0.4024500000E-003   0.1388400000E-004
  -0.1328169621E+001  -0.3971142285E-003   0.1370640493E-004   0.9907050906E+000  -0.4008400000E-003   0.1383500000E-004
  -0.1324494690E+001  -0.3955165282E-003   0.1365940760E-004   0.9906736004E+000  -0.3992400000E-003   0.1378800000E-004
  -0.1320819759E+001  -0.3939287500E-003   0.1361141965E-004   0.9906418962E+000  -0.3976500000E-003   0.1374000000E-004
  -0.1317144828E+001  -0.3923409870E-003   0.1356442240E-004   0.9906099758E+000  -0.3960600000E-003   0.1369300000E-004
  -0.1313469897E+001  -0.3907532393E-003   0.1351841574E-004   0.9905778369E+000  -0.3944700000E-003   0.1364700000E-004
  -0.1309794966E+001  -0.3891754126E-003   0.1347240904E-004   0.9905454774E+000  -0.3928900000E-003   0.1360100000E-004
  -0.1306120035E+001  -0.3876075060E-003   0.1342739280E-004   0.9905128948E+000  -0.3913200000E-003   0.1355600000E-004
  -0.1302445104E+001  -0.3860396139E-003   0.1338237646E-004   0.9904800870E+000  -0.3897500000E-003   0.1351100000E-004
  -0.1298770173E+001  -0.3844816410E-003   0.1333736000E-004   0.9904470516E+000  -0.3881900000E-003   0.1346600000E-004
  -0.1295095242E+001  -0.3829236821E-003   0.1329333384E-004   0.9904137861E+000  -0.3866300000E-003   0.1342200000E-004
  -0.1291420312E+001  -0.3813756414E-003   0.1325029788E-004   0.9903802883E+000  -0.3850800000E-003   0.1337900000E-004
  -0.1287745381E+001  -0.3798276145E-003   0.1320627132E-004   0.9903465556E+000  -0.3835300000E-003   0.1333500000E-004
  -0.1284070450E+001  -0.3782895045E-003   0.1316422520E-004   0.9903125855E+000  -0.3819900000E-003   0.1329300000E-004
  -0.1280395519E+001  -0.3767514080E-003   0.1312118848E-004   0.9902783756E+000  -0.3804500000E-003   0.1325000000E-004
  -0.1276720588E+001  -0.3752133250E-003   0.1308013198E-004   0.9902439233E+000  -0.3789100000E-003   0.1320900000E-004
  -0.1273045657E+001  -0.3736950598E-003   0.1303808488E-004   0.9902092260E+000  -0.3773900000E-003   0.1316700000E-004
  -0.1269370726E+001  -0.3721669053E-003   0.1299702761E-004   0.9901742811E+000  -0.3758600000E-003   0.1312600000E-004
  -0.1265695795E+001  -0.3706486655E-003   0.1295696008E-004   0.9901390860E+000  -0.3743400000E-003   0.1308600000E-004
  -0.1262020864E+001  -0.3691403393E-003   0.1291590196E-004   0.9901036379E+000  -0.3728300000E-003   0.1304500000E-004
  -0.1258345933E+001  -0.3676320253E-003   0.1287682355E-004   0.9900679341E+000  -0.3713200000E-003   0.1300600000E-004
  -0.1254671003E+001  -0.3661336238E-003   0.1283774458E-004   0.9900319718E+000  -0.3698200000E-003   0.1296700000E-004
  -0.1250996072E+001  -0.3646253341E-003   0.1279866503E-004   0.9899957483E+000  -0.3683100000E-003   0.1292800000E-004
  -0.1247321141E+001  -0.3631368560E-003   0.1275958491E-004   0.9899592606E+000  -0.3668200000E-003   0.1288900000E-004
  -0.1243646210E+001  -0.3616483891E-003   0.1272149412E-004   0.9899225059E+000  -0.3653300000E-003   0.1285100000E-004
  -0.1239971279E+001  -0.3601599335E-003   0.1268439256E-004   0.9898854811E+000  -0.3638400000E-003   0.1281400000E-004
  -0.1236296348E+001  -0.3586813878E-003   0.1264630039E-004   0.9898481834E+000  -0.3623600000E-003   0.1277600000E-004
  -0.1232621417E+001  -0.3572028528E-003   0.1261018717E-004   0.9898106098E+000  -0.3608800000E-003   0.1274000000E-004
  -0.1228946486E+001  -0.3557243289E-003   0.1257308333E-004   0.9897727570E+000  -0.3594000000E-003   0.1270300000E-004
  -0.1225271555E+001  -0.3542557133E-003   0.1253696846E-004   0.9897346220E+000  -0.3579300000E-003   0.1266700000E-004
  -0.1221596624E+001  -0.3527970050E-003   0.1250184242E-004   0.9896962017E+000  -0.3564700000E-003   0.1263200000E-004
  -0.1217921694E+001  -0.3513383065E-003   0.1246572578E-004   0.9896574929E+000  -0.3550100000E-003   0.1259600000E-004
  -0.1214246763E+001  -0.3498796179E-003   0.1243158750E-004   0.9896184921E+000  -0.3535500000E-003   0.1256200000E-004
  -0.1210571832E+001  -0.3484209392E-003   0.1239645859E-004   0.9895791963E+000  -0.3520900000E-003   0.1252700000E-004
  -0.1206896901E+001  -0.3469721660E-003   0.1236231825E-004   0.9895396019E+000  -0.3506400000E-003   0.1249300000E-004
  -0.1203221970E+001  -0.3455332972E-003   0.1232916633E-004   0.9894997057E+000  -0.3492000000E-003   0.1246000000E-004
  -0.1199547039E+001  -0.3440944371E-003   0.1229502380E-004   0.9894595040E+000  -0.3477600000E-003   0.1242600000E-004
  -0.1195872108E+001  -0.3426555858E-003   0.1226285900E-004   0.9894189934E+000  -0.3463200000E-003   0.1239400000E-004
  -0.1192197177E+001  -0.3412167434E-003   0.1222970356E-004   0.9893781704E+000  -0.3448800000E-003   0.1236100000E-004
  -0.1188522246E+001  -0.3397878034E-003   0.1219753626E-004   0.9893370312E+000  -0.3434500000E-003   0.1232900000E-004
  -0.1184847315E+001  -0.3383687646E-003   0.1216635695E-004   0.9892955723E+000  -0.3420300000E-003   0.1229800000E-004
  -0.1181172385E+001  -0.3369398408E-003   0.1213418699E-004   0.9892537898E+000  -0.3406000000E-003   0.1226600000E-004
  -0.1177497454E+001  -0.3355208176E-003   0.1210300491E-004   0.9892116800E+000  -0.3391800000E-003   0.1223500000E-004
  -0.1173822523E+001  -0.3341116939E-003   0.1207281056E-004   0.9891692390E+000  -0.3377700000E-003   0.1220500000E-004
  -0.1170147592E+001  -0.3326926858E-003   0.1204261469E-004   0.9891264629E+000  -0.3363500000E-003   0.1217500000E-004
  -0.1166472661E+001  -0.3312934673E-003   0.1201241726E-004   0.9890833477E+000  -0.3349500000E-003   0.1214500000E-004
  -0.1162797730E+001  -0.3298843647E-003   0.1198320730E-004   0.9890398894E+000  -0.3335400000E-003   0.1211600000E-004
  -0.1159122799E+001  -0.3284851593E-003   0.1195399566E-004   0.9889960838E+000  -0.3321400000E-003   0.1208700000E-004
  -0.1155447868E+001  -0.3270859603E-003   0.1192478233E-004   0.9889519268E+000  -0.3307400000E-003   0.1205800000E-004
  -0.1151772937E+001  -0.3256867678E-003   0.1189655619E-004   0.9889074141E+000  -0.3293400000E-003   0.1203000000E-004
  -0.1148098006E+001  -0.3242974705E-003   0.1186832822E-004   0.9888625414E+000  -0.3279500000E-003   0.1200200000E-004
  -0.1144423076E+001  -0.3229081789E-003   0.1184009840E-004   0.9888173043E+000  -0.3265600000E-003   0.1197400000E-004
  -0.1140748145E+001  -0.3215188932E-003   0.1181285548E-004   0.9887716985E+000  -0.3251700000E-003   0.1194700000E-004
  -0.1137073214E+001  -0.3201395006E-003   0.1178561057E-004   0.9887257192E+000  -0.3237900000E-003   0.1192000000E-004
  -0.1133398283E+001  -0.3187601131E-003   0.1175935233E-004   0.9886793621E+000  -0.3224100000E-003   0.1189400000E-004
  -0.1129723352E+001  -0.3173807307E-003   0.1173309196E-004   0.9886326222E+000  -0.3210300000E-003   0.1186800000E-004
  -0.1126048421E+001  -0.3160112393E-003   0.1170682943E-004   0.9885854950E+000  -0.3196600000E-003   0.1184200000E-004
  -0.1122373490E+001  -0.3146417523E-003   0.1168155326E-004   0.9885379756E+000  -0.3182900000E-003   0.1181700000E-004
  -0.1118698559E+001  -0.3132722695E-003   0.1165627478E-004   0.9884900591E+000  -0.3169200000E-003   0.1179200000E-004
  -0.1115023628E+001  -0.3119126756E-003   0.1163099396E-004   0.9884417404E+000  -0.3155600000E-003   0.1176700000E-004
  -0.1111348697E+001  -0.3105530851E-003   0.1160669917E-004   0.9883930145E+000  -0.3142000000E-003   0.1174300000E-004
  -0.1107673767E+001  -0.3091934982E-003   0.1158240189E-004   0.9883438762E+000  -0.3128400000E-003   0.1171900000E-004
  -0.1103998836E+001  -0.3078339149E-003   0.1155909037E-004   0.9882943203E+000  -0.3114800000E-003   0.1169600000E-004
  -0.1100323905E+001  -0.3064842176E-003   0.1153577620E-004   0.9882443414E+000  -0.3101300000E-003   0.1167300000E-004
  -0.1096648974E+001  -0.3051246410E-003   0.1151245933E-004   0.9881939341E+000  -0.3087700000E-003   0.1165000000E-004
  -0.1092974043E+001  -0.3037848310E-003   0.1149012788E-004   0.9881430928E+000  -0.3074300000E-003   0.1162800000E-004
  -0.1089299112E+001  -0.3024351418E-003   0.1146779357E-004   0.9880918120E+000  -0.3060800000E-003   0.1160600000E-004
  -0.1085624181E+001  -0.3010953358E-003   0.1144545635E-004   0.9880400859E+000  -0.3047400000E-003   0.1158400000E-004
  -0.1081949250E+001  -0.2997456516E-003   0.1142410419E-004   0.9879879086E+000  -0.3033900000E-003   0.1156300000E-004
  -0.1078274319E+001  -0.2984157290E-003   0.1140274894E-004   0.9879352744E+000  -0.3020600000E-003   0.1154200000E-004
  -0.1074599388E+001  -0.2970759283E-003   0.1138139056E-004   0.9878821770E+000  -0.3007200000E-003   0.1152100000E-004
  -0.1070924458E+001  -0.2957460077E-003   0.1136101685E-004   0.9878286105E+000  -0.2993900000E-003   0.1150100000E-004
  -0.1067249527E+001  -0.2944062101E-003   0.1134063982E-004   0.9877745685E+000  -0.2980500000E-003   0.1148100000E-004
  -0.1063574596E+001  -0.2930861688E-003   0.1132124715E-004   0.9877200447E+000  -0.2967300000E-003   0.1146200000E-004
  -0.1059899665E+001  -0.2917562506E-003   0.1130086330E-004   0.9876650326E+000  -0.2954000000E-003   0.1144200000E-004
  -0.1056224734E+001  -0.2904263332E-003   0.1128245122E-004   0.9876095256E+000  -0.2940700000E-003   0.1142400000E-004
  -0.1052549803E+001  -0.2891062921E-003   0.1126304786E-004   0.9875535171E+000  -0.2927500000E-003   0.1140500000E-004
  -0.1048874872E+001  -0.2877862508E-003   0.1124462834E-004   0.9874970003E+000  -0.2914300000E-003   0.1138700000E-004
  -0.1045199941E+001  -0.2864662091E-003   0.1122719244E-004   0.9874399681E+000  -0.2901100000E-003   0.1137000000E-004
  -0.1041525010E+001  -0.2851560410E-003   0.1120876516E-004   0.9873824134E+000  -0.2888000000E-003   0.1135200000E-004
  -0.1037850079E+001  -0.2838359982E-003   0.1119132127E-004   0.9873243292E+000  -0.2874800000E-003   0.1133500000E-004
